word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,ctc_char_log_confidence,face_blendshape_frames,face_blendshape_valid,vision_nearest_frame_fallback,alignment_reliable,nearest_frame_sec
12,with,64,68,5.005,5.1052,wav2vec2_ctc_forced_alignment,-0.22335,1,10,1,1,True,238,80,102,126,-0.00045,1,True,False,True,5.1
13,the,69,72,5.1452,5.2253,wav2vec2_ctc_forced_alignment,-0.22335,1,8,1,1,True,239,77,102,128,-0.00077,1,True,False,True,5.2
14,owners,73,79,5.3254,5.5656,wav2vec2_ctc_forced_alignment,-0.22335,1,24,2,2,True,240,77,102,124,-0.00973,2,True,False,True,5.4
15,if,80,82,5.6457,5.6857,wav2vec2_ctc_forced_alignment,-0.22335,1,4,0,0,True,242,75,102,120,-0.00021,0,True,True,True,5.7
16,you,83,86,5.7458,5.8259,wav2vec2_ctc_forced_alignment,-0.22335,1,8,1,1,True,241,74,103,126,-0.00092,1,True,False,True,5.8
17,can,87,90,5.8859,6.0861,wav2vec2_ctc_forced_alignment,-0.22335,1,20,2,2,True,240,74,102,126,-9e-05,2,True,False,True,6.0
18,tell,92,96,6.4865,6.6467,wav2vec2_ctc_forced_alignment,-0.22335,1,16,2,2,True,218,83,105,130,-0.05403,2,True,False,True,6.6
19,them,97,101,6.6867,6.8069,wav2vec2_ctc_forced_alignment,-0.22335,1,12,2,2,True,218,81,104,129,-0.06617,2,True,False,True,6.7
20,what,102,106,6.8669,6.967,wav2vec2_ctc_forced_alignment,-0.22335,1,10,1,1,True,225,77,102,123,-0.00114,1,True,False,True,6.9
21,you're,107,113,7.0071,7.1672,wav2vec2_ctc_forced_alignment,-0.22335,3,16,1,1,True,229,72,102,123,-0.21984,1,True,False,True,7.1
22,doing,114,119,7.1873,7.3875,wav2vec2_ctc_forced_alignment,-0.22335,1,20,2,2,True,232,72,101,125,-0.00199,2,True,False,True,7.3
23,build,121,126,7.7078,7.908,wav2vec2_ctc_forced_alignment,-0.22335,1,20,2,2,True,223,80,107,130,-0.18421,2,True,False,True,7.8
24,a,127,128,7.9881,8.0081,wav2vec2_ctc_forced_alignment,-0.22335,1,2,1,1,True,223,79,106,127,-0.15589,1,True,False,True,8.0
25,little,129,135,8.0481,8.2683,wav2vec2_ctc_forced_alignment,-0.22335,1,22,2,2,True,227,74,104,129,-0.10193,2,True,False,True,8.2
26,excitement,136,146,8.3284,8.8289,wav2vec2_ctc_forced_alignment,-0.22335,1,50,5,5,True,230,75,101,124,-0.04965,5,True,False,True,8.6
27,put,148,151,9.4295,9.5296,wav2vec2_ctc_forced_alignment,-0.22335,1,10,1,1,True,215,81,110,134,-0.00252,1,True,False,True,9.5
28,a,152,153,9.5697,9.5897,wav2vec2_ctc_forced_alignment,-0.22335,1,2,0,0,True,219,80,108,133,-0.52468,0,True,True,True,9.6
29,little,154,160,9.6297,9.8299,wav2vec2_ctc_forced_alignment,-0.22335,1,20,2,2,True,224,78,106,132,-0.02956,2,True,False,True,9.7
30,glitz,161,166,9.87,10.1302,wav2vec2_ctc_forced_alignment,-0.22335,2,27,3,3,True,232,71,105,127,-0.10589,3,True,False,True,10.0
31,on,167,169,10.2904,10.3304,wav2vec2_ctc_forced_alignment,-0.22335,1,4,1,1,True,234,74,103,129,-0.00061,1,True,False,True,10.3
32,there,170,175,10.4105,10.5907,wav2vec2_ctc_forced_alignment,-0.22335,1,18,1,1,True,235,73,103,129,-0.03026,1,True,False,True,10.5
33,and,176,179,11.2514,11.3314,wav2vec2_ctc_forced_alignment,-0.22335,1,8,1,1,True,236,75,102,126,-0.00355,1,True,False,True,11.3
34,let,180,183,11.5517,11.6718,wav2vec2_ctc_forced_alignment,-0.22335,1,12,1,1,True,230,78,106,126,-6e-05,1,True,False,True,11.6
35,everybody,184,193,11.7318,12.0522,wav2vec2_ctc_forced_alignment,-0.22335,1,32,3,3,True,228,73,104,125,-0.02716,3,True,False,True,11.9
36,knows,194,199,12.1122,12.2724,wav2vec2_ctc_forced_alignment,-0.22335,1,16,1,1,True,226,71,106,126,-1.6779,1,True,False,True,12.2
37,this,200,204,12.7529,12.893,wav2vec2_ctc_forced_alignment,-0.22335,1,14,1,1,True,211,76,107,131,-0.01592,1,True,False,True,12.8
38,is,205,207,12.9931,13.0532,wav2vec2_ctc_forced_alignment,-0.22335,1,6,1,1,True,210,75,108,130,-0.00332,1,True,False,True,13.0
39,a,208,209,13.1533,13.1733,wav2vec2_ctc_forced_alignment,-0.22335,1,2,0,0,True,207,77,108,130,-0.00954,0,True,True,True,13.2
40,very,210,214,13.3134,13.5537,wav2vec2_ctc_forced_alignment,-0.22335,1,24,2,2,True,213,73,106,130,-0.0351,2,True,False,True,13.4
41,valuable,215,223,13.6938,14.1743,wav2vec2_ctc_forced_alignment,-0.22335,1,48,5,5,True,229,71,104,121,-0.01444,5,True,False,True,13.9
42,spot,224,228,14.2544,14.5947,wav2vec2_ctc_forced_alignment,-0.22335,1,34,3,3,True,241,73,103,127,-3.44862,3,True,False,True,14.4
