word_index,word,char_start,char_end,start_sec,end_sec,ctc_alignment,ctc_log_confidence,bert_subtokens,audio_frames,video_frames,vision_appearance_frames,face_detected,bbox_x,bbox_y,bbox_w,bbox_h,ctc_char_log_confidence,face_blendshape_frames,face_blendshape_valid,vision_nearest_frame_fallback,alignment_reliable,nearest_frame_sec
11,dinner,49,55,3.9442,4.3246,wav2vec2_ctc_forced_alignment,-0.13113,1,38,4,4,True,178,21,75,82,-0.00673,4,True,False,True,4.1
12,and,56,59,4.4647,4.5248,wav2vec2_ctc_forced_alignment,-0.13113,1,6,1,1,True,178,22,74,81,-0.01284,1,True,False,True,4.5
13,movies,60,66,4.6649,5.1454,wav2vec2_ctc_forced_alignment,-0.13113,1,48,5,5,True,179,22,75,82,-0.00354,5,True,False,True,4.9
14,and,67,70,5.2455,5.3256,wav2vec2_ctc_forced_alignment,-0.13113,1,8,1,1,True,179,22,74,82,-0.14309,1,True,False,True,5.3
15,things,71,77,5.3857,5.5659,wav2vec2_ctc_forced_alignment,-0.13113,1,18,2,2,True,179,23,74,81,-0.00034,2,True,False,True,5.5
16,of,78,80,5.6059,5.646,wav2vec2_ctc_forced_alignment,-0.13113,1,4,0,0,True,179,23,74,81,-0.38246,0,True,True,True,5.6
17,that,81,85,5.666,5.8061,wav2vec2_ctc_forced_alignment,-0.13113,1,14,2,2,True,178,23,75,83,-0.06843,2,True,False,True,5.7
18,nature,86,92,5.8862,6.2866,wav2vec2_ctc_forced_alignment,-0.13113,1,40,4,4,True,179,22,74,83,-0.05163,4,True,False,True,6.1
19,and,93,96,6.9473,7.0274,wav2vec2_ctc_forced_alignment,-0.13113,1,8,1,1,True,177,21,76,82,-0.00294,1,True,False,True,7.0
20,try,97,100,7.1676,7.3077,wav2vec2_ctc_forced_alignment,-0.13113,1,14,2,2,True,177,21,75,83,-0.01811,2,True,False,True,7.2
21,to,101,103,7.3878,7.4479,wav2vec2_ctc_forced_alignment,-0.13113,1,6,1,1,True,178,24,75,80,-0.04866,1,True,False,True,7.4
22,take,104,108,7.5079,7.6681,wav2vec2_ctc_forced_alignment,-0.13113,1,16,1,1,True,178,23,76,81,-0.00145,1,True,False,True,7.6
23,up,109,111,7.7482,7.8082,wav2vec2_ctc_forced_alignment,-0.13113,1,6,1,1,True,178,23,76,81,-0.00189,1,True,False,True,7.8
24,things,112,118,7.9684,8.2687,wav2vec2_ctc_forced_alignment,-0.13113,1,30,3,3,True,178,23,75,83,-0.08139,3,True,False,True,8.1
25,in,119,121,8.3688,8.4089,wav2vec2_ctc_forced_alignment,-0.13113,1,4,1,1,True,178,22,75,83,-0.00085,1,True,False,True,8.4
26,life,122,126,8.549,8.7893,wav2vec2_ctc_forced_alignment,-0.13113,1,24,2,2,True,178,22,75,83,-0.02286,2,True,False,True,8.7
27,that,127,131,8.8493,8.9895,wav2vec2_ctc_forced_alignment,-0.13113,1,14,1,1,True,178,21,75,85,-0.01507,1,True,False,True,8.9
28,well,133,137,9.0896,9.3298,wav2vec2_ctc_forced_alignment,-0.13113,1,24,3,3,True,178,22,76,85,-0.00183,3,True,False,True,9.2
29,they,139,143,9.47,9.5901,wav2vec2_ctc_forced_alignment,-0.13113,1,13,1,1,True,177,24,76,83,-0.00981,1,True,False,True,9.5
30,always,144,150,9.6502,9.9105,wav2vec2_ctc_forced_alignment,-0.13113,1,26,3,3,True,170,19,85,85,-0.0099,3,False,False,True,9.8
31,say,151,154,9.9705,10.1307,wav2vec2_ctc_forced_alignment,-0.13113,1,16,2,2,True,175,21,76,85,-0.00019,2,True,False,True,10.1
32,the,157,160,10.2308,10.2909,wav2vec2_ctc_forced_alignment,-0.13113,1,6,0,0,True,176,21,76,84,-0.00663,0,True,True,True,10.3
33,best,161,165,10.3509,10.5511,wav2vec2_ctc_forced_alignment,-0.13113,1,20,2,2,True,179,23,76,83,-0.10185,2,True,False,True,10.5
34,things,166,172,10.5912,10.7914,wav2vec2_ctc_forced_alignment,-0.13113,1,20,2,2,True,178,22,77,83,-0.00131,2,True,False,True,10.7
35,in,173,175,10.8515,10.8915,wav2vec2_ctc_forced_alignment,-0.13113,1,4,0,0,True,179,22,75,83,-0.00133,0,True,True,True,10.9
36,life,176,180,10.9716,11.1718,wav2vec2_ctc_forced_alignment,-0.13113,1,20,2,2,True,178,21,75,84,-0.02043,2,True,False,True,11.1
37,are,181,184,11.2519,11.352,wav2vec2_ctc_forced_alignment,-0.13113,1,10,1,1,True,179,22,74,83,-0.17508,1,True,False,True,11.3
38,free,185,189,11.4521,11.7324,wav2vec2_ctc_forced_alignment,-0.13113,1,28,3,3,True,179,23,74,82,-0.01959,3,True,False,True,11.6
39,Reading,192,199,12.4331,12.7134,wav2vec2_ctc_forced_alignment,-0.13113,1,28,3,3,True,172,19,87,87,-0.05618,3,False,False,True,12.6
40,a,200,201,12.7935,12.8135,wav2vec2_ctc_forced_alignment,-0.13113,1,2,1,1,True,173,20,86,86,-0.00931,1,False,False,True,12.8
41,book,202,206,12.9136,13.1739,wav2vec2_ctc_forced_alignment,-0.13113,1,26,2,2,True,173,19,87,87,-0.02864,2,False,False,True,13.0
42,going,208,213,14.3952,14.6154,wav2vec2_ctc_forced_alignment,-0.13113,1,22,3,3,True,176,22,76,83,-0.01089,3,True,False,True,14.5
43,for,214,217,14.6555,14.7556,wav2vec2_ctc_forced_alignment,-0.13113,1,10,1,1,True,176,21,76,85,-0.00078,1,True,False,True,14.7
44,a,218,219,14.8156,14.8357,wav2vec2_ctc_forced_alignment,-0.13113,1,2,0,0,True,176,22,76,84,-0.04467,0,True,True,True,14.8
45,nice,220,224,14.8957,15.0959,wav2vec2_ctc_forced_alignment,-0.13113,1,20,2,2,True,177,24,75,82,-0.01362,2,True,False,True,15.0
46,walk,225,229,15.196,15.4763,wav2vec2_ctc_forced_alignment,-0.13113,1,28,3,3,True,177,23,77,85,-0.00946,3,True,False,True,15.3
47,and,231,234,15.5564,15.6165,wav2vec2_ctc_forced_alignment,-0.13113,1,6,1,1,True,177,23,76,84,-0.47617,1,True,False,True,15.6
48,of,236,238,15.6365,15.6765,wav2vec2_ctc_forced_alignment,-0.13113,1,4,0,0,True,177,22,76,84,-0.46007,0,True,True,True,15.7
49,course,239,245,15.7166,15.9168,wav2vec2_ctc_forced_alignment,-0.13113,1,20,2,2,True,177,22,76,84,-0.0942,2,True,False,True,15.8
50,combining,247,256,15.9769,16.5174,wav2vec2_ctc_forced_alignment,-0.13113,1,54,6,6,True,178,24,76,85,-0.03561,6,True,False,True,16.2
51,exercise,257,265,16.6576,17.1781,wav2vec2_ctc_forced_alignment,-0.13113,1,52,5,5,True,178,23,75,81,-0.01955,5,True,False,True,16.9
52,and,266,269,17.2582,17.3383,wav2vec2_ctc_forced_alignment,-0.13113,1,8,1,1,True,178,24,75,80,-0.19744,1,True,False,True,17.3
53,various,270,277,17.3783,17.6386,wav2vec2_ctc_forced_alignment,-0.13113,1,26,3,3,True,178,24,74,80,-0.02161,3,True,False,True,17.5
54,things,278,284,17.6987,17.8589,wav2vec2_ctc_forced_alignment,-0.13113,1,16,2,2,True,178,24,75,80,-0.05509,2,True,False,True,17.8
55,of,285,287,17.9189,17.959,wav2vec2_ctc_forced_alignment,-0.13113,1,4,0,0,True,179,24,74,80,-4.6498,0,True,True,True,17.9
56,that,288,292,17.979,18.0991,wav2vec2_ctc_forced_alignment,-0.13113,1,12,1,1,True,178,24,75,82,-0.91294,1,True,False,True,18.0
57,nature,293,299,18.1992,18.5396,wav2vec2_ctc_forced_alignment,-0.13113,1,34,4,4,True,178,23,75,82,-0.05829,4,True,False,True,18.4
58,where,300,305,18.96,19.0801,wav2vec2_ctc_forced_alignment,-0.13113,1,12,1,1,True,179,21,73,83,-0.25652,1,True,False,True,19.0
59,you're,306,312,19.1002,19.2603,wav2vec2_ctc_forced_alignment,-0.13113,3,16,1,1,True,179,22,73,83,-0.18068,1,True,False,True,19.2
60,not,313,316,19.3004,19.4205,wav2vec2_ctc_forced_alignment,-0.13113,1,12,1,1,True,179,23,74,81,-0.00166,1,True,False,True,19.4
61,spending,317,325,19.5807,20.0612,wav2vec2_ctc_forced_alignment,-0.13113,1,48,5,5,True,179,24,73,81,-0.01913,5,True,False,True,19.8
62,money,326,331,20.2814,20.5817,wav2vec2_ctc_forced_alignment,-0.13113,1,30,3,3,True,179,23,74,84,-0.02689,3,True,False,True,20.4
63,per,332,335,20.862,21.0823,wav2vec2_ctc_forced_alignment,-0.13113,1,22,2,2,True,179,23,74,82,-0.02358,2,True,False,True,21.0
64,se,336,338,21.2424,21.6028,wav2vec2_ctc_forced_alignment,-0.13113,1,36,4,4,True,178,23,75,84,-3.92293,4,True,False,True,21.4
