sample_id,true_class,predicted_class,true_intensity,intensity,p_negative,p_neutral,p_positive,confidence,absolute_error,raw_text,truncated,audio_rows,vision_rows
121128$_$10,2,2,2.0,1.08940851688385,0.14157509763176365,0.11020121811647983,0.7482236842517564,0.7482236842517564,0.9105914831161499,(umm) But I still think that kids would enjoy it equally as well,False,15,15
121128$_$1,1,1,0.0,0.17690226435661316,0.18905187551808716,0.5048396594918163,0.30610846499009653,0.5048396594918163,0.17690226435661316,(uhh) It's a movie about a rat who lives in the French countryside but (umm) he dreams of becoming a famous chef,False,29,29
121128$_$0,1,1,0.0,0.133844256401062,0.1817232011418439,0.5510242377638771,0.267252561094279,0.5510242377638771,0.133844256401062,This is a review of the movie Ratatouille,False,11,11
121128$_$5,2,2,3.0,1.0394184589385986,0.07865806380442497,0.14144079040629265,0.7799011457892824,0.7799011457892824,1.9605815410614014,(umm) This movie was excellent,False,7,7
125344$_$0,2,0,0.6666666865348816,-0.08945365995168686,0.5747805123082294,0.22124372366886863,0.203975764022902,0.5747805123082294,0.7561203464865685,"Harry Potter and the Order of the Phoenix yes Harry Potter's back and I think he's forty seven in this one no no he's not that old but (stutter) he's starting to look old in the movies they're all starting to look all grown up, and (umm) I'll admit it that I'm I'm (stutter) a dork and I enjoy the Harry Potter movies not saying everybody that enjoys Harry Potter movie is necessarily a dork, but (umm) I'm an older gentleman and I enjoy the kid movies but (umm) it's a very good movie (stutter) I mean the the the (stutter) movies in general are very good they the first one was really good the second one was still pretty good, and they just went on downhill from down there, this one wasn't very good I mean I didn't think it was that good (umm) Harry's back in school yet again and I think this is his fifth year, and (umm) this time new people are taking over Hogwart the school, see I told you I'm a dork I know the names of the school, and (umm) they're trying to discredit Harry saying that Lord the the (stutter) bad guys coming back I don't know his name Valdemort, Valdemont (stutter) I know it begins with a V I know that much but they're trying to discredit him and (umm) to me it just seems I don't know maybe i'm growing up whenever the first one came out I was a little younger than I am now but (umm) I didn't enjoy this one and I'm sure kids will enjoy it, I I (stutter) mean there was a lot of magic and the acting in it was really good, and (umm) the scenes were really good the (umm) the magic scenes looked awesome, but (umm) I just didn't enjoy it",True,48,14
125676$_$0,0,2,-0.3333333432674408,0.6325012445449829,0.1102071584985965,0.23946895161891163,0.6503238898824918,0.6503238898824918,0.9658345878124237,Hi today I'm gonna review this DVD Ten Items or Less,False,13,13
125676$_$4,2,2,2.0,1.0329196453094482,0.072759378118536,0.13221979238468237,0.7950208294967817,0.7950208294967817,0.9670803546905518,The character {cough} the characters (umm) you really learn to enjoy their (umm) their bond that they build between each other,False,27,27
128059$_$11,0,0,-1.0,-0.9693645238876343,0.8868299703650595,0.03402792381648002,0.07914210581846044,0.8868299703650595,0.030635476112365723,"It's not even, unfortunately it's not even that great of a popcorn flick but you know, if you like this kind of movie you know, you probably wanna pick it up",False,38,38
128059$_$12,2,1,0.6666666865348816,0.1795797049999237,0.27148620551002767,0.421560811734204,0.3069529827557682,0.421560811734204,0.4870869815349579,(uhh) Special features is not so bad (uhh) you know,False,16,15
128059$_$2,0,0,-1.6666666269302368,-0.2311019003391266,0.688649520486163,0.10014040487537675,0.21121007463846017,0.688649520486163,1.4355647265911102,I wasn't I'm not a huge fan of Fantastic Four,False,14,14
128059$_$7,1,1,0.0,0.17788994312286377,0.26414387555625857,0.42646616614389476,0.3093899582998466,0.42646616614389476,0.17788994312286377,"(uhh) You know, if you don't know what it's about (uhh) you know it's a team of scientists that go up into space to explore this kind of radiation field that's going by earth and you know it ends up you know destroying their station and when they get back they all develop super powers you know",True,48,48
128059$_$6,2,2,1.0,0.7260834574699402,0.18584676384694218,0.1674452946238729,0.6467079415291849,0.6467079415291849,0.2739165425300598,"You know, the people the people (stutter) who get this you know, Jessica Alba's a good actress too but (uhh) he just you know, gives a pretty decent performance or worthwhile performance you know, a bunch",True,48,48
128059$_$9,2,0,0.3333333432674408,-0.05283466726541519,0.6622790539958361,0.09099938145377245,0.24672156455039146,0.6622790539958361,0.386168010532856,"(umm) You know like I said, it's it's (stutter) an alright movie",False,22,22
128763$_$12,0,0,-0.6666666865348816,-0.170067697763443,0.630657394495935,0.1516478789082009,0.21769472659586406,0.630657394495935,0.4965989887714386,I mean if you're into that kind of stuff then I mean I would suggest it,False,18,18
128763$_$3,0,0,-1.6666666269302368,-1.830450177192688,0.9316234672780574,0.03373826831699875,0.034638264404943823,0.9316234672780574,0.16378355026245117,"(umm) There was Jeepers Creepers one, and (umm) I mean I didn't like this movie",False,24,24
128763$_$2,1,1,0.0,0.017134420573711395,0.25956192821954377,0.5698190022683556,0.17061906951210074,0.5698190022683556,0.017134420573711395,(umm) This is the (uhh) second movie,False,12,12
128763$_$5,1,1,0.0,0.14371468126773834,0.19331098460313736,0.5722830954655894,0.2344059199312733,0.5722830954655894,0.14371468126773834,It was about this (umm) high school team,False,10,10
128763$_$7,0,0,-0.3333333432674408,-0.9077001810073853,0.8501194868360434,0.07293636004693464,0.07694415311702185,0.8501194868360434,0.5743668377399445,They're just trying to survive (umm) I mean like anyone would do,False,16,16
128763$_$8,1,0,0.0,-0.2643667459487915,0.62822833451592,0.2003957651853068,0.17137590029877328,0.62822833451592,0.2643667459487915,They're definitely just trying to survive,False,8,8
130456$_$11,2,0,1.6666666269302368,0.2065020501613617,0.5162935595978445,0.1384462384293147,0.3452602019728408,0.5162935595978445,1.4601645767688751,"It it (stutter) involves like, (uhh) theoretical physics and just so much stuff and Donnie Darko no matter how weird he is is still really funny",False,34,34
130456$_$3,2,2,2.3333332538604736,0.44451165199279785,0.3868899792574938,0.15461724786606673,0.4584927728764395,0.4584927728764395,1.8888216018676758,"(uhh) It's, out of five stars, I would give it a five",False,19,14
130456$_$5,0,0,-0.3333333432674408,-1.0758224725723267,0.8789671985508841,0.05953211259403493,0.06150068885508094,0.8789671985508841,0.7424891293048859,And He's he's a very weird kid,False,11,11
130456$_$4,1,1,0.0,0.13078731298446655,0.19561958071776023,0.5756774246687647,0.22870299461347499,0.5756774246687647,0.13078731298446655,"(umm) It follows this boy Donnie Darko, played by (uhh) Jake Gyllenhaal",False,23,23
130456$_$7,0,0,-0.3333333432674408,-0.4993729591369629,0.737186614671559,0.15304470709389453,0.10976867823454647,0.737186614671559,0.1660396158695221,(umm) It's definitely dark,False,8,8
130456$_$6,2,1,0.3333333432674408,0.041437581181526184,0.35796512606249603,0.4378971951771389,0.20413767876036515,0.4378971951771389,0.2918957620859146,(umm) He sees this this (stutter) like demented bunny who tells him when the world is going to end and Donnie just has to figure everything out,False,33,33
188343$_$13,2,2,1.0,0.40414249897003174,0.22110009121040594,0.32849398114853784,0.45040592764105636,0.45040592764105636,0.5958575010299683,(uhh) But (uhh) like I said it might be (uhh) good for a laugh (umm) if you really like monster movies or if you (uhh) like Japanese films,False,42,42
188343$_$12,0,0,-2.0,-1.8513787984848022,0.9290057826175415,0.031192485398548808,0.03980173198390957,0.9290057826175415,0.14862120151519775,(uhh) But all in all it's it's (stutter) not a very good movie and so I would not recommend it,False,30,30
188343$_$5,1,1,0.0,0.127293199300766,0.26675210471362876,0.4868366069322468,0.24641128835412449,0.4868366069322468,0.127293199300766,(umm) Where it's about to drop in the water and (uhh) mayhem begins,False,20,20
188343$_$9,2,2,1.0,0.525577962398529,0.1411059317515707,0.3085077304436922,0.550386337804737,0.550386337804737,0.47442203760147095,(uhh) But (uhh) if you enjoy seeing foreign films (umm) you might (uhh) have a little fun with it,False,30,30
188343$_$8,0,0,-1.3333333730697632,-1.3427464962005615,0.908553026403066,0.04250619858577957,0.04894077501115448,0.908553026403066,0.00941312313079834,(uhh) We actually had to skip through some of the movie because it just got so drawn out,False,21,21
1HK7Nea0PFo$_$1,1,0,0.0,0.15013474225997925,0.4762817855162125,0.1413413968123391,0.3823768176714485,0.4762817855162125,0.15013474225997925,But now I think our . . . our hardest work is . . . legitimacy.,False,17,17
216097$_$1,0,0,-1.0,-0.2695539593696594,0.5408564132741437,0.32376629412583185,0.13537729260002462,0.5408564132741437,0.7304460406303406,(umm) There are really no known actors are in this movie,False,13,4
216097$_$2,1,1,0.0,0.12799927592277527,0.1763787040806576,0.5600268260956578,0.2635944698236846,0.5600268260956578,0.12799927592277527,(umm) It's directed by George Pal who did many other (uhh) science fiction movies during the fifties,False,24,22
216097$_$5,0,2,-0.3333333432674408,0.2751867175102234,0.15528351360556944,0.4193118426105497,0.42540464378388076,0.42540464378388076,0.6085200607776642,So he goes to private invest investors (stutter) and a few millionaires (uhh) decide yes (uhh) the human population is worth saving,False,32,27
216097$_$4,1,0,0.0,-1.166193962097168,0.8985795264988369,0.041402427928971336,0.06001804557219164,0.8985795264988369,1.166193962097168,He goes to the world governments who think he's a crackpot and really have no interest in building a rocket ship to try to (uhh) save a few people kind of like a Noah's arc to another planet,False,46,42
216097$_$7,0,2,-0.3333333432674408,0.7739367485046387,0.10793535829758989,0.1735764323041938,0.7184882093982163,0.7184882093982163,1.1072700917720795,"He's able to save forty people (uhh) on his rocket ship, which I found pretty interesting since he has thousands working for him to build his rocket ship and most of them know that hey, the only chance is for forty people getting out so why am I wasting all this time and energy to helping forty people get away when the astronomer, his daughter and her two boyfriends are already guaranteed four of the forty spots on the rocket ship",True,48,44
216097$_$8,0,0,-1.6666666269302368,-1.483328938484192,0.9069369193925231,0.041578790667302745,0.05148428994017415,0.9069369193925231,0.18333768844604492,(umm) The special effects aren't all that good,False,12,1
223431$_$11,0,0,-1.3333333730697632,-1.111611008644104,0.882948326219891,0.058064014253075606,0.058987659527033526,0.882948326219891,0.22172236442565918,"Don't expect much in in (stutter) acting or anything like that, it's pretty much just classic Alien Versus Predators",False,27,27
223431$_$10,0,2,-1.0,0.5917066931724548,0.12813841089489336,0.27339993813336516,0.5984616509717415,0.5984616509717415,1.5917066931724548,(umm) Definitely gets tireless after a while {laugh},False,13,13
223431$_$13,0,0,-2.3333332538604736,-1.6209311485290527,0.9195786545836168,0.039106094391042796,0.04131525102534033,0.9195786545836168,0.7124021053314209,(uhh) I don't think you should go see this in theater or even pay matinee for this,False,24,24
223431$_$0,2,1,0.3333333432674408,0.31498128175735474,0.13159824278202692,0.4802768460023858,0.3881249112155873,0.4802768460023858,0.01835206151008606,Hello expo,False,2,2
223431$_$5,1,0,0.0,-0.16776630282402039,0.5456383220723899,0.2930357408620875,0.16132593706552253,0.5456383220723899,0.16776630282402039,Crashes on earth in a small town and aliens get loose and start killing all the inhabitants,False,17,17
225770$_$3,0,1,-1.3333333730697632,0.19963803887367249,0.27408401642289787,0.39349092278881254,0.3324250607882896,0.39349092278881254,1.5329714119434357,(umm) I expected something more along the lines of an The (stutter) Exorcist (umm) where it actually shows the story of the girl and the priest coming in and and performing the exorcism and going through it step by step like that and that just doesn't happen in this movie,True,48,48
225770$_$5,0,1,-0.3333333432674408,0.1947929561138153,0.16419084303077205,0.5382389447885759,0.29757021218065194,0.5382389447885759,0.5281262993812561,And it starts at his trial,False,6,6
225770$_$4,1,1,0.0,0.12936249375343323,0.21437028600182292,0.5305736058641836,0.25505610813399354,0.5305736058641836,0.12936249375343323,(umm) This is actually told (uhh) from the point of view of a priest who (umm) performed the exorcism on Emily Rose,False,32,32
225770$_$6,1,1,0.0,0.14256063103675842,0.24446310174606664,0.46209060442885685,0.2934462938250765,0.46209060442885685,0.14256063103675842,He's on trial for (umm) completing that exorcism and the only time you get to see Emily Rose is actually through flashbacks or through his storytelling,False,33,33
236021$_$12,2,2,1.3333333730697632,0.6519457101821899,0.10086381418159016,0.23779680049874974,0.6613393853196602,0.6613393853196602,0.6813876628875732,"(uhh) Go check it out, if you want",False,12,12
236021$_$1,2,1,0.3333333432674408,0.1985434591770172,0.18430193919340088,0.5186886906523065,0.2970093701542927,0.5186886906523065,0.13478988409042358,(umm) It's currently out in theaters and it's about this guy named Fred and he is Santa Claus's brother,False,27,27
236021$_$3,1,0,0.0,-1.5421503782272339,0.9196966688570254,0.035332110738381335,0.044971220404593115,0.9196966688570254,1.5421503782272339,He thinks the whole situation is silly,False,7,7
236021$_$2,1,0,0.0,0.2825379967689514,0.48435065639546315,0.12576369351672273,0.3898856500878141,0.48435065639546315,0.2825379967689514,And it's around the holiday times when everyone's getting ready for Christmas and they're getting all their toys set and (umm) so they have their little family get togethers and (umm) Fred doesn't really get along with anybody really,True,48,48
236021$_$5,0,1,-0.6666666865348816,0.10624660551548004,0.2888740106740407,0.4726376217213445,0.23848836760461473,0.4726376217213445,0.7729132920503616,It's (uhh) it's kind of a kid movie,False,15,15
236021$_$4,2,0,0.6666666865348816,-0.43114107847213745,0.7989044268060531,0.056542952556636945,0.14455262063730995,0.7989044268060531,1.097807765007019,"So he kind of (uhh) steps in one day and looks after things at the North Pole and then it turns into this big party and everything goes kind of crazy havocy and so, Santa Claus's brother doesn't really like that too much and so I don't know",True,48,48
237009$_$11,0,0,-3.0,-1.1629786491394043,0.8851716892642381,0.05624766926945738,0.058580641466304595,0.8851716892642381,1.8370213508605957,"(umm), it should be rated junk",False,9,9
237009$_$12,0,0,-2.6666667461395264,-1.394371509552002,0.9185344410408078,0.029635133285633292,0.05183042567355888,0.9185344410408078,1.2722952365875244,"(umm), so if (uhh) you really want to (umm) yeah, don't don't (stutter) waste your time, it's it's (stutter) really terrible",False,45,45
237009$_$4,2,2,0.3333333432674408,1.1243746280670166,0.10824181810658266,0.10928937707153648,0.7824688048218809,0.7824688048218809,0.7910412847995758,"(umm), I think since they had (umm) such a good one the first time",False,19,8
237009$_$7,0,0,-3.0,-1.9059383869171143,0.9294046868520847,0.029937157957571413,0.04065815519034404,0.9294046868520847,1.0940616130828857,(umm) I was just greatly disappointed,False,8,8
237009$_$9,1,0,0.0,-1.6553223133087158,0.9324355870188682,0.03064246637593991,0.03692194660519189,0.9324355870188682,1.6553223133087158,(umm) it's (uhh) not rated,False,12,12
241629$_$10,0,0,-1.6666666269302368,-1.6208531856536865,0.9177823677056656,0.03113999474066879,0.05107763755366583,0.9177823677056656,0.04581344127655029,So overall I would not recommend seeing this movie I would give it two out of five stars,False,18,9
241629$_$0,2,2,1.0,0.7697338461875916,0.09423103333468136,0.1943285206071758,0.7114404460581428,0.7114404460581428,0.23026615381240845,Hello and welcome to my review of the movie Twenty-Seven Dresses,False,13,13
241629$_$3,2,2,2.3333332538604736,1.2526960372924805,0.09104962910861532,0.08891194200984423,0.8200384288815403,0.8200384288815403,1.0806372165679932,(uhh) Knocked Up was a hilarious movie that I really enjoyed and (uhh) was expecting something along that lines for this movie,False,28,28
241629$_$5,0,0,-0.3333333432674408,-0.45048925280570984,0.7519764497745324,0.11635774799644778,0.13166580222901986,0.7519764497745324,0.11715590953826904,(uhh) She's been in twenty-seven different weddings and has twenty-seven hideous bridesmaid dresses to prove it,False,27,27
241629$_$8,0,0,-0.3333333432674408,-1.5127739906311035,0.9227405605410723,0.03464733902904371,0.042612100429883774,0.9227405605410723,1.1794406473636627,"(uhh) It's just you know, I had a few laughs and that sort of thing but nothing you know just, compared to Knocked Up which was just absolutely fall on the floor laughs I didn't think it was nearly as good",True,48,48
243646$_$11,0,0,-0.6666666865348816,-1.6009211540222168,0.9257189778119319,0.03563209626005757,0.03864892592801038,0.9257189778119319,0.9342544674873352,"Like, like (stutter) I am saying, you know, I don't know",False,19,19
243646$_$12,0,0,-1.3333333730697632,-0.813208818435669,0.877113790064407,0.039712956632309226,0.08317325330328368,0.877113790064407,0.5201245546340942,"I just, I didn't (stutter) think the movie was that good and (umm) without ruining anything just I mean, think about your morals {laughs} so that's my (uhh) opinion on this and what will he do you know Is he going to be a man What's he going to do But Alright this is The Heartbreak Kid",True,48,48
243646$_$9,1,1,0.0,0.07959116995334625,0.1827068788694334,0.6228983546596819,0.19439476647088458,0.6228983546596819,0.07959116995334625,Case,False,1,1
243646$_$8,1,1,0.0,0.16214650869369507,0.17905737001202843,0.5577695749956563,0.26317305499231525,0.5577695749956563,0.16214650869369507,(umm) There's the movie as you can see,False,12,12
247318$_$12,0,0,-2.0,-1.701940655708313,0.9270518866675762,0.032292684617014476,0.04065542871540925,0.9270518866675762,0.298059344291687,(umm) It just didn't do it for me though,False,13,13
247318$_$1,1,1,0.0,0.2159232199192047,0.1536466324005345,0.5091936121548615,0.337159755444604,0.5091936121548615,0.2159232199192047,Today I have for you a review of a movie currently in theaters the Bee Movie,False,16,16
247318$_$3,0,1,-2.3333332538604736,0.08179900050163269,0.2330130862905679,0.5553756999397673,0.21161121376966488,0.5553756999397673,2.4151322543621063,B here standing for bad,False,5,5
247318$_$2,0,1,-1.6666666269302368,0.18736553192138672,0.23221448391937569,0.4587617388359429,0.30902377724468133,0.4587617388359429,1.8540321588516235,"(uhh) In my opinion the Bee Movie is exactly that, a B movie",False,17,17
247318$_$5,0,1,-0.3333333432674408,0.23036721348762512,0.15968781630855586,0.4916222166846849,0.34868996700675914,0.4916222166846849,0.5637005567550659,"It was supposed to be a comedy, an animation and perhaps a kids movie and it was that",False,19,19
247318$_$7,0,0,-2.0,-1.7681822776794434,0.924426068077094,0.03805642761905186,0.037517504303854254,0.924426068077094,0.23181772232055664,It wasn't very funny,False,6,6
247318$_$6,0,1,-0.3333333432674408,0.11957666277885437,0.16052674049092552,0.6076800220051275,0.231793237503947,0.6076800220051275,0.45291000604629517,It was a kids movie,False,5,5
252998$_$1,1,1,0.0,0.17100310325622559,0.18672848661076888,0.5164807694808066,0.29679074390842475,0.5164807694808066,0.17100310325622559,"Starring Parker Posey, Josh Hamilton, (umm) Tori Spelling, Freddie Prinz Junior",False,18,18
252998$_$0,1,1,0.0,0.2064598798751831,0.14433461227927746,0.4659535337461429,0.38971185397457975,0.4659535337461429,0.2064598798751831,"Hi, I'm here to review the movie The House of Yes",False,14,14
252998$_$5,0,0,-1.3333333730697632,-1.6823424100875854,0.9298128702756677,0.030510901441725746,0.03967622828260658,0.9298128702756677,0.34900903701782227,"(uhh) The movie is billed as a dark comedy but (uhh) I didn't really find it all that funny, I found it kind of ridiculous and (uhh) maybe bizarre",False,41,41
252998$_$4,0,0,-0.3333333432674408,-0.6624876260757446,0.8440953361254563,0.06880135770275295,0.08710330617179075,0.8440953361254563,0.32915428280830383,"(umm) His his (stutter) mother tries to buy her off (uhh) but it's his sister Parker Posey who is (umm) completely obscene, {laughs} or not obscene, insane and obsessed (umm) by her brother who probably most frightens us (uhh) in this movie",True,48,48
252998$_$7,2,0,1.3333333730697632,-0.7702330350875854,0.8578156936531364,0.03781601346771303,0.10436829287915045,0.8578156936531364,2.1035664081573486,(uhh) I think the best line in the movie comes from Tori Spelling when she looks at Parker Posey and says no you're not insane you're just incredibly spoiled,False,37,35
252998$_$8,0,1,-1.6666666269302368,0.11157050728797913,0.1796084390118752,0.5681012314738068,0.252290329514318,0.5681012314738068,1.778237134218216,(uhh) The House of Yes a rounding no,False,11,11
257247$_$10,0,0,-0.3333333432674408,-1.75447678565979,0.9282152784362178,0.032917496248608555,0.03886722531517385,0.9282152784362178,1.4211434423923492,Some of it's kind of bad,False,8,8
257247$_$12,0,0,-1.6666666269302368,-1.7482104301452637,0.9311272531298357,0.02840506830577515,0.04046767856438924,0.9311272531298357,0.08154380321502686,"Wasn't well executed, pretty formulaic, bad ending, wouldn't recommend watching it",False,19,19
257247$_$2,1,1,0.0,0.23413723707199097,0.1675166150512478,0.49180857235487696,0.3406748125938753,0.49180857235487696,0.23413723707199097,It's (uhh) from the director of Independence Day and the Day After Tomorrow,False,18,18
258654$_$1,0,0,-1.3333333730697632,-1.0407476425170898,0.8905040342648939,0.05053666193777057,0.05895930379733546,0.8905040342648939,0.29258573055267334,"It really has no plot, just an excuse for Will Ferrell to do crazy dumb things and (uhh) basically I think Will Ferrell might be out of schtick (uhh) all of his movies have been kind of dropping off into being repetitive and dumber and dumber and this one is probably the worst movie he's ever made",True,48,48
258654$_$3,0,0,-2.3333332538604736,-1.4341011047363281,0.9205177840390001,0.029876219506293773,0.04960599645470617,0.9205177840390001,0.8992321491241455,"This is a really bad movie, it has no plot whatsoever and I really had high hopes for it because at his best Will Ferrell can be (uhh) apparently zany and funny, but spent a lot of money advertising (uhh) this movie, had multiple spots during the superbowl",True,48,48
258654$_$4,1,1,0.0,0.1665254533290863,0.18157271808771483,0.5300907655563547,0.2883365163559305,0.5300907655563547,0.1665254533290863,They even put the semi-pro character into the sports illustrated swimsuit edition,False,15,15
266791$_$24,0,0,-1.6666666269302368,-1.6967434883117676,0.9263708569330933,0.030657702661666855,0.042971440405240015,0.9263708569330933,0.03007686138153076,And it doesn't help that the words they're delivering are just dumb,False,16,16
266791$_$20,2,2,0.6666666865348816,0.4141864776611328,0.16593142052342863,0.34715838031471086,0.48691019916186046,0.48691019916186046,0.2524802088737488,"(uhh) With Bruce Willis or Mel Gibson, (umm) Paul Giamatti, (uhh) Bryce Dallas Howard, they're all decent actors in his movies",False,36,36
