sample_id,text_token_ids_match_raw,text_content_rows,audio_observed_rows,vision_observed_rows,at_50_token_limit,av_alignment_status
11650$_$4,True,33,33,33,False,unverified: separate modality axes
11650$_$13,True,10,10,10,False,unverified: separate modality axes
11650$_$18,True,22,22,22,False,unverified: separate modality axes
119348$_$11,True,20,20,20,False,unverified: separate modality axes
119348$_$3,True,24,24,24,False,unverified: separate modality axes
119348$_$2,True,20,20,8,False,unverified: separate modality axes
120vnZnmhq4$_$2,True,29,29,29,False,unverified: separate modality axes
121358$_$1,True,8,8,8,False,unverified: separate modality axes
121358$_$4,True,5,5,5,False,unverified: separate modality axes
121358$_$10,True,14,14,14,False,unverified: separate modality axes
121358$_$13,True,7,7,7,False,unverified: separate modality axes
121358$_$15,True,18,18,18,False,unverified: separate modality axes
121358$_$14,True,18,18,18,False,unverified: separate modality axes
122439$_$4,True,27,27,27,False,unverified: separate modality axes
122602$_$12,True,33,33,33,False,unverified: separate modality axes
122602$_$15,True,12,12,12,False,unverified: separate modality axes
122602$_$0,True,14,14,14,False,unverified: separate modality axes
122602$_$4,True,9,9,9,False,unverified: separate modality axes
122842$_$1,True,10,10,0,False,unverified: separate modality axes
122842$_$6,True,28,28,28,False,unverified: separate modality axes
125730$_$12,True,22,22,22,False,unverified: separate modality axes
125730$_$1,True,24,24,24,False,unverified: separate modality axes
125730$_$0,True,28,28,28,False,unverified: separate modality axes
125730$_$2,True,7,7,7,False,unverified: separate modality axes
125730$_$8,True,18,18,18,False,unverified: separate modality axes
125845$_$1,True,43,43,43,False,unverified: separate modality axes
125845$_$3,True,41,41,41,False,unverified: separate modality axes
125845$_$5,True,38,38,38,False,unverified: separate modality axes
126542$_$11,True,31,31,31,False,unverified: separate modality axes
126542$_$12,True,4,4,4,False,unverified: separate modality axes
126542$_$17,True,13,13,13,False,unverified: separate modality axes
126542$_$16,True,19,19,19,False,unverified: separate modality axes
126542$_$3,True,10,10,10,False,unverified: separate modality axes
126831$_$10,True,26,26,26,False,unverified: separate modality axes
126831$_$3,True,25,25,25,False,unverified: separate modality axes
127470$_$5,True,10,10,10,False,unverified: separate modality axes
127470$_$6,True,16,16,16,False,unverified: separate modality axes
127539$_$5,True,13,13,13,False,unverified: separate modality axes
127539$_$7,True,35,35,35,False,unverified: separate modality axes
127539$_$6,True,31,31,31,False,unverified: separate modality axes
127539$_$9,True,17,17,17,False,unverified: separate modality axes
127539$_$8,True,43,43,43,False,unverified: separate modality axes
12812$_$3,True,48,48,48,True,unverified: separate modality axes
12812$_$6,True,45,45,45,False,unverified: separate modality axes
128258$_$13,True,36,36,36,False,unverified: separate modality axes
128258$_$1,True,27,27,27,False,unverified: separate modality axes
128752$_$15,True,22,22,22,False,unverified: separate modality axes
128752$_$16,True,8,8,8,False,unverified: separate modality axes
128752$_$3,True,27,27,27,False,unverified: separate modality axes
128752$_$7,True,22,22,22,False,unverified: separate modality axes
128752$_$9,True,23,23,23,False,unverified: separate modality axes
128949$_$2,True,32,32,32,False,unverified: separate modality axes
129733$_$7,True,36,36,36,False,unverified: separate modality axes
130149$_$3,True,13,13,13,False,unverified: separate modality axes
130149$_$6,True,23,23,23,False,unverified: separate modality axes
130426$_$0,True,28,28,28,False,unverified: separate modality axes
130426$_$6,True,31,31,31,False,unverified: separate modality axes
130633$_$5,True,48,48,48,True,unverified: separate modality axes
130633$_$7,True,16,16,16,False,unverified: separate modality axes
131650$_$1,True,38,38,38,False,unverified: separate modality axes
131650$_$0,True,19,19,19,False,unverified: separate modality axes
131650$_$3,True,14,14,14,False,unverified: separate modality axes
131650$_$9,True,3,3,3,False,unverified: separate modality axes
131871$_$1,True,31,31,31,False,unverified: separate modality axes
131936$_$2,True,9,9,9,False,unverified: separate modality axes
131936$_$4,True,30,30,30,False,unverified: separate modality axes
134252$_$1,True,19,19,17,False,unverified: separate modality axes
134252$_$0,True,1,1,1,False,unverified: separate modality axes
136205$_$12,True,11,11,11,False,unverified: separate modality axes
136205$_$0,True,13,13,13,False,unverified: separate modality axes
136205$_$6,True,6,6,6,False,unverified: separate modality axes
136211$_$3,True,14,14,14,False,unverified: separate modality axes
136211$_$2,True,45,45,45,False,unverified: separate modality axes
137827$_$1,True,12,12,12,False,unverified: separate modality axes
137827$_$2,True,31,31,31,False,unverified: separate modality axes
137827$_$4,True,24,24,24,False,unverified: separate modality axes
139006$_$12,True,48,48,48,True,unverified: separate modality axes
139006$_$3,True,16,16,16,False,unverified: separate modality axes
139032$_$16,True,7,7,7,False,unverified: separate modality axes
139032$_$3,True,28,28,28,False,unverified: separate modality axes
13JpsLvddoY$_$8,True,16,16,16,False,unverified: separate modality axes
13JpsLvddoY$_$7,True,30,30,30,False,unverified: separate modality axes
140293$_$0,True,18,18,17,False,unverified: separate modality axes
140317$_$5,True,10,10,0,False,unverified: separate modality axes
140317$_$7,True,48,48,48,True,unverified: separate modality axes
154449$_$2,True,19,19,19,False,unverified: separate modality axes
154449$_$4,True,3,3,3,False,unverified: separate modality axes
154449$_$6,True,20,20,20,False,unverified: separate modality axes
154449$_$8,True,20,20,20,False,unverified: separate modality axes
15837$_$1,True,15,15,15,False,unverified: separate modality axes
15837$_$9,True,38,38,11,False,unverified: separate modality axes
15Wu4U2VPLw$_$2,True,15,15,15,False,unverified: separate modality axes
15Wu4U2VPLw$_$4,True,27,27,25,False,unverified: separate modality axes
15Wu4U2VPLw$_$6,True,15,15,0,False,unverified: separate modality axes
15ktF-6wutk$_$4,True,17,17,3,False,unverified: separate modality axes
180923$_$14,True,13,13,13,False,unverified: separate modality axes
180923$_$5,True,4,4,4,False,unverified: separate modality axes
180923$_$4,True,17,17,17,False,unverified: separate modality axes
180923$_$6,True,48,48,48,True,unverified: separate modality axes
184784$_$6,True,42,42,38,False,unverified: separate modality axes
186631$_$10,True,36,36,36,False,unverified: separate modality axes
186631$_$6,True,48,48,48,True,unverified: separate modality axes
188122$_$12,True,23,23,23,False,unverified: separate modality axes
188122$_$16,True,38,38,18,False,unverified: separate modality axes
188122$_$9,True,29,29,29,False,unverified: separate modality axes
189966$_$21,True,6,6,6,False,unverified: separate modality axes
189966$_$22,True,7,7,7,False,unverified: separate modality axes
189966$_$2,True,12,12,12,False,unverified: separate modality axes
189966$_$4,True,10,10,10,False,unverified: separate modality axes
189966$_$6,True,12,12,12,False,unverified: separate modality axes
189966$_$12,True,9,9,9,False,unverified: separate modality axes
189966$_$14,True,29,29,29,False,unverified: separate modality axes
189966$_$16,True,40,40,40,False,unverified: separate modality axes
189966$_$19,True,5,5,5,False,unverified: separate modality axes
18JTkk8JbeU$_$6,True,26,26,26,False,unverified: separate modality axes
18QjfdhJEM4$_$14,True,33,33,33,False,unverified: separate modality axes
18QjfdhJEM4$_$17,True,12,12,12,False,unverified: separate modality axes
18QjfdhJEM4$_$23,True,14,14,12,False,unverified: separate modality axes
18QjfdhJEM4$_$4,True,32,32,32,False,unverified: separate modality axes
190740$_$2,True,37,37,37,False,unverified: separate modality axes
190740$_$4,True,22,22,22,False,unverified: separate modality axes
190740$_$7,True,30,30,30,False,unverified: separate modality axes
190740$_$6,True,14,14,14,False,unverified: separate modality axes
192799$_$10,True,31,31,31,False,unverified: separate modality axes
192799$_$17,True,28,28,28,False,unverified: separate modality axes
192799$_$7,True,14,14,14,False,unverified: separate modality axes
192799$_$8,True,29,29,29,False,unverified: separate modality axes
194625$_$16,True,9,9,9,False,unverified: separate modality axes
194625$_$18,True,48,48,45,True,unverified: separate modality axes
194625$_$5,True,11,11,11,False,unverified: separate modality axes
194625$_$7,True,39,39,37,False,unverified: separate modality axes
197778$_$11,True,28,28,28,False,unverified: separate modality axes
197778$_$2,True,15,15,15,False,unverified: separate modality axes
197778$_$4,True,21,21,21,False,unverified: separate modality axes
197778$_$9,True,15,15,15,False,unverified: separate modality axes
19k6sEC7814$_$10,True,15,15,15,False,unverified: separate modality axes
19k6sEC7814$_$4,True,18,18,18,False,unverified: separate modality axes
1A-aRhYx-GQ$_$15,True,43,43,43,False,unverified: separate modality axes
1A-aRhYx-GQ$_$31,True,23,23,23,False,unverified: separate modality axes
1A-aRhYx-GQ$_$7,True,22,22,22,False,unverified: separate modality axes
1A7dqFxx8wU$_$0,True,7,7,7,False,unverified: separate modality axes
1CjUHNYzW1E$_$11,True,9,9,9,False,unverified: separate modality axes
1ESU5ONMMxs$_$14,True,27,27,25,False,unverified: separate modality axes
1ESU5ONMMxs$_$0,True,18,18,15,False,unverified: separate modality axes
1ESU5ONMMxs$_$6,True,16,16,0,False,unverified: separate modality axes
1ESU5ONMMxs$_$8,True,36,36,0,False,unverified: separate modality axes
1F0qH0EEBfo$_$21,True,42,42,42,False,unverified: separate modality axes
1F0qH0EEBfo$_$1,True,11,11,11,False,unverified: separate modality axes
1F0qH0EEBfo$_$0,True,25,25,25,False,unverified: separate modality axes
1F0qH0EEBfo$_$5,True,12,12,12,False,unverified: separate modality axes
1F0qH0EEBfo$_$9,True,31,31,31,False,unverified: separate modality axes
1F0qH0EEBfo$_$15,True,16,16,16,False,unverified: separate modality axes
1F0qH0EEBfo$_$14,True,10,10,8,False,unverified: separate modality axes
1JQ9UCBEmCU$_$1,True,12,12,3,False,unverified: separate modality axes
1JQ9UCBEmCU$_$0,True,6,6,0,False,unverified: separate modality axes
1W38PnuWIkM$_$3,True,21,21,14,False,unverified: separate modality axes
1W38PnuWIkM$_$5,True,27,27,6,False,unverified: separate modality axes
1W38PnuWIkM$_$4,True,25,25,25,False,unverified: separate modality axes
1W38PnuWIkM$_$6,True,5,5,5,False,unverified: separate modality axes
1bzS0YF5hfs$_$1,True,18,18,18,False,unverified: separate modality axes
1dWsw38VDjY$_$9,True,31,31,31,False,unverified: separate modality axes
1fqNb8cfLFE$_$2,True,48,48,48,True,unverified: separate modality axes
1k7br8xXMSU$_$11,True,45,45,45,False,unverified: separate modality axes
1k7br8xXMSU$_$12,True,48,48,48,True,unverified: separate modality axes
1mHjMNZZvFo$_$1,True,27,27,27,False,unverified: separate modality axes
1mHjMNZZvFo$_$5,True,17,17,17,False,unverified: separate modality axes
1pvK0_9SQns$_$10,True,31,31,31,False,unverified: separate modality axes
1pvK0_9SQns$_$8,True,35,35,35,False,unverified: separate modality axes
1sJjdaXXuJg$_$4,True,28,28,28,False,unverified: separate modality axes
1tuMFJnlXJc$_$20,True,32,32,32,False,unverified: separate modality axes
1tuMFJnlXJc$_$1,True,14,14,14,False,unverified: separate modality axes
1tuMFJnlXJc$_$3,True,48,48,48,True,unverified: separate modality axes
1tuMFJnlXJc$_$4,True,20,20,20,False,unverified: separate modality axes
2-4autDbHVQ$_$12,True,13,13,13,False,unverified: separate modality axes
2-4autDbHVQ$_$19,True,10,10,10,False,unverified: separate modality axes
2-4autDbHVQ$_$8,True,15,15,15,False,unverified: separate modality axes
2-5hH_k2VFk$_$9,True,48,48,48,True,unverified: separate modality axes
201582$_$2,True,48,48,48,True,unverified: separate modality axes
201582$_$6,True,21,21,21,False,unverified: separate modality axes
202431$_$6,True,48,48,42,True,unverified: separate modality axes
202810$_$7,True,11,11,11,False,unverified: separate modality axes
202810$_$8,True,27,27,27,False,unverified: separate modality axes
202990$_$5,True,30,30,30,False,unverified: separate modality axes
202990$_$6,True,38,38,38,False,unverified: separate modality axes
206049$_$0,True,17,17,17,False,unverified: separate modality axes
206049$_$3,True,35,35,35,False,unverified: separate modality axes
206051$_$2,True,9,9,9,False,unverified: separate modality axes
206376$_$2,True,11,11,11,False,unverified: separate modality axes
206507$_$2,True,11,11,11,False,unverified: separate modality axes
206507$_$6,True,35,35,35,False,unverified: separate modality axes
206606$_$5,True,23,23,23,False,unverified: separate modality axes
206606$_$7,True,37,37,37,False,unverified: separate modality axes
207812$_$3,True,24,24,24,False,unverified: separate modality axes
207812$_$9,True,11,11,11,False,unverified: separate modality axes
207812$_$8,True,22,22,22,False,unverified: separate modality axes
208148$_$11,True,19,19,19,False,unverified: separate modality axes
208148$_$6,True,34,34,34,False,unverified: separate modality axes
208299$_$5,True,48,48,48,True,unverified: separate modality axes
208299$_$4,True,43,43,42,False,unverified: separate modality axes
208299$_$6,True,39,39,39,False,unverified: separate modality axes
208299$_$8,True,13,13,13,False,unverified: separate modality axes
208416$_$11,True,29,29,29,False,unverified: separate modality axes
208416$_$13,True,9,9,9,False,unverified: separate modality axes
208416$_$16,True,6,6,6,False,unverified: separate modality axes
208416$_$0,True,2,2,0,False,unverified: separate modality axes
208416$_$2,True,15,15,15,False,unverified: separate modality axes
208416$_$7,True,38,38,38,False,unverified: separate modality axes
208416$_$9,True,17,17,17,False,unverified: separate modality axes
208416$_$8,True,31,31,31,False,unverified: separate modality axes
209354$_$1,True,26,26,0,False,unverified: separate modality axes
209354$_$2,True,38,38,38,False,unverified: separate modality axes
209775$_$10,True,26,26,17,False,unverified: separate modality axes
209775$_$1,True,19,19,19,False,unverified: separate modality axes
209775$_$0,True,9,9,0,False,unverified: separate modality axes
209775$_$5,True,33,33,33,False,unverified: separate modality axes
210238$_$13,True,11,11,11,False,unverified: separate modality axes
210238$_$14,True,48,48,48,True,unverified: separate modality axes
210238$_$16,True,41,41,41,False,unverified: separate modality axes
210238$_$18,True,8,8,8,False,unverified: separate modality axes
210238$_$1,True,2,2,2,False,unverified: separate modality axes
210618$_$11,True,13,13,13,False,unverified: separate modality axes
210618$_$10,True,11,11,11,False,unverified: separate modality axes
210618$_$15,True,13,13,13,False,unverified: separate modality axes
210618$_$5,True,15,15,15,False,unverified: separate modality axes
210618$_$9,True,17,17,17,False,unverified: separate modality axes
210618$_$8,True,18,18,17,False,unverified: separate modality axes
21137$_$1,True,6,6,0,False,unverified: separate modality axes
21137$_$0,True,13,13,5,False,unverified: separate modality axes
21137$_$3,True,5,5,5,False,unverified: separate modality axes
21137$_$2,True,18,18,18,False,unverified: separate modality axes
21137$_$9,True,13,13,13,False,unverified: separate modality axes
212532$_$10,True,23,23,23,False,unverified: separate modality axes
212532$_$9,True,21,21,18,False,unverified: separate modality axes
213619$_$0,True,6,6,0,False,unverified: separate modality axes
213619$_$3,True,5,5,0,False,unverified: separate modality axes
214095$_$11,True,9,9,9,False,unverified: separate modality axes
214095$_$1,True,19,19,19,False,unverified: separate modality axes
214095$_$4,True,8,8,8,False,unverified: separate modality axes
215259$_$5,True,35,35,35,False,unverified: separate modality axes
215259$_$4,True,4,4,4,False,unverified: separate modality axes
216007$_$24,True,16,16,16,False,unverified: separate modality axes
216007$_$28,True,3,3,3,False,unverified: separate modality axes
216007$_$29,True,9,9,9,False,unverified: separate modality axes
216007$_$1,True,41,41,41,False,unverified: separate modality axes
216007$_$2,True,21,21,21,False,unverified: separate modality axes
216007$_$5,True,14,14,14,False,unverified: separate modality axes
216007$_$9,True,23,23,23,False,unverified: separate modality axes
216007$_$12,True,48,48,48,True,unverified: separate modality axes
21638$_$1,True,17,17,17,False,unverified: separate modality axes
21638$_$0,True,17,17,17,False,unverified: separate modality axes
21638$_$6,True,24,24,24,False,unverified: separate modality axes
216857$_$1,True,9,9,1,False,unverified: separate modality axes
216857$_$3,True,12,12,12,False,unverified: separate modality axes
216857$_$6,True,6,6,6,False,unverified: separate modality axes
216857$_$10,True,26,26,26,False,unverified: separate modality axes
218708$_$13,True,48,48,47,True,unverified: separate modality axes
218708$_$12,True,33,33,33,False,unverified: separate modality axes
218708$_$15,True,19,19,19,False,unverified: separate modality axes
218708$_$17,True,8,8,8,False,unverified: separate modality axes
218708$_$1,True,14,14,0,False,unverified: separate modality axes
218708$_$0,True,1,1,1,False,unverified: separate modality axes
218708$_$8,True,12,12,12,False,unverified: separate modality axes
219310$_$0,True,11,11,10,False,unverified: separate modality axes
219310$_$2,True,23,23,23,False,unverified: separate modality axes
219775$_$0,True,15,15,5,False,unverified: separate modality axes
219775$_$5,True,14,14,1,False,unverified: separate modality axes
220134$_$27,True,48,48,48,True,unverified: separate modality axes
220134$_$21,True,32,32,32,False,unverified: separate modality axes
220134$_$8,True,41,41,41,False,unverified: separate modality axes
220134$_$17,True,38,38,38,False,unverified: separate modality axes
220548$_$20,True,20,20,20,False,unverified: separate modality axes
220548$_$1,True,48,48,48,True,unverified: separate modality axes
220548$_$7,True,14,14,14,False,unverified: separate modality axes
221740$_$0,True,3,3,3,False,unverified: separate modality axes
221740$_$5,True,36,36,36,False,unverified: separate modality axes
222116$_$1,True,27,27,27,False,unverified: separate modality axes
222116$_$7,True,36,36,36,False,unverified: separate modality axes
222116$_$6,True,45,45,45,False,unverified: separate modality axes
223926$_$1,True,29,29,29,False,unverified: separate modality axes
224599$_$1,True,14,14,14,False,unverified: separate modality axes
224599$_$2,True,19,19,19,False,unverified: separate modality axes
224599$_$5,True,38,38,38,False,unverified: separate modality axes
224599$_$8,True,10,10,10,False,unverified: separate modality axes
224772$_$12,True,6,6,6,False,unverified: separate modality axes
224772$_$14,True,11,11,11,False,unverified: separate modality axes
224772$_$1,True,9,9,9,False,unverified: separate modality axes
224772$_$6,True,48,48,48,True,unverified: separate modality axes
224869$_$10,True,27,27,27,False,unverified: separate modality axes
224869$_$0,True,1,1,1,False,unverified: separate modality axes
224869$_$3,True,48,48,48,True,unverified: separate modality axes
224869$_$5,True,11,11,11,False,unverified: separate modality axes
225343$_$10,True,13,13,13,False,unverified: separate modality axes
225343$_$14,True,24,24,24,False,unverified: separate modality axes
225343$_$3,True,48,48,48,True,unverified: separate modality axes
225343$_$9,True,9,9,9,False,unverified: separate modality axes
225416$_$14,True,31,31,31,False,unverified: separate modality axes
225416$_$1,True,21,21,21,False,unverified: separate modality axes
225416$_$3,True,10,10,10,False,unverified: separate modality axes
225416$_$8,True,20,20,20,False,unverified: separate modality axes
225768$_$6,True,31,31,31,False,unverified: separate modality axes
227173$_$12,True,17,17,3,False,unverified: separate modality axes
227173$_$6,True,22,22,18,False,unverified: separate modality axes
227416$_$1,True,20,20,20,False,unverified: separate modality axes
227416$_$0,True,28,28,28,False,unverified: separate modality axes
227416$_$3,True,48,48,48,True,unverified: separate modality axes
227416$_$5,True,29,29,9,False,unverified: separate modality axes
227416$_$8,True,31,31,9,False,unverified: separate modality axes
227426$_$19,True,13,13,13,False,unverified: separate modality axes
227426$_$18,True,18,18,18,False,unverified: separate modality axes
227426$_$0,True,17,17,17,False,unverified: separate modality axes
227426$_$8,True,26,26,26,False,unverified: separate modality axes
22821$_$14,True,16,16,16,False,unverified: separate modality axes
22821$_$1,True,25,25,25,False,unverified: separate modality axes
22821$_$0,True,6,6,6,False,unverified: separate modality axes
22821$_$4,True,26,26,26,False,unverified: separate modality axes
22821$_$9,True,34,34,25,False,unverified: separate modality axes
22880$_$2,True,6,6,6,False,unverified: separate modality axes
22880$_$6,True,10,10,10,False,unverified: separate modality axes
229090$_$15,True,48,48,48,True,unverified: separate modality axes
229090$_$16,True,11,11,11,False,unverified: separate modality axes
229090$_$18,True,34,34,34,False,unverified: separate modality axes
229903$_$0,True,12,12,12,False,unverified: separate modality axes
229903$_$3,True,47,47,47,False,unverified: separate modality axes
229967$_$2,True,6,6,6,False,unverified: separate modality axes
230252$_$1,True,14,14,14,False,unverified: separate modality axes
231025$_$11,True,13,13,13,False,unverified: separate modality axes
231025$_$15,True,18,18,18,False,unverified: separate modality axes
231025$_$14,True,9,9,9,False,unverified: separate modality axes
231025$_$16,True,24,24,24,False,unverified: separate modality axes
231025$_$0,True,7,7,7,False,unverified: separate modality axes
231025$_$9,True,1,1,1,False,unverified: separate modality axes
233171$_$1,True,46,46,46,False,unverified: separate modality axes
