model,subset,rate,position,replicate,Accuracy,Macro_F1,Weighted_F1,MAE,Pearson,T_实际不可用比例,A_实际不可用比例,V_实际不可用比例
existing_distilled_2026,A,0.5,random,1,0.6373626373626373,0.6100639105763558,0.6323977831115459,0.5977422595024109,0.6271588093987543,0.0,0.5010482180293501,0.057069648264616815
existing_distilled_2026,A,0.7,random,0,0.635989010989011,0.6091607775535004,0.630453290118985,0.5997491478919983,0.6253901570343045,0.0,0.7002678779408339,0.057069648264616815
existing_distilled_2026,A,0.7,random,1,0.635989010989011,0.6100520633956048,0.6310372152577286,0.5998225212097168,0.6251074722989242,0.0,0.7002678779408339,0.057069648264616815
existing_distilled_2026,V,0.1,random,0,0.6332417582417582,0.6107721972702288,0.6315561532245589,0.5906228423118591,0.6348540826209872,0.0,0.002678779408339157,0.15356394129979037
existing_distilled_2026,V,0.1,random,1,0.6346153846153846,0.6113015071348404,0.6323813422027708,0.5901970267295837,0.6353416333358454,0.0,0.002678779408339157,0.15362217563475425
existing_distilled_2026,V,0.3,random,0,0.6304945054945055,0.6104509253157752,0.6305382932382982,0.5902901887893677,0.6346169186177578,0.0,0.002678779408339157,0.33979734451432564
existing_distilled_2026,V,0.3,random,1,0.6304945054945055,0.6109320617847165,0.6308850083546911,0.5899509191513062,0.6346046958904934,0.0,0.002678779408339157,0.34014675052410903
existing_distilled_2026,V,0.5,random,0,0.6318681318681318,0.6140322140322141,0.6343800343800343,0.5870072245597839,0.6389526413633511,0.0,0.002678779408339157,0.529874213836478
existing_distilled_2026,V,0.5,random,1,0.6318681318681318,0.6143207088443398,0.6346987659238799,0.5847998261451721,0.6404855834267943,0.0,0.002678779408339157,0.5285930584672723
existing_distilled_2026,V,0.7,random,0,0.614010989010989,0.5979513950102185,0.6196267318116057,0.589142918586731,0.6371070254217249,0.0,0.002678779408339157,0.7180293501048218
existing_distilled_2026,V,0.7,random,1,0.6098901098901099,0.5931762568275726,0.6154579114811728,0.5896556973457336,0.6364076722254058,0.0,0.002678779408339157,0.7168646634055439
existing_distilled_2026,TA,0.1,random,0,0.6085164835164835,0.5816955705771597,0.6056349845898021,0.6057500243186951,0.6118196881757424,0.10214302352667133,0.104530631260191,0.057069648264616815
existing_distilled_2026,TA,0.1,random,1,0.6112637362637363,0.5877940402409435,0.6083834411596966,0.6048536896705627,0.6089696844774747,0.10214302352667133,0.104530631260191,0.057069648264616815
existing_distilled_2026,TA,0.3,random,0,0.5782967032967034,0.5459042604615191,0.5731120183834192,0.6416338086128235,0.5576051574568454,0.29984859072909387,0.3017120894479385,0.057069648264616815
existing_distilled_2026,TA,0.3,random,1,0.5975274725274725,0.5622720429224494,0.5907809985858766,0.6392439007759094,0.5486188104990467,0.29984859072909387,0.3017120894479385,0.057069648264616815
existing_distilled_2026,TA,0.5,random,0,0.5618131868131868,0.5329309111126329,0.5598239342244846,0.6729044914245605,0.4855118992229932,0.4997670626601444,0.5010482180293501,0.057069648264616815
existing_distilled_2026,TA,0.5,random,1,0.5343406593406593,0.5034335407745937,0.5325402805022657,0.6770634651184082,0.48126466246481414,0.4997670626601444,0.5010482180293501,0.057069648264616815
existing_distilled_2026,TA,0.7,random,0,0.4876373626373626,0.45599929053766647,0.48460678113665556,0.7238936424255371,0.4366750107541537,0.6995690659212672,0.7002678779408339,0.057069648264616815
existing_distilled_2026,TA,0.7,random,1,0.5082417582417582,0.4753269415750743,0.5040584075877328,0.726043701171875,0.407376213109541,0.6995690659212672,0.7002678779408339,0.057069648264616815
existing_distilled_2026,TV,0.1,random,0,0.6002747252747253,0.5764572119132292,0.5993861553089831,0.6029083132743835,0.6145732549230978,0.10214302352667133,0.002678779408339157,0.15356394129979037
existing_distilled_2026,TV,0.1,random,1,0.6181318681318682,0.5963202413946936,0.6170893752743837,0.5969020128250122,0.6112331554377954,0.10214302352667133,0.002678779408339157,0.15362217563475425
existing_distilled_2026,TV,0.3,random,0,0.5659340659340659,0.5447892336781225,0.5685408852075519,0.6406065821647644,0.5490025957122574,0.29984859072909387,0.002678779408339157,0.33979734451432564
existing_distilled_2026,TV,0.3,random,1,0.5645604395604396,0.5385692735562441,0.5669704251602812,0.6383412480354309,0.5503965822024256,0.29984859072909387,0.002678779408339157,0.34014675052410903
existing_distilled_2026,TV,0.5,random,0,0.5425824175824175,0.5232060015991632,0.5483190679558541,0.6678038239479065,0.4733925593793971,0.4997670626601444,0.002678779408339157,0.529874213836478
existing_distilled_2026,TV,0.5,random,1,0.5178571428571429,0.499704575483013,0.5264867338073864,0.6682231426239014,0.45590711627538627,0.4997670626601444,0.002678779408339157,0.5285930584672723
existing_distilled_2026,TV,0.7,random,0,0.4340659340659341,0.4094415460757797,0.4383369907627554,0.7306533455848694,0.3403746759568341,0.6995690659212672,0.002678779408339157,0.7180293501048218
existing_distilled_2026,TV,0.7,random,1,0.4491758241758242,0.42202459088686634,0.4510414290995985,0.7369034290313721,0.2991959437232582,0.6995690659212672,0.002678779408339157,0.7168646634055439
existing_distilled_2026,AV,0.1,random,0,0.6304945054945055,0.6071970935534421,0.6286133632578869,0.5921436548233032,0.6329983802142131,0.0,0.104530631260191,0.15356394129979037
existing_distilled_2026,AV,0.1,random,1,0.6291208791208791,0.6061753789525116,0.6269967967423499,0.5931819081306458,0.6348894806752766,0.0,0.104530631260191,0.15362217563475425
existing_distilled_2026,AV,0.3,random,0,0.635989010989011,0.6146528029459047,0.6355916920177104,0.5922397375106812,0.6339295970272371,0.0,0.3017120894479385,0.33979734451432564
existing_distilled_2026,AV,0.3,random,1,0.6332417582417582,0.6123259691796531,0.6334184848513335,0.5939452648162842,0.6312964193637054,0.0,0.3017120894479385,0.34014675052410903
existing_distilled_2026,AV,0.5,random,0,0.6332417582417582,0.6132552448502123,0.6340688036299618,0.5932619571685791,0.6321121812423574,0.0,0.5010482180293501,0.529874213836478
existing_distilled_2026,AV,0.5,random,1,0.6401098901098901,0.6187795618599697,0.6408831898668949,0.58815598487854,0.6383403987214104,0.0,0.5010482180293501,0.5285930584672723
existing_distilled_2026,AV,0.7,random,0,0.6222527472527473,0.6029668437669684,0.6248380377414332,0.5969651341438293,0.6267290208630242,0.0,0.7002678779408339,0.7180293501048218
existing_distilled_2026,AV,0.7,random,1,0.6222527472527473,0.6035687213430833,0.6253241647144611,0.5954771637916565,0.6294312391650777,0.0,0.7002678779408339,0.7168646634055439
existing_distilled_2026,TAV,0.1,random,0,0.5989010989010989,0.5720564798511909,0.5960782924871855,0.6053481698036194,0.6113298674854312,0.10214302352667133,0.104530631260191,0.15356394129979037
existing_distilled_2026,TAV,0.1,random,1,0.6153846153846154,0.5900777371448142,0.611852768342882,0.598884642124176,0.6128518072078853,0.10214302352667133,0.104530631260191,0.15362217563475425
existing_distilled_2026,TAV,0.3,random,0,0.5851648351648352,0.5564540295306735,0.5809791139358341,0.6349074840545654,0.5652440599150133,0.29984859072909387,0.3017120894479385,0.33979734451432564
existing_distilled_2026,TAV,0.3,random,1,0.5851648351648352,0.5536466692177165,0.5814272946081827,0.6325578093528748,0.5609789613524669,0.29984859072909387,0.3017120894479385,0.34014675052410903
existing_distilled_2026,TAV,0.5,random,0,0.5659340659340659,0.5517053503323526,0.5699090056723269,0.6539831161499023,0.5111640214580894,0.4997670626601444,0.5010482180293501,0.529874213836478
existing_distilled_2026,TAV,0.5,random,1,0.5590659340659341,0.5452478290799876,0.5657378406250976,0.6519421935081482,0.5175272926546775,0.4997670626601444,0.5010482180293501,0.5285930584672723
existing_distilled_2026,TAV,0.7,random,0,0.4766483516483517,0.47807220125880834,0.48599479517858585,0.6991549730300903,0.49034138600448773,0.6995690659212672,0.7002678779408339,0.7180293501048218
existing_distilled_2026,TAV,0.7,random,1,0.49313186813186816,0.49308843422014065,0.4993533221419144,0.7152462005615234,0.433984325475194,0.6995690659212672,0.7002678779408339,0.7168646634055439
existing_distilled_2026,T,0.3,start,0,0.5824175824175825,0.5540670431334855,0.5784338513823074,0.6318583488464355,0.5653264469410223,0.29984859072909387,0.002678779408339157,0.057069648264616815
existing_distilled_2026,T,0.3,middle,0,0.5934065934065934,0.5660882954820582,0.5934015552577404,0.6204599738121033,0.5669604053409711,0.29984859072909387,0.002678779408339157,0.057069648264616815
existing_distilled_2026,T,0.3,end,0,0.570054945054945,0.5398313706231354,0.5662841643064505,0.6374927759170532,0.5678533735528011,0.29984859072909387,0.002678779408339157,0.057069648264616815
existing_distilled_2026,A,0.3,start,0,0.6346153846153846,0.6126439124798112,0.632378631300696,0.5957028269767761,0.6252975219554567,0.0,0.3017120894479385,0.057069648264616815
existing_distilled_2026,A,0.3,middle,0,0.6318681318681318,0.6068298811349417,0.6288433560974545,0.5941541790962219,0.6310864128816799,0.0,0.3017120894479385,0.057069648264616815
existing_distilled_2026,A,0.3,end,0,0.6387362637362637,0.6109236970446018,0.6335047025689359,0.5967386960983276,0.6310802082451212,0.0,0.3018285581178663,0.057069648264616815
existing_distilled_2026,V,0.3,start,0,0.6304945054945055,0.6101424535760204,0.6306679049302422,0.588992178440094,0.6350163499297727,0.0,0.002678779408339157,0.3413114372233869
existing_distilled_2026,V,0.3,middle,0,0.6304945054945055,0.6104806675253159,0.630829943734467,0.589186429977417,0.635962562450128,0.0,0.002678779408339157,0.34067085953878407
existing_distilled_2026,V,0.3,end,0,0.6304945054945055,0.6112727407325153,0.6313171915900804,0.5895969271659851,0.6335468959911086,0.0,0.002678779408339157,0.33758443978569763
existing_distilled_2026,AV,0.3,start,0,0.635989010989011,0.6164553760356325,0.6368090176068634,0.5903947353363037,0.6325562447182643,0.0,0.3017120894479385,0.3413114372233869
existing_distilled_2026,AV,0.3,middle,0,0.6332417582417582,0.6113434908858945,0.6332216130771683,0.5929369330406189,0.635736999905854,0.0,0.3017120894479385,0.34067085953878407
existing_distilled_2026,AV,0.3,end,0,0.6373626373626373,0.6172333140642514,0.6371384180712042,0.5911481976509094,0.6343073573659749,0.0,0.3018285581178663,0.33758443978569763
long_text_gap_distilled_2026,none,0.0,random,0,0.6318681318681318,0.600586000317056,0.6274732714379689,0.5941829681396484,0.6317900125351325,0.0,0.002678779408339157,0.057069648264616815
long_text_gap_distilled_2026,T,0.1,random,0,0.6071428571428571,0.5725361136863025,0.6013910312014423,0.6106131076812744,0.6100542447132304,0.10214302352667133,0.002678779408339157,0.057069648264616815
long_text_gap_distilled_2026,T,0.1,random,1,0.6291208791208791,0.5985399275923441,0.6230314986624103,0.6008718013763428,0.607393318460149,0.10214302352667133,0.002678779408339157,0.057069648264616815
long_text_gap_distilled_2026,T,0.3,random,0,0.5906593406593407,0.5480234017572406,0.5791717404449183,0.6343213319778442,0.5729684211176856,0.29984859072909387,0.002678779408339157,0.057069648264616815
long_text_gap_distilled_2026,T,0.3,random,1,0.5947802197802198,0.5570936736461439,0.5883461110893613,0.6359676122665405,0.5452017697203965,0.29984859072909387,0.002678779408339157,0.057069648264616815
long_text_gap_distilled_2026,T,0.5,random,0,0.5892857142857143,0.5564677093927378,0.5839326669572248,0.650676429271698,0.5176692962949552,0.4997670626601444,0.002678779408339157,0.057069648264616815
long_text_gap_distilled_2026,T,0.5,random,1,0.5576923076923077,0.5196074808040686,0.5509391454972038,0.6710836291313171,0.47488818305043623,0.4997670626601444,0.002678779408339157,0.057069648264616815
long_text_gap_distilled_2026,T,0.7,random,0,0.5233516483516484,0.48420614730898004,0.5172655215467921,0.6911041140556335,0.4812642767661004,0.6995690659212672,0.002678779408339157,0.057069648264616815
long_text_gap_distilled_2026,T,0.7,random,1,0.5206043956043956,0.4823615605269352,0.5131337946260427,0.723103940486908,0.39315918248101644,0.6995690659212672,0.002678779408339157,0.057069648264616815
long_text_gap_distilled_2026,A,0.1,random,0,0.6291208791208791,0.5973354209307163,0.6247766000835517,0.5936538577079773,0.6310552960743547,0.0,0.104530631260191,0.057069648264616815
long_text_gap_distilled_2026,A,0.1,random,1,0.6277472527472527,0.5952189986263611,0.6235409707420659,0.5951077938079834,0.6319463157192462,0.0,0.104530631260191,0.057069648264616815
long_text_gap_distilled_2026,A,0.3,random,0,0.635989010989011,0.6086410722093297,0.6334060362500984,0.5929290652275085,0.6297558545295114,0.0,0.3017120894479385,0.057069648264616815
long_text_gap_distilled_2026,A,0.3,random,1,0.6318681318681318,0.6012729903240852,0.6287974734373227,0.5936301946640015,0.6301098954739921,0.0,0.3017120894479385,0.057069648264616815
long_text_gap_distilled_2026,A,0.5,random,0,0.6263736263736264,0.6015537398010739,0.6262657596592028,0.5960118174552917,0.6226298177451177,0.0,0.5010482180293501,0.057069648264616815
long_text_gap_distilled_2026,A,0.5,random,1,0.6304945054945055,0.606116333672239,0.6303233391309352,0.5922829508781433,0.6270035592546809,0.0,0.5010482180293501,0.057069648264616815
long_text_gap_distilled_2026,A,0.7,random,0,0.6222527472527473,0.5987475647220607,0.6223173940608561,0.5954098105430603,0.6228198476943199,0.0,0.7002678779408339,0.057069648264616815
long_text_gap_distilled_2026,A,0.7,random,1,0.625,0.6023530694528292,0.6257717679716434,0.5935387015342712,0.6252533592161362,0.0,0.7002678779408339,0.057069648264616815
long_text_gap_distilled_2026,V,0.1,random,0,0.6346153846153846,0.6048974259030601,0.63018619522287,0.5947514772415161,0.6301211733167672,0.0,0.002678779408339157,0.15356394129979037
long_text_gap_distilled_2026,V,0.1,random,1,0.6346153846153846,0.6040567418893947,0.6304655194910495,0.5943285822868347,0.6325749702106784,0.0,0.002678779408339157,0.15362217563475425
long_text_gap_distilled_2026,V,0.3,random,0,0.6277472527472527,0.599739964261278,0.6258168430097176,0.5953700542449951,0.6296847444225464,0.0,0.002678779408339157,0.33979734451432564
long_text_gap_distilled_2026,V,0.3,random,1,0.6277472527472527,0.6007753620474761,0.626526825006995,0.5967518091201782,0.6280564762863703,0.0,0.002678779408339157,0.34014675052410903
long_text_gap_distilled_2026,V,0.5,random,0,0.6208791208791209,0.5959363775180276,0.6216952575146931,0.5972352623939514,0.6253013714091602,0.0,0.002678779408339157,0.529874213836478
long_text_gap_distilled_2026,V,0.5,random,1,0.6291208791208791,0.6028919930775601,0.6290787732967409,0.5950031280517578,0.6292134284875616,0.0,0.002678779408339157,0.5285930584672723
long_text_gap_distilled_2026,V,0.7,random,0,0.6181318681318682,0.5945065032461763,0.6211114191178813,0.5974880456924438,0.6215293054385315,0.0,0.002678779408339157,0.7180293501048218
long_text_gap_distilled_2026,V,0.7,random,1,0.6153846153846154,0.5913028294360133,0.6179215426212967,0.5983250141143799,0.6218497819822391,0.0,0.002678779408339157,0.7168646634055439
long_text_gap_distilled_2026,TA,0.1,random,0,0.6043956043956044,0.5675389680238699,0.5981465676300818,0.610632598400116,0.6090981906722697,0.10214302352667133,0.104530631260191,0.057069648264616815
long_text_gap_distilled_2026,TA,0.1,random,1,0.6236263736263736,0.59218126604609,0.6172850681514089,0.6020915508270264,0.6063818670308248,0.10214302352667133,0.104530631260191,0.057069648264616815
long_text_gap_distilled_2026,TA,0.3,random,0,0.5879120879120879,0.5511152642399054,0.5805523916590398,0.6348822712898254,0.5650874035237441,0.29984859072909387,0.3017120894479385,0.057069648264616815
long_text_gap_distilled_2026,TA,0.3,random,1,0.5892857142857143,0.5584324944181808,0.5877266566608307,0.6375753283500671,0.5419101594727247,0.29984859072909387,0.3017120894479385,0.057069648264616815
long_text_gap_distilled_2026,TA,0.5,random,0,0.5645604395604396,0.5403139335654673,0.5650541342259133,0.6606637239456177,0.5059557621778499,0.4997670626601444,0.5010482180293501,0.057069648264616815
long_text_gap_distilled_2026,TA,0.5,random,1,0.5302197802197802,0.5081647298696395,0.5334287543138351,0.6804520487785339,0.47269100242601286,0.4997670626601444,0.5010482180293501,0.057069648264616815
long_text_gap_distilled_2026,TA,0.7,random,0,0.4945054945054945,0.4798518695297444,0.4992201146328952,0.7167694568634033,0.4433939141153059,0.6995690659212672,0.7002678779408339,0.057069648264616815
long_text_gap_distilled_2026,TA,0.7,random,1,0.49175824175824173,0.47407444429481355,0.4921442200179544,0.7437081933021545,0.38432917062103766,0.6995690659212672,0.7002678779408339,0.057069648264616815
long_text_gap_distilled_2026,TV,0.1,random,0,0.6043956043956044,0.5713436354475164,0.5999285766948592,0.6120227575302124,0.6085803523891453,0.10214302352667133,0.002678779408339157,0.15356394129979037
long_text_gap_distilled_2026,TV,0.1,random,1,0.6263736263736264,0.5961274285163313,0.6207082329025593,0.6006148457527161,0.6073474399480568,0.10214302352667133,0.002678779408339157,0.15362217563475425
long_text_gap_distilled_2026,TV,0.3,random,0,0.5865384615384616,0.5487779933137128,0.5796044501193394,0.6361874341964722,0.5699364178888676,0.29984859072909387,0.002678779408339157,0.33979734451432564
long_text_gap_distilled_2026,TV,0.3,random,1,0.5906593406593407,0.5573858240524907,0.5857073126303896,0.6391592621803284,0.5372754877197025,0.29984859072909387,0.002678779408339157,0.34014675052410903
long_text_gap_distilled_2026,TV,0.5,random,0,0.5604395604395604,0.5259376152847444,0.5572878447696284,0.6626964211463928,0.4998138906680097,0.4997670626601444,0.002678779408339157,0.529874213836478
long_text_gap_distilled_2026,TV,0.5,random,1,0.5521978021978022,0.5179525760252651,0.5482967587676657,0.6793017387390137,0.4511788694756944,0.4997670626601444,0.002678779408339157,0.5285930584672723
long_text_gap_distilled_2026,TV,0.7,random,0,0.5027472527472527,0.4622464865910824,0.49537413605571007,0.705059826374054,0.43094531340697223,0.6995690659212672,0.002678779408339157,0.7180293501048218
long_text_gap_distilled_2026,TV,0.7,random,1,0.5041208791208791,0.47161665543232817,0.5001498430314222,0.7309048771858215,0.3410728523467946,0.6995690659212672,0.002678779408339157,0.7168646634055439
long_text_gap_distilled_2026,AV,0.1,random,0,0.6414835164835165,0.6142992478493673,0.6383399526264142,0.592197060585022,0.6309144057618107,0.0,0.104530631260191,0.15356394129979037
long_text_gap_distilled_2026,AV,0.1,random,1,0.6387362637362637,0.6108731840792085,0.6364115941057306,0.5958433747291565,0.6328903583625685,0.0,0.104530631260191,0.15362217563475425
long_text_gap_distilled_2026,AV,0.3,random,0,0.6291208791208791,0.6081235462800253,0.630372066495097,0.5934475660324097,0.6259002276808986,0.0,0.3017120894479385,0.33979734451432564
long_text_gap_distilled_2026,AV,0.3,random,1,0.6291208791208791,0.6053955439621505,0.6295470874848086,0.5962936282157898,0.6262081452490962,0.0,0.3017120894479385,0.34014675052410903
long_text_gap_distilled_2026,AV,0.5,random,0,0.625,0.6037618432363424,0.6280196583216895,0.5985387563705444,0.6250990424604401,0.0,0.5010482180293501,0.529874213836478
long_text_gap_distilled_2026,AV,0.5,random,1,0.6304945054945055,0.6071115336053546,0.6314673131685724,0.5936203598976135,0.6328824771962717,0.0,0.5010482180293501,0.5285930584672723
long_text_gap_distilled_2026,AV,0.7,random,0,0.6098901098901099,0.5919076158941884,0.6148259322683988,0.6020025610923767,0.6192159041458478,0.0,0.7002678779408339,0.7180293501048218
long_text_gap_distilled_2026,AV,0.7,random,1,0.614010989010989,0.5953471400546514,0.618319260452262,0.5982833504676819,0.6243175732336346,0.0,0.7002678779408339,0.7168646634055439
long_text_gap_distilled_2026,TAV,0.1,random,0,0.6002747252747253,0.5650717345471484,0.593905859243229,0.6110000610351562,0.6084201741358349,0.10214302352667133,0.104530631260191,0.15356394129979037
long_text_gap_distilled_2026,TAV,0.1,random,1,0.6263736263736264,0.5959350718440524,0.6201080794772592,0.5989516377449036,0.6099301628557597,0.10214302352667133,0.104530631260191,0.15362217563475425
long_text_gap_distilled_2026,TAV,0.3,random,0,0.5947802197802198,0.5558932767691892,0.5854627978547126,0.6316719055175781,0.576281991531053,0.29984859072909387,0.3017120894479385,0.33979734451432564
long_text_gap_distilled_2026,TAV,0.3,random,1,0.5934065934065934,0.5592086235761565,0.5882941263961095,0.6319769620895386,0.5473004168500005,0.29984859072909387,0.3017120894479385,0.34014675052410903
long_text_gap_distilled_2026,TAV,0.5,random,0,0.5563186813186813,0.5236709941786742,0.5533091568397904,0.6521015167236328,0.5172616675011064,0.4997670626601444,0.5010482180293501,0.529874213836478
long_text_gap_distilled_2026,TAV,0.5,random,1,0.5370879120879121,0.5059010277450112,0.5345574544527205,0.6679155230522156,0.4787334571620727,0.4997670626601444,0.5010482180293501,0.5285930584672723
long_text_gap_distilled_2026,TAV,0.7,random,0,0.4958791208791209,0.47497134670487107,0.5009534946640964,0.6901079416275024,0.46934597303320186,0.6995690659212672,0.7002678779408339,0.7180293501048218
long_text_gap_distilled_2026,TAV,0.7,random,1,0.489010989010989,0.4720302439600685,0.4942581784687048,0.7117366790771484,0.39022846300396563,0.6995690659212672,0.7002678779408339,0.7168646634055439
long_text_gap_distilled_2026,T,0.3,start,0,0.5906593406593407,0.552356813132132,0.5825346837092565,0.6282457709312439,0.577829281702013,0.29984859072909387,0.002678779408339157,0.057069648264616815
long_text_gap_distilled_2026,T,0.3,middle,0,0.5851648351648352,0.5483932011449317,0.5781135033571833,0.6369108557701111,0.5580188517102279,0.29984859072909387,0.002678779408339157,0.057069648264616815
long_text_gap_distilled_2026,T,0.3,end,0,0.5728021978021978,0.5319978425901032,0.5641996852546575,0.6322287917137146,0.5787510866384957,0.29984859072909387,0.002678779408339157,0.057069648264616815
long_text_gap_distilled_2026,A,0.3,start,0,0.6277472527472527,0.5996435953298699,0.6250077164330559,0.5944910645484924,0.6281479245797066,0.0,0.3017120894479385,0.057069648264616815
long_text_gap_distilled_2026,A,0.3,middle,0,0.635989010989011,0.6072730279542932,0.633017129405595,0.5932307839393616,0.631575562102338,0.0,0.3017120894479385,0.057069648264616815
long_text_gap_distilled_2026,A,0.3,end,0,0.635989010989011,0.6069966649113568,0.6329358135282306,0.5918781757354736,0.6291688645916796,0.0,0.3018285581178663,0.057069648264616815
long_text_gap_distilled_2026,V,0.3,start,0,0.6304945054945055,0.6024882590160635,0.6282421927901747,0.596027135848999,0.6282328229059122,0.0,0.002678779408339157,0.3413114372233869
long_text_gap_distilled_2026,V,0.3,middle,0,0.6277472527472527,0.5990596849428012,0.6262396898010197,0.5953562259674072,0.6308679757722606,0.0,0.002678779408339157,0.34067085953878407
long_text_gap_distilled_2026,V,0.3,end,0,0.6291208791208791,0.602595861765467,0.627421538827755,0.5955631732940674,0.628673261872011,0.0,0.002678779408339157,0.33758443978569763
long_text_gap_distilled_2026,AV,0.3,start,0,0.6373626373626373,0.6137304438273904,0.6379098545688567,0.5920520424842834,0.6267915633839606,0.0,0.3017120894479385,0.3413114372233869
long_text_gap_distilled_2026,AV,0.3,middle,0,0.6318681318681318,0.6075669595158781,0.6314694618607823,0.5942267179489136,0.6342294364965937,0.0,0.3017120894479385,0.34067085953878407
long_text_gap_distilled_2026,AV,0.3,end,0,0.635989010989011,0.6145850563954012,0.6371860530573585,0.590973973274231,0.6247813607760356,0.0,0.3018285581178663,0.33758443978569763
