样本编号,预测极性,预测强度,预测最大概率,负向概率,中性概率,正向概率,真实极性,真实强度,分类是否错误,绝对误差,文本不可用比例,语音不可用比例,视觉不可用比例,文本
0YiAKqU36KE$_$0,Negative,-1.0938550233840942,0.8655672669410706,0.8655672669410706,0.07385741174221039,0.06057528778910637,Negative,-1.0,False,0.09385502338409424,0.0,0.0,0.0,The filth that you see in India with this throw away culture is a result of the fact that there is no industrially organized system to pick it up
0bxhZ-LIfZY$_$4,Negative,-0.5527378916740417,0.6997196078300476,0.6997196078300476,0.09639852494001389,0.2038819044828415,Negative,-0.3333333432674408,False,0.21940454840660095,0.0,0.0,0.0,"Education, health care, all these critical if not dealt with and kept to the last, will turn India into less of a superpower than it can be."
100178$_$15,Neutral,0.0,0.6068523526191711,0.23083464801311493,0.6068523526191711,0.16231298446655273,Neutral,0.0,False,0.0,0.0,0.0,0.0,(umm) It's only PG
10219$_$10,Positive,0.20455805957317352,0.48372533917427063,0.31998273730278015,0.19629192352294922,0.48372533917427063,Positive,2.0,False,1.79544198513031,0.0,0.0,0.0,Overall I would give it a five out of five stars because I have the previous two DVDs
10219$_$1,Neutral,0.0,0.5944133996963501,0.0659526139497757,0.5944133996963501,0.339633971452713,Neutral,0.0,False,0.0,0.0,0.0,0.28,"This is the third DVD in the series and it contains (uhh) four episodes episodes eleven, twelve, thirteen and fourteen"
10219$_$5,Positive,1.0841318368911743,0.856356680393219,0.0397244431078434,0.10391887277364731,0.856356680393219,Positive,1.6666666269302368,False,0.5825347900390625,0.0,0.0,0.0,And (uhh) it introduces (umm) a couple new characters (umm) new situations and it really adds a lot to the story
102213$_$2,Positive,1.0865761041641235,0.8101097941398621,0.09703510254621506,0.09285511821508408,0.8101097941398621,Positive,1.3333333730697632,False,0.24675726890563965,0.0,0.0,0.0,"Like Jim Carey, Morgan Freeman and I like Steve Carell too so I figured okay you know the sequel will be pretty good"
102213$_$5,Negative,-1.2327160835266113,0.8648338913917542,0.8648338913917542,0.07842278480529785,0.05674334242939949,Negative,-1.0,False,0.23271608352661133,0.0,0.0,0.0,And I'm afraid it wasn't
102213$_$7,Negative,-0.4320182800292969,0.5783100724220276,0.5783100724220276,0.2305394858121872,0.1911504864692688,Negative,-1.0,False,0.5679817199707031,0.0,0.0,0.0,"There seems to be a ton of CG but there also seems to be a ton of real animals and I'm not sure why they would have blown all that money when they could have just you know CG's it all, because the animals really weren't that impressive"
102389$_$5,Negative,-0.3701256215572357,0.5721927285194397,0.5721927285194397,0.2692534625530243,0.15855377912521362,Negative,-1.6666666269302368,False,1.2965409755706787,0.0,0.0,0.0,It did not hold the attention of my five year old
104741$_$0,Neutral,0.0,0.4812186658382416,0.05918566510081291,0.4812186658382416,0.45959559082984924,Neutral,0.0,False,0.0,0.0,0.0,0.0,"Hi, (umm) today the product that I'm going to review is a DVD"
104741$_$5,Neutral,0.0,0.44630002975463867,0.31472623348236084,0.44630002975463867,0.2389736920595169,Neutral,0.0,False,0.0,0.0,0.0,0.0,"And it's about the four boys trying to save (umm), some sort of Armageddon between us and Canada"
107585$_$12,Negative,-1.608792781829834,0.9282219409942627,0.9282219409942627,0.03172072395682335,0.04005732759833336,Negative,-2.0,False,0.391207218170166,0.0,0.0,0.0,And It felt like the you know there's like just a little bit just way too typical of a boring film that tries really hard to be funny but it's just not funny at all and it's not it's not (stutter) witty
107585$_$18,Negative,-1.395895004272461,0.9017143249511719,0.9017143249511719,0.045001883059740067,0.053283799439668655,Negative,-2.0,False,0.6041049957275391,0.0,0.0,0.0,"It's just really boring, bland film that even the plot it didn't really have anything going on for that"
107585$_$1,Positive,1.122001051902771,0.8000144958496094,0.1399296671152115,0.06005581095814705,0.8000144958496094,Negative,-0.6666666865348816,True,1.7886676788330078,0.0,0.0,0.0,"(umm) This is a movie I though was going to be pretty funny because the trailer looked pretty funny and it's got you know Robin Williams, which I personally like and thought you know he's gonna bring some entertainment to this movie"
108146$_$3,Negative,-0.9446654319763184,0.8460072875022888,0.8460072875022888,0.050650760531425476,0.1033419594168663,Negative,-1.6666666269302368,False,0.7220011949539185,0.0,0.0,0.0,Ocean's Thirteen not good at all
110565$_$1,Positive,1.2108625173568726,0.8538787364959717,0.08433530479669571,0.061785876750946045,0.8538787364959717,Negative,-1.0,True,2.210862636566162,0.0,0.0,0.0,"I expected more, I'd seen the previews and I thought it looked like a pretty good story"
110565$_$5,Positive,1.257377028465271,0.8840970993041992,0.04190576449036598,0.07399710267782211,0.8840970993041992,Positive,1.0,False,0.257377028465271,0.0,0.0,0.0,"You know, I love the fact of what the story about, in fact in even made me cry in the end"
111881$_$11,Negative,-0.44207653403282166,0.5109712481498718,0.5109712481498718,0.3667142391204834,0.122314453125,Negative,-1.0,False,0.557923436164856,0.0,0.0,0.0,It didn't
111881$_$10,Positive,0.30292433500289917,0.5403122901916504,0.37410664558410645,0.08558106422424316,0.5403122901916504,Negative,-2.0,True,2.302924394607544,0.0,0.0,0.0,"So I was left watching this by myself, and I went ahead and watched it all the way through to the end so I could do this review and I was hoping that it would get better in the end"
111881$_$15,Negative,-0.8304762244224548,0.7600741386413574,0.7600741386413574,0.13654881715774536,0.1033770740032196,Negative,-2.0,False,1.1695237159729004,0.0,0.0,0.0,I'm glad I didn't pay money to go see this at the movies
111881$_$4,Positive,0.10773783177137375,0.4887419641017914,0.42616763710975647,0.08509036153554916,0.4887419641017914,Negative,-1.3333333730697632,True,1.4410711526870728,0.0,0.0,0.08333333333333337,"I mean there was a few funny parts and I expected more from you know, considering all the stars it has in it"
111881$_$7,Negative,-0.8559921383857727,0.7719046473503113,0.7719046473503113,0.10258031636476517,0.12551502883434296,Negative,-2.0,False,1.144007921218872,0.0,0.0,0.0,"So I guess I just expected a few more, a a (stutter) better movie from these (umm) actors"
111881$_$6,Positive,0.6706531047821045,0.6777397990226746,0.046923745423555374,0.27533653378486633,0.6777397990226746,Positive,0.3333333432674408,False,0.3373197615146637,0.0,0.0,0.0,", Andy Dick, George Carlin and Sigourney Weaver just to name a few"
112425$_$10,Positive,0.44369661808013916,0.5574110150337219,0.11365240067243576,0.3289366066455841,0.5574110150337219,Positive,2.3333332538604736,False,1.8896366357803345,0.0,0.0,0.0,"(umm) I think that (uhh) a lot of the more recent videos from Disney such as The Emperor's New Groove, (umm) Over the Hedge, and stuff like that, they've had a lot of real high brow (umm) you know adult comedy but, I think Ratatouille does a very good job in (umm) sticking to it's target audience which is kids and you know, hyping that to how Disney movies used to be, you know, with with kids jokes and not these kinds of inane sexual references so I would highly recommend Ratatouille"
112425$_$1,Neutral,0.0,0.5723662972450256,0.0511927604675293,0.5723662972450256,0.3764409124851227,Positive,0.6666666865348816,True,0.6666666865348816,0.0,0.0,0.0,My name is Jordan and today I will be reviewing the movie Ratatouille
112425$_$7,Positive,0.7906047701835632,0.7463826537132263,0.14828401803970337,0.10533338040113449,0.7463826537132263,Positive,1.3333333730697632,False,0.5427286028862,0.0,0.0,0.0,"(umm) I I (stutter) love the storyline, it's so incredible, it's like anyone can cook"
112509$_$4,Negative,-1.0903770923614502,0.8362798094749451,0.8362798094749451,0.10059946030378342,0.06312070041894913,Negative,-2.0,False,0.9096229076385498,0.0,0.0,0.0,(umm) Felt pretty rehashed
116213$_$3,Neutral,0.0,0.5778623223304749,0.08483902364969254,0.5778623223304749,0.3372986316680908,Negative,-0.6666666865348816,True,0.6666666865348816,0.0,0.0,0.0,"But, word of caution"
121400$_$0,Neutral,0.0,0.5371668338775635,0.06806345283985138,0.5371668338775635,0.39476969838142395,Neutral,0.0,False,0.0,0.0,0.0,0.0,"Hi I'm Caroline, today I'd like to review The League of Extraordinary Gentlemen"
126872$_$11,Negative,-0.43746626377105713,0.5706211924552917,0.5706211924552917,0.30153870582580566,0.1278400868177414,Negative,-2.0,False,1.5625337362289429,0.0,0.0,0.0,One out of five
130366$_$11,Negative,-1.1948210000991821,0.8592283129692078,0.8592283129692078,0.08675456047058105,0.054017167538404465,Negative,-1.3333333730697632,False,0.13851237297058105,0.0,0.0,0.10416666666666663,"But it felt (uhh) at least like three hours and the fact that they kept rewinding the story where she keeps reliving the same week over and over, (uhh) it felt extremely long (uhh) and (uhh) it just really went on a long time"
130366$_$2,Negative,-0.5093031525611877,0.5537894368171692,0.5537894368171692,0.3194466531276703,0.12676392495632172,Positive,0.3333333432674408,True,0.8426364660263062,0.0,0.0,0.0,And this is a psychological thriller
130366$_$4,Negative,-0.42037543654441833,0.5605254769325256,0.5605254769325256,0.24076247215270996,0.1987120658159256,Negative,-0.3333333432674408,False,0.08704209327697754,0.0,0.0,0.0,(uhh) {clears throat} And so we keep seeing a lot of same events over and over again
132028$_$7,Positive,0.5699401497840881,0.6390811204910278,0.2837009131908417,0.07721799612045288,0.6390811204910278,Positive,0.3333333432674408,False,0.23660680651664734,0.0,0.0,0.0,"(uhh) Trailers, DVD-rom features, (umm) great audio and video quality so it's got a lot of features and it's generally a great DVD set but the movie's not really that good so I (stutter) don't think I'll recommend it"
135623$_$5,Negative,-1.268147587776184,0.8909120559692383,0.8909120559692383,0.041984427720308304,0.06710344552993774,Negative,-2.3333332538604736,False,1.0651856660842896,0.0,0.0,0.0,"I don't know, I'm not really into that, and the action in it was really not that exciting"
135623$_$8,Positive,1.0615289211273193,0.8202205300331116,0.092678964138031,0.08710044622421265,0.8202205300331116,Negative,-1.3333333730697632,True,2.394862174987793,0.0,0.0,0.0,I think that they could have done a much better job on that movie
136196$_$0,Neutral,0.0,0.5744578838348389,0.041797321289777756,0.5744578838348389,0.38374483585357666,Positive,0.3333333432674408,True,0.3333333432674408,0.0,0.0,1.0,"Hi, this is my review of Jurassic Park Three"
136196$_$9,Negative,-1.4474477767944336,0.9025015234947205,0.9025015234947205,0.05064280703663826,0.04685564339160919,Negative,-2.0,False,0.5525522232055664,0.0,0.0,0.0,(uhh) the story's just kind of a rehash of the previous movie and it overall just feels very forced
136196$_$8,Negative,-1.55630362033844,0.915985107421875,0.915985107421875,0.04361243546009064,0.04040245711803436,Negative,-1.6666666269302368,False,0.11036300659179688,0.0,0.0,0.0,There's really not a whole lot original original (stutter) concept left in it
167521$_$17,Negative,-0.4866572320461273,0.6237940788269043,0.6237940788269043,0.1578047126531601,0.2184012085199356,Positive,1.3333333730697632,True,1.819990634918213,0.0,0.0,0.0,You (uhh) you won't be disappointed
167521$_$16,Positive,1.2725692987442017,0.8837809562683105,0.061931103467941284,0.05428795889019966,0.8837809562683105,Positive,2.0,False,0.7274307012557983,0.0,0.0,0.0,I definitely recommend you guys watching that movie
167521$_$5,Negative,-1.1642823219299316,0.8781590461730957,0.8781590461730957,0.053008079528808594,0.06883282214403152,Positive,0.3333333432674408,True,1.4976156949996948,0.0,0.0,0.0,But basically this movie it was more xxx than your average action movie
190743$_$13,Negative,-0.1266941875219345,0.5096646547317505,0.5096646547317505,0.1702534705400467,0.320081889629364,Negative,-2.0,False,1.8733057975769043,0.0,0.0,0.0,When I'm watching a movie of something you know with with (stutter) actors of this caliber I expect to watch something that's new and unique and I didn't find that with this movie
190743$_$17,Negative,-0.8560686707496643,0.7688322067260742,0.7688322067260742,0.15653257071971893,0.07463518530130386,Negative,-2.0,False,1.1439313888549805,0.0,0.0,0.0,I don't think Samuel L Jackson should have been in it and I think that Julianna Moore lowered herself to play the person in this movie
190743$_$5,Negative,-1.6096729040145874,0.9243097901344299,0.9243097901344299,0.04138263314962387,0.034307532012462616,Negative,-2.0,False,0.3903270959854126,0.0,0.0,0.0,I do not like this movie
194299$_$14,Positive,1.0044294595718384,0.8027336001396179,0.0335044302046299,0.16376201808452606,0.8027336001396179,Neutral,0.0,True,1.0044294595718384,0.0,0.0,0.0,So that's what the storyline is about
194299$_$4,Negative,-0.9305650591850281,0.8074648976325989,0.8074648976325989,0.06917036324739456,0.12336476892232895,Negative,-1.0,False,0.06943494081497192,0.0,0.0,0.4117647058823529,(umm) And I have to say that I was not overly impressed with this movie
194299$_$9,Positive,0.4538742005825043,0.48790422081947327,0.061098549515008926,0.4509972035884857,0.48790422081947327,Neutral,0.0,True,0.4538742005825043,0.0,0.0,0.0,So (umm) the story is about (uhh) Tim Allen's character (umm) now has lost all his powers
198112$_$12,Positive,1.0163642168045044,0.8062923550605774,0.11304011195898056,0.08066750317811966,0.8062923550605774,Positive,2.0,False,0.9836357831954956,0.0,0.0,0.0,"(uhh) But it's really good, I really enjoy it"
198112$_$0,Neutral,0.0,0.525015652179718,0.04234723374247551,0.525015652179718,0.432637095451355,Positive,0.3333333432674408,True,0.3333333432674408,0.0,0.0,0.44999999999999996,"{movie} Hey what's up Expo videos, I'm here to talk about Napoleon Dynamite"
198112$_$5,Positive,0.467846155166626,0.5919064879417419,0.20559293031692505,0.202500581741333,0.5919064879417419,Positive,1.0,False,0.532153844833374,0.0,0.0,0.052631578947368474,(uhh) Napoleon Dynamite is definitely a classic comedy of our age I guess you could say
198112$_$9,Negative,-0.9025874137878418,0.806020200252533,0.806020200252533,0.0797448456287384,0.11423501372337341,Positive,2.3333332538604736,True,3.2359206676483154,0.0,0.0,0.4,"One of the best comedies out there of our age as opposed to like, those other comedies that are actually really stupid with just bad bad (stutter) jokes and what not"
198112$_$8,Positive,0.3653477132320404,0.4399610757827759,0.1390949785709381,0.420943945646286,0.4399610757827759,Positive,2.0,False,1.6346522569656372,0.0,0.0,0.6923076923076923,And it's (stutters) intelligently made I think
1HS2HcN2LDo$_$1,Neutral,0.0,0.4763212502002716,0.08940508961677551,0.4763212502002716,0.4342736303806305,Positive,0.3333333432674408,True,0.3333333432674408,0.0,0.0,0.48275862068965514,"1) Be ready early - We’ve heard from employers who call job seekers during their scheduled time, only to be met with a voice mail"
1HS2HcN2LDo$_$9,Positive,0.6988967061042786,0.6341656446456909,0.06159769371151924,0.3042367100715637,0.6341656446456909,Positive,1.3333333730697632,False,0.6344366669654846,0.0,0.0,0.0,"You may be thinking, “Kim, seriously"
1S6ji_d4OLI$_$9,Positive,0.2842968702316284,0.49486756324768066,0.11756648868322372,0.387565940618515,0.49486756324768066,Positive,0.6666666865348816,False,0.3823698163032532,0.0,0.0,0.0,So we dug a little bit deeper into this and again developed a very sound economics OR type of model.
1jogeKX0wGw$_$4,Positive,1.0844197273254395,0.8768671154975891,0.029594188556075096,0.09353870153427124,0.8768671154975891,Positive,1.0,False,0.08441972732543945,0.0,0.0,0.0,Over 10 million business owners have already selected GoodAccountants.com.
1pl2FVdQWj0$_$2,Positive,0.794891893863678,0.7122390866279602,0.12264188379049301,0.16511905193328857,0.7122390866279602,Positive,0.6666666865348816,False,0.1282252073287964,0.0,0.0,0.0,"Where are they from, where do they go to school, what was their life like growing up, what was their career like, what were the highs of their career, what were the lows of their career, do they have a family, do they like basketball, do they eat pizza with pepperonis?"
200941$_$10,Negative,-1.5432119369506836,0.9132487177848816,0.9132487177848816,0.0416109599173069,0.04514036700129509,Negative,-1.0,False,0.5432119369506836,0.0,0.0,0.0,"(stutter) I guess I didn't like the plot so once the plot got ruined, I really didn't care"
202826$_$10,Negative,-0.5157012343406677,0.6580877304077148,0.6580877304077148,0.07122048735618591,0.27069178223609924,Negative,-1.6666666269302368,False,1.1509654521942139,0.0,0.0,0.0,So (uhh) I give the movie two out of five stars
202826$_$7,Positive,0.729001522064209,0.6625303030014038,0.09326962381601334,0.24420000612735748,0.6625303030014038,Positive,1.0,False,0.270998477935791,0.0,0.0,0.0,"(uhh) The movie stars John Grisham, I mean {laughter} the movie stars George Clooney as Michael Clayton and (uhh) he actually, he does a pretty decent job and (uhh) anyways, Michael Clayton is (uhh) the fixer of the law firm, (uhh) takes care of all the messy messy (stutter) corporate cases"
206585$_$3,Positive,0.8182119727134705,0.7146639227867126,0.06633026897907257,0.21900582313537598,0.7146639227867126,Neutral,0.0,True,0.8182119727134705,0.0,0.0,0.0,(umm) He's looking for some some (stutter) extra sizzle to add into his life and he meets up with a dance instructor who is played by Jennifer Lopez and basically she convinces him to sign up for some ballroom lessons
208322$_$12,Positive,0.8010022640228271,0.732942521572113,0.13553734123706818,0.13152015209197998,0.732942521572113,Negative,-2.3333332538604736,True,3.134335517883301,0.0,0.0,0.0,(uhh) Save your money and rent (uhh) the classic Willy Wonka and you'll enjoy (uhh) the experience a whole lot better
208592$_$2,Neutral,0.0,0.7023301720619202,0.06589844822883606,0.7023301720619202,0.23177136480808258,Neutral,0.0,False,0.0,0.0,0.0,0.0,(umm) Now about Saawariya
208592$_$9,Negative,-0.7813518047332764,0.6996474266052246,0.6996474266052246,0.1895320564508438,0.1108204647898674,Negative,-2.6666667461395264,False,1.88531494140625,0.0,0.0,0.0,"(uhh) Was bad, bad (stutter) part of New York actually, you know, going to the movies"
209758$_$15,Positive,0.8817114233970642,0.7516374588012695,0.0917796865105629,0.15658283233642578,0.7516374588012695,Positive,1.3333333730697632,False,0.451621949672699,0.0,0.0,0.0,So again I really think you should pick it up
209758$_$3,Positive,0.4875359535217285,0.42487695813179016,0.1800641566514969,0.39505887031555176,0.42487695813179016,Neutral,0.0,True,0.4875359535217285,0.0,0.0,0.0,Of course he was the tallest kid
209758$_$5,Positive,0.44326701760292053,0.49880361557006836,0.057354897260665894,0.44384145736694336,0.49880361557006836,Neutral,0.0,True,0.44326701760292053,0.0,0.0,0.0,So he finds out that he (umm) has a dad somewhere else (uhh) and he travels to New York City
20LfN8ENbhM$_$1,Positive,1.268810749053955,0.8999009132385254,0.04494545981287956,0.05515351891517639,0.8999009132385254,Positive,2.0,False,0.7311892509460449,0.0,0.0,0.0,Therefore he can add value and be a great fit for this organization
210259$_$11,Negative,-1.3876599073410034,0.9038205742835999,0.9038205742835999,0.04840341582894325,0.0477760024368763,Negative,-3.0,False,1.6123400926589966,0.0,0.0,0.0,"It's it's (stutter) not at all good, I'm sorry for the words but that's what the movie is"
210259$_$16,Negative,-1.4436699151992798,0.9043644070625305,0.9043644070625305,0.054276201874017715,0.04135941341519356,Negative,-2.3333332538604736,False,0.8896633386611938,0.0,0.0,0.0,"Do not go in theaters to watch this movie, this (uhh) movie's no good"
210259$_$0,Positive,0.4880492389202118,0.567708432674408,0.03323964402079582,0.3990519046783447,0.567708432674408,Neutral,0.0,True,0.4880492389202118,0.0,0.0,0.0,"Hi, my name is Anaj and today I'm reviewing the movie Lions for Lambs which is currently playing in theaters nationwide"
210259$_$8,Negative,-1.52117919921875,0.9227638244628906,0.9227638244628906,0.04130196198821068,0.035934194922447205,Negative,-2.3333332538604736,False,0.8121540546417236,0.0,0.0,0.0,Everyone I talks to said that it did not make any sense
210433$_$0,Neutral,0.0,0.6299457550048828,0.06436401605606079,0.6299457550048828,0.305690199136734,Neutral,0.0,False,0.0,0.0,0.0,0.25,"Hey guys, today we've got Men In Black Two which is the sequel to the first Men In Black based on the (uhh) I believe it was a Dark Horse comic starring Will Smith and Tommy Lee Jones"
210433$_$7,Negative,-1.4837337732315063,0.9142698645591736,0.9142698645591736,0.038562189787626266,0.047167930752038956,Negative,-2.0,False,0.5162662267684937,0.0,0.0,0.0,"It just wasn't as funny, wasn't as entertaining"
211875$_$4,Positive,0.7300087809562683,0.6815575957298279,0.04927436634898186,0.26916804909706116,0.6815575957298279,Negative,-1.6666666269302368,True,2.3966753482818604,0.0,0.0,0.0,Well if you've seen the previews you've seen the best parts of the movie
211875$_$8,Negative,-0.3796316683292389,0.5830497145652771,0.5830497145652771,0.23965322971343994,0.17729711532592773,Negative,-1.3333333730697632,False,0.9537017345428467,0.0,0.0,0.0,"(umm) Just, it (stutter) oh my gosh it's so (stutter) my eleven year old son did, about halfway through he was ready to go home"
213327$_$6,Negative,-0.67634516954422,0.6074982285499573,0.6074982285499573,0.2466154247522354,0.1458863466978073,Negative,-2.3333332538604736,False,1.6569881439208984,0.0,0.0,0.23076923076923073,I (umm) like I said definitely do not waste your eighty-eight minutes (umm) xxx (umm) watching this
213327$_$8,Negative,-0.27863141894340515,0.4580043852329254,0.4580043852329254,0.3047904968261719,0.23720510303974152,Negative,-2.0,False,1.7213685512542725,0.0,0.0,0.0,"If you're looking for comedy, then {laughter} rent or buy a comedy and if you're looking for something that's going to scare you, then I would definitely just rent or buy a horror movie because this movie just didn't do it for me"
215318$_$12,Neutral,0.0,0.46901416778564453,0.39745989441871643,0.46901416778564453,0.13352590799331665,Neutral,0.0,False,0.0,0.0,0.0,0.5483870967741935,"(umm) Two of em, for ""Overprotective"" and ""I'm Not A Girl, I'm Not Yet A Woman"""
221137$_$2,Neutral,0.0,0.5476827621459961,0.06336704641580582,0.5476827621459961,0.3889501392841339,Neutral,0.0,False,0.0,0.0,0.0,0.875,"And Smiley face is (umm) kind of the same (uhh) genre of movies as (umm) you know the Cheech and Chong movies, and (uhh) Half Baked, Grandma's Boy, that kind of like stoner movie"
221137$_$5,Negative,-1.1363948583602905,0.849485456943512,0.849485456943512,0.07082533091306686,0.07968922704458237,Negative,-2.0,False,0.8636051416397095,0.0,0.0,0.0,"But (umm) it's not funny (umm) it's really really just a bad movie and (uhh) if you want to see a good stoner movie see Half Baked, it's really funny"
221153$_$14,Negative,-1.1847556829452515,0.8398831486701965,0.8398831486701965,0.09550675004720688,0.06461009383201599,Negative,-1.6666666269302368,False,0.48191094398498535,0.0,0.0,0.0,I'd probably only give it a two out of five stars
221153$_$16,Negative,-0.6403465867042542,0.6928988099098206,0.6928988099098206,0.16386188566684723,0.14323924481868744,Negative,-0.6666666865348816,False,0.02632009983062744,0.0,0.0,0.0,But two out of five stars
221153$_$6,Neutral,0.0,0.5389014482498169,0.31527599692344666,0.5389014482498169,0.14582258462905884,Neutral,0.0,False,0.0,0.0,0.0,0.0,And so (umm) that's exactly what they do
221153$_$20,Neutral,0.0,0.5988248586654663,0.11415091902017593,0.5988248586654663,0.28702422976493835,Positive,0.3333333432674408,True,0.3333333432674408,0.0,0.0,0.0,"(uhh) three thousand Miles to Graceland, Kurt Russell and Kevin Costner"
22373$_$10,Negative,-1.4340177774429321,0.9021736979484558,0.9021736979484558,0.04607011750340462,0.05175618454813957,Negative,-2.6666667461395264,False,1.2326489686965942,0.0,0.0,0.0,"(umm) It's, it (stutter), I wouldn't suggest this, it's (uhh) not a, not a very great movie, not all very well put together"
22373$_$1,Neutral,0.0,0.7317290306091309,0.0738103985786438,0.7317290306091309,0.19446055591106415,Neutral,0.0,False,0.0,0.0,0.0,0.6,It has Michael Douglas and Val Kilmer in it
22373$_$2,Negative,-0.5382158756256104,0.601774275302887,0.601774275302887,0.2254747599363327,0.17275100946426392,Negative,-2.3333332538604736,False,1.7951173782348633,0.0,0.0,0.0625,"(umm) I don't think is one of the best movies (uhh) ever it's about (umm) is about (uhh) two guys who go to Africa because they've been called upon because (uhh) a village over there in East Africa, this is set in 1996, has a problem because there's two man-eating lion, lions (stutter) who are (uhh) killing a lot of the people there"
22373$_$7,Neutral,0.0,0.46405088901519775,0.391997367143631,0.46405088901519775,0.14395169913768768,Neutral,0.0,False,0.0,0.0,0.0,0.4883720930232558,"But (uhh) (uhh) this is (uhh) I wouldn't, it's not really a action movie I'd classify more as like a, it's like a story"
224263$_$13,Positive,1.258607029914856,0.8828751444816589,0.04887743666768074,0.06824731826782227,0.8828751444816589,Positive,0.6666666865348816,False,0.5919403433799744,0.0,0.0,0.0,Those are all great movies
224263$_$14,Negative,-1.1855888366699219,0.8810646533966064,0.8810646533966064,0.061223339289426804,0.05771205201745033,Negative,-2.3333332538604736,False,1.1477444171905518,0.0,0.0,0.0,This movie just jumped on the superhero bandwagon and just did not do a good job at retelling the true story of the Fantastic Four group
224263$_$3,Negative,-1.515067458152771,0.9189426302909851,0.9189426302909851,0.041096653789281845,0.03996080160140991,Negative,-2.3333332538604736,False,0.8182657957077026,0.0,0.0,0.0,The movie is just really not that great
224370$_$3,Negative,-0.9755313396453857,0.7914454340934753,0.7914454340934753,0.13969780504703522,0.06885678321123123,Negative,-2.0,False,1.0244686603546143,0.0,0.0,0.0,Do not go out there and watch it
224370$_$5,Positive,0.1768532544374466,0.36488792300224304,0.31776347756385803,0.3173485994338989,0.36488792300224304,Negative,-2.6666667461395264,True,2.843519926071167,0.0,0.0,0.0,Usually I'm a big Nicholas Cage fan but this time he completely missed his mark
224370$_$11,Negative,-0.05862194299697876,0.4231816232204437,0.4231816232204437,0.38153454661369324,0.19528378546237946,Positive,0.3333333432674408,True,0.39195528626441956,0.0,0.0,0.0,Running across the room is very dramatic when everyone is shooting at you
224370$_$15,Negative,-0.7147936820983887,0.6861474514007568,0.6861474514007568,0.21104200184345245,0.10281049460172653,Negative,-1.6666666269302368,False,0.9518729448318481,0.0,0.0,0.0,"(umm) There's a scene where they mix actual real life cannon firing video with filmed video, and it's just very awkward to watch"
