样本编号,预测极性,预测强度,预测最大概率,负向概率,中性概率,正向概率,真实极性,真实强度,分类是否错误,绝对误差,文本不可用比例,语音不可用比例,视觉不可用比例,文本
112433$_$3,Negative,-0.6943557858467102,0.7132729887962341,0.7132729887962341,0.1650179773569107,0.12170902639627457,Negative,-0.3333333432674408,False,0.3610224425792694,0.0,0.0,0.0,Half the movie was not fighting was you know backstabbing and underhand dealings and you never know who was on who's team and what was going on
112433$_$7,Negative,-0.4483984708786011,0.6377730965614319,0.6377730965614319,0.12116003036499023,0.24106687307357788,Negative,-0.6666666865348816,False,0.21826821565628052,0.0,0.0,0.0,You're really not missing out on anything
112433$_$6,Negative,-1.2596691846847534,0.8599374294281006,0.8599374294281006,0.06216641142964363,0.07789617031812668,Negative,-1.3333333730697632,False,0.07366418838500977,0.0,0.0,0.0,"(umm) Really, (uhh) unless you're a die hard fan, I would not recommend this one"
117tQqLjza4$_$6,Positive,0.443511039018631,0.532628059387207,0.05201544240117073,0.41535648703575134,0.532628059387207,Positive,0.6666666865348816,False,0.2231556475162506,0.0,0.0,0.0,"Dell has dell.com, one of the largest sites on the internet."
11j7EfglCAs$_$2,Neutral,0.0,0.5637459754943848,0.07315728068351746,0.5637459754943848,0.3630967438220978,Positive,0.6666666865348816,True,0.6666666865348816,0.0,0.0,0.33333333333333337,It secures the fact that the creditor is going to be repaid for the service that they're giving.
121128$_$10,Positive,0.5935516953468323,0.6635861992835999,0.22225846350193024,0.11415532976388931,0.6635861992835999,Positive,2.0,False,1.4064483642578125,0.0,0.0,0.0,(umm) But I still think that kids would enjoy it equally as well
121128$_$1,Neutral,0.0,0.675116240978241,0.11619168519973755,0.675116240978241,0.20869199931621552,Neutral,0.0,False,0.0,0.0,0.0,0.0,(uhh) It's a movie about a rat who lives in the French countryside but (umm) he dreams of becoming a famous chef
121128$_$0,Neutral,0.0,0.641383945941925,0.0877571702003479,0.641383945941925,0.27085888385772705,Neutral,0.0,False,0.0,0.0,0.0,0.0,This is a review of the movie Ratatouille
121128$_$5,Positive,1.038737416267395,0.7906355857849121,0.07376572489738464,0.13559874892234802,0.7906355857849121,Positive,3.0,False,1.961262583732605,0.0,0.0,0.0,(umm) This movie was excellent
125344$_$0,Negative,-0.9600911736488342,0.752796471118927,0.752796471118927,0.15360181033611298,0.09360170364379883,Positive,0.6666666865348816,True,1.6267578601837158,0.0,0.0,0.7083333333333333,"Harry Potter and the Order of the Phoenix yes Harry Potter's back and I think he's forty seven in this one no no he's not that old but (stutter) he's starting to look old in the movies they're all starting to look all grown up, and (umm) I'll admit it that I'm I'm (stutter) a dork and I enjoy the Harry Potter movies not saying everybody that enjoys Harry Potter movie is necessarily a dork, but (umm) I'm an older gentleman and I enjoy the kid movies but (umm) it's a very good movie (stutter) I mean the the the (stutter) movies in general are very good they the first one was really good the second one was still pretty good, and they just went on downhill from down there, this one wasn't very good I mean I didn't think it was that good (umm) Harry's back in school yet again and I think this is his fifth year, and (umm) this time new people are taking over Hogwart the school, see I told you I'm a dork I know the names of the school, and (umm) they're trying to discredit Harry saying that Lord the the (stutter) bad guys coming back I don't know his name Valdemort, Valdemont (stutter) I know it begins with a V I know that much but they're trying to discredit him and (umm) to me it just seems I don't know maybe i'm growing up whenever the first one came out I was a little younger than I am now but (umm) I didn't enjoy this one and I'm sure kids will enjoy it, I I (stutter) mean there was a lot of magic and the acting in it was really good, and (umm) the scenes were really good the (umm) the magic scenes looked awesome, but (umm) I just didn't enjoy it"
125676$_$0,Positive,0.5890949964523315,0.6063832640647888,0.10143885016441345,0.29217788577079773,0.6063832640647888,Negative,-0.3333333432674408,True,0.9224283695220947,0.0,0.0,0.0,Hi today I'm gonna review this DVD Ten Items or Less
125676$_$4,Positive,0.9093334078788757,0.7828996181488037,0.04013225436210632,0.17696817219257355,0.7828996181488037,Positive,2.0,False,1.0906665325164795,0.0,0.0,0.0,The character {cough} the characters (umm) you really learn to enjoy their (umm) their bond that they build between each other
128059$_$11,Negative,-1.321935772895813,0.880473792552948,0.880473792552948,0.04595586657524109,0.07357034087181091,Negative,-1.0,False,0.321935772895813,0.0,0.0,0.0,"It's not even, unfortunately it's not even that great of a popcorn flick but you know, if you like this kind of movie you know, you probably wanna pick it up"
128059$_$12,Negative,-0.684474766254425,0.666138231754303,0.666138231754303,0.22207395732402802,0.11178784817457199,Positive,0.6666666865348816,True,1.3511414527893066,0.0,0.0,0.0625,(uhh) Special features is not so bad (uhh) you know
128059$_$2,Negative,-1.1436247825622559,0.8440613746643066,0.8440613746643066,0.07506882399320602,0.08086992055177689,Negative,-1.6666666269302368,False,0.523041844367981,0.0,0.0,0.0,I wasn't I'm not a huge fan of Fantastic Four
128059$_$7,Neutral,0.0,0.5079721808433533,0.31190675497055054,0.5079721808433533,0.18012110888957977,Neutral,0.0,False,0.0,0.0,0.0,0.0,"(uhh) You know, if you don't know what it's about (uhh) you know it's a team of scientists that go up into space to explore this kind of radiation field that's going by earth and you know it ends up you know destroying their station and when they get back they all develop super powers you know"
128059$_$6,Negative,-0.9612988829612732,0.7972321510314941,0.7972321510314941,0.09745132923126221,0.10531648993492126,Positive,1.0,True,1.961298942565918,0.0,0.0,0.0,"You know, the people the people (stutter) who get this you know, Jessica Alba's a good actress too but (uhh) he just you know, gives a pretty decent performance or worthwhile performance you know, a bunch"
128059$_$9,Negative,-1.0629258155822754,0.7680360674858093,0.7680360674858093,0.14335310459136963,0.08861085027456284,Positive,0.3333333432674408,True,1.3962591886520386,0.0,0.0,0.0,"(umm) You know like I said, it's it's (stutter) an alright movie"
128763$_$12,Negative,-0.20962972939014435,0.5250658392906189,0.5250658392906189,0.22255997359752655,0.25237420201301575,Negative,-0.6666666865348816,False,0.45703697204589844,0.0,0.0,0.0,I mean if you're into that kind of stuff then I mean I would suggest it
128763$_$3,Negative,-1.415976881980896,0.8805583119392395,0.8805583119392395,0.06798592954874039,0.05145569145679474,Negative,-1.6666666269302368,False,0.2506897449493408,0.0,0.0,0.0,"(umm) There was Jeepers Creepers one, and (umm) I mean I didn't like this movie"
128763$_$2,Neutral,0.0,0.5627853870391846,0.3145723044872284,0.5627853870391846,0.12264233827590942,Neutral,0.0,False,0.0,0.0,0.0,0.0,(umm) This is the (uhh) second movie
128763$_$5,Neutral,0.0,0.635948657989502,0.19988715648651123,0.635948657989502,0.164164200425148,Neutral,0.0,False,0.0,0.0,0.0,0.0,It was about this (umm) high school team
128763$_$7,Negative,-1.1393030881881714,0.8238086104393005,0.8238086104393005,0.10930121690034866,0.0668901801109314,Negative,-0.3333333432674408,False,0.8059697151184082,0.0,0.0,0.0,They're just trying to survive (umm) I mean like anyone would do
128763$_$8,Negative,-0.8345633149147034,0.7441688179969788,0.7441688179969788,0.1675809621810913,0.08825019001960754,Neutral,0.0,True,0.8345633149147034,0.0,0.0,0.0,They're definitely just trying to survive
130456$_$11,Negative,-1.2202603816986084,0.8760986924171448,0.8760986924171448,0.04726150631904602,0.07663976401090622,Positive,1.6666666269302368,True,2.8869271278381348,0.0,0.0,0.0,"It it (stutter) involves like, (uhh) theoretical physics and just so much stuff and Donnie Darko no matter how weird he is is still really funny"
130456$_$3,Negative,-0.621032178401947,0.7127017378807068,0.7127017378807068,0.09450366348028183,0.1927945762872696,Positive,2.3333332538604736,True,2.9543654918670654,0.0,0.0,0.26315789473684215,"(uhh) It's, out of five stars, I would give it a five"
130456$_$5,Negative,-1.0234559774398804,0.7672593593597412,0.7672593593597412,0.1545104831457138,0.07823014259338379,Negative,-0.3333333432674408,False,0.6901226043701172,0.0,0.0,0.0,And He's he's a very weird kid
130456$_$4,Neutral,0.0,0.6016069054603577,0.2430720180273056,0.6016069054603577,0.1553211212158203,Neutral,0.0,False,0.0,0.0,0.0,0.0,"(umm) It follows this boy Donnie Darko, played by (uhh) Jake Gyllenhaal"
130456$_$7,Negative,-1.301216721534729,0.8486931920051575,0.8486931920051575,0.09530404955148697,0.05600275471806526,Negative,-0.3333333432674408,False,0.9678833484649658,0.0,0.0,0.0,(umm) It's definitely dark
130456$_$6,Negative,-0.5927637219429016,0.5954912900924683,0.5954912900924683,0.2986381947994232,0.10587051510810852,Positive,0.3333333432674408,True,0.92609703540802,0.0,0.0,0.0,(umm) He sees this this (stutter) like demented bunny who tells him when the world is going to end and Donnie just has to figure everything out
188343$_$13,Negative,-1.0771995782852173,0.8086040019989014,0.8086040019989014,0.09704337269067764,0.09435262531042099,Positive,1.0,True,2.0771994590759277,0.0,0.0,0.0,(uhh) But (uhh) like I said it might be (uhh) good for a laugh (umm) if you really like monster movies or if you (uhh) like Japanese films
188343$_$12,Negative,-1.5660418272018433,0.9116619229316711,0.9116619229316711,0.042781468480825424,0.04555671289563179,Negative,-2.0,False,0.43395817279815674,0.0,0.0,0.0,(uhh) But all in all it's it's (stutter) not a very good movie and so I would not recommend it
188343$_$5,Negative,-0.6493141651153564,0.6104351878166199,0.6104351878166199,0.2599502503871918,0.12961459159851074,Neutral,0.0,True,0.6493141651153564,0.0,0.0,0.0,(umm) Where it's about to drop in the water and (uhh) mayhem begins
188343$_$9,Negative,-0.5948399901390076,0.6490957140922546,0.6490957140922546,0.15811611711978912,0.19278813898563385,Positive,1.0,True,1.5948400497436523,0.0,0.0,0.0,(uhh) But (uhh) if you enjoy seeing foreign films (umm) you might (uhh) have a little fun with it
188343$_$8,Negative,-1.403159737586975,0.8796936869621277,0.8796936869621277,0.06977368891239166,0.05053257942199707,Negative,-1.3333333730697632,False,0.06982636451721191,0.0,0.0,0.0,(uhh) We actually had to skip through some of the movie because it just got so drawn out
1HK7Nea0PFo$_$1,Negative,-0.6152570843696594,0.6936008334159851,0.6936008334159851,0.19063027203083038,0.11576894670724869,Neutral,0.0,True,0.6152570843696594,0.0,0.0,0.0,But now I think our . . . our hardest work is . . . legitimacy.
216097$_$1,Negative,-0.6351639032363892,0.5637096762657166,0.5637096762657166,0.33673274517059326,0.09955760836601257,Negative,-1.0,False,0.36483609676361084,0.0,0.0,0.6923076923076923,(umm) There are really no known actors are in this movie
216097$_$2,Neutral,0.0,0.6435278058052063,0.1609824150800705,0.6435278058052063,0.1954898089170456,Neutral,0.0,False,0.0,0.0,0.0,0.08333333333333337,(umm) It's directed by George Pal who did many other (uhh) science fiction movies during the fifties
216097$_$5,Neutral,0.0,0.5386815071105957,0.1645403653383255,0.5386815071105957,0.2967781722545624,Negative,-0.3333333432674408,True,0.3333333432674408,0.0,0.0,0.15625,So he goes to private invest investors (stutter) and a few millionaires (uhh) decide yes (uhh) the human population is worth saving
216097$_$4,Negative,-1.0441464185714722,0.8328204154968262,0.8328204154968262,0.08945604413747787,0.07772348076105118,Neutral,0.0,True,1.0441464185714722,0.0,0.0,0.08695652173913049,He goes to the world governments who think he's a crackpot and really have no interest in building a rocket ship to try to (uhh) save a few people kind of like a Noah's arc to another planet
216097$_$7,Positive,0.7795104384422302,0.7077733874320984,0.1913476437330246,0.1008790135383606,0.7077733874320984,Negative,-0.3333333432674408,True,1.1128437519073486,0.0,0.0,0.08333333333333337,"He's able to save forty people (uhh) on his rocket ship, which I found pretty interesting since he has thousands working for him to build his rocket ship and most of them know that hey, the only chance is for forty people getting out so why am I wasting all this time and energy to helping forty people get away when the astronomer, his daughter and her two boyfriends are already guaranteed four of the forty spots on the rocket ship"
216097$_$8,Negative,-1.392993450164795,0.8695352077484131,0.8695352077484131,0.07256605476140976,0.05789875611662865,Negative,-1.6666666269302368,False,0.2736731767654419,0.0,0.0,0.9166666666666666,(umm) The special effects aren't all that good
223431$_$11,Negative,-1.1793097257614136,0.8210384249687195,0.8210384249687195,0.11227884143590927,0.06668278574943542,Negative,-1.3333333730697632,False,0.1540236473083496,0.0,0.0,0.0,"Don't expect much in in (stutter) acting or anything like that, it's pretty much just classic Alien Versus Predators"
223431$_$10,Positive,0.3759705722332001,0.5237392783164978,0.2240760773420334,0.25218459963798523,0.5237392783164978,Negative,-1.0,True,1.3759706020355225,0.0,0.0,0.0,(umm) Definitely gets tireless after a while {laugh}
223431$_$13,Negative,-1.3364230394363403,0.8500714302062988,0.8500714302062988,0.09214774519205093,0.05778084322810173,Negative,-2.3333332538604736,False,0.9969102144241333,0.0,0.0,0.0,(uhh) I don't think you should go see this in theater or even pay matinee for this
223431$_$0,Neutral,0.0,0.5368046760559082,0.06200380623340607,0.5368046760559082,0.40119144320487976,Positive,0.3333333432674408,True,0.3333333432674408,0.0,0.0,0.0,Hello expo
223431$_$5,Negative,-0.42049047350883484,0.5070027112960815,0.5070027112960815,0.336290568113327,0.15670673549175262,Neutral,0.0,True,0.42049047350883484,0.0,0.0,0.0,Crashes on earth in a small town and aliens get loose and start killing all the inhabitants
225770$_$3,Neutral,0.0,0.4676389992237091,0.37429681420326233,0.4676389992237091,0.15806420147418976,Negative,-1.3333333730697632,True,1.3333333730697632,0.0,0.0,0.0,(umm) I expected something more along the lines of an The (stutter) Exorcist (umm) where it actually shows the story of the girl and the priest coming in and and performing the exorcism and going through it step by step like that and that just doesn't happen in this movie
225770$_$5,Neutral,0.0,0.5998570322990417,0.16972307860851288,0.5998570322990417,0.23041991889476776,Negative,-0.3333333432674408,True,0.3333333432674408,0.0,0.0,0.0,And it starts at his trial
225770$_$4,Neutral,0.0,0.6414244771003723,0.18944334983825684,0.6414244771003723,0.16913212835788727,Neutral,0.0,False,0.0,0.0,0.0,0.0,(umm) This is actually told (uhh) from the point of view of a priest who (umm) performed the exorcism on Emily Rose
225770$_$6,Neutral,0.0,0.5235959887504578,0.2866257429122925,0.5235959887504578,0.18977831304073334,Neutral,0.0,False,0.0,0.0,0.0,0.0,He's on trial for (umm) completing that exorcism and the only time you get to see Emily Rose is actually through flashbacks or through his storytelling
236021$_$12,Positive,0.35468101501464844,0.4338442087173462,0.183573916554451,0.3825818598270416,0.4338442087173462,Positive,1.3333333730697632,False,0.9786523580551147,0.0,0.0,0.0,"(uhh) Go check it out, if you want"
236021$_$1,Neutral,0.0,0.6790432333946228,0.11971468478441238,0.6790432333946228,0.20124207437038422,Positive,0.3333333432674408,True,0.3333333432674408,0.0,0.0,0.0,(umm) It's currently out in theaters and it's about this guy named Fred and he is Santa Claus's brother
236021$_$3,Negative,-1.3842296600341797,0.8638959527015686,0.8638959527015686,0.07702870666980743,0.05907531455159187,Neutral,0.0,True,1.3842296600341797,0.0,0.0,0.0,He thinks the whole situation is silly
236021$_$2,Positive,0.1812501698732376,0.47861361503601074,0.37888315320014954,0.14250321686267853,0.47861361503601074,Neutral,0.0,True,0.1812501698732376,0.0,0.0,0.0,And it's around the holiday times when everyone's getting ready for Christmas and they're getting all their toys set and (umm) so they have their little family get togethers and (umm) Fred doesn't really get along with anybody really
236021$_$5,Negative,-0.8197391629219055,0.6417182087898254,0.6417182087898254,0.2433406561613083,0.11494120210409164,Negative,-0.6666666865348816,False,0.15307247638702393,0.0,0.0,0.0,It's (uhh) it's kind of a kid movie
236021$_$4,Negative,-0.8640959858894348,0.8221047520637512,0.8221047520637512,0.0871296301484108,0.09076567739248276,Positive,0.6666666865348816,True,1.5307626724243164,0.0,0.0,0.0,"So he kind of (uhh) steps in one day and looks after things at the North Pole and then it turns into this big party and everything goes kind of crazy havocy and so, Santa Claus's brother doesn't really like that too much and so I don't know"
237009$_$11,Negative,-0.7488560080528259,0.6773568987846375,0.6773568987846375,0.2316714972257614,0.0909717008471489,Negative,-3.0,False,2.2511439323425293,0.0,0.0,0.0,"(umm), it should be rated junk"
237009$_$12,Negative,-1.2986592054367065,0.8644821047782898,0.8644821047782898,0.07104392349720001,0.06447401642799377,Negative,-2.6666667461395264,False,1.3680075407028198,0.0,0.0,0.0,"(umm), so if (uhh) you really want to (umm) yeah, don't don't (stutter) waste your time, it's it's (stutter) really terrible"
237009$_$4,Negative,-0.3235663175582886,0.5473602414131165,0.5473602414131165,0.16681011021137238,0.28582966327667236,Positive,0.3333333432674408,True,0.6568996906280518,0.0,0.0,0.5789473684210527,"(umm), I think since they had (umm) such a good one the first time"
237009$_$7,Negative,-1.453688621520996,0.9027886986732483,0.9027886986732483,0.04633469507098198,0.05087653174996376,Negative,-3.0,False,1.546311378479004,0.0,0.0,0.0,(umm) I was just greatly disappointed
237009$_$9,Negative,-1.1413178443908691,0.8018085360527039,0.8018085360527039,0.1321227103471756,0.06606877595186234,Neutral,0.0,True,1.1413178443908691,0.0,0.0,0.0,(umm) it's (uhh) not rated
241629$_$10,Negative,-1.5126495361328125,0.9043190479278564,0.9043190479278564,0.03938431665301323,0.05629661679267883,Negative,-1.6666666269302368,False,0.15401709079742432,0.0,0.0,0.5,So overall I would not recommend seeing this movie I would give it two out of five stars
241629$_$0,Positive,0.9145514369010925,0.7434449791908264,0.049590930342674255,0.20696406066417694,0.7434449791908264,Positive,1.0,False,0.08544856309890747,0.0,0.0,0.0,Hello and welcome to my review of the movie Twenty-Seven Dresses
241629$_$3,Positive,0.12976963818073273,0.4742180407047272,0.4320457875728607,0.09373614937067032,0.4742180407047272,Positive,2.3333332538604736,False,2.203563690185547,0.0,0.0,0.0,(uhh) Knocked Up was a hilarious movie that I really enjoyed and (uhh) was expecting something along that lines for this movie
241629$_$5,Negative,-0.9978151321411133,0.7777814269065857,0.7777814269065857,0.14206011593341827,0.0801585242152214,Negative,-0.3333333432674408,False,0.6644817590713501,0.0,0.0,0.0,(uhh) She's been in twenty-seven different weddings and has twenty-seven hideous bridesmaid dresses to prove it
241629$_$8,Negative,-1.5256379842758179,0.8972263932228088,0.8972263932228088,0.05108703672885895,0.051686543971300125,Negative,-0.3333333432674408,False,1.1923046112060547,0.0,0.0,0.0,"(uhh) It's just you know, I had a few laughs and that sort of thing but nothing you know just, compared to Knocked Up which was just absolutely fall on the floor laughs I didn't think it was nearly as good"
243646$_$11,Negative,-1.2506428956985474,0.84138423204422,0.84138423204422,0.0970904529094696,0.06152525544166565,Negative,-0.6666666865348816,False,0.5839762091636658,0.0,0.0,0.0,"Like, like (stutter) I am saying, you know, I don't know"
243646$_$12,Negative,-1.29173743724823,0.8624919056892395,0.8624919056892395,0.06551555544137955,0.07199255377054214,Negative,-1.3333333730697632,False,0.0415959358215332,0.0,0.0,0.0,"I just, I didn't (stutter) think the movie was that good and (umm) without ruining anything just I mean, think about your morals {laughs} so that's my (uhh) opinion on this and what will he do you know Is he going to be a man What's he going to do But Alright this is The Heartbreak Kid"
243646$_$9,Neutral,0.0,0.6469619870185852,0.16978682577610016,0.6469619870185852,0.18325118720531464,Neutral,0.0,False,0.0,0.0,0.0,0.0,Case
243646$_$8,Neutral,0.0,0.6784579753875732,0.11972329765558243,0.6784579753875732,0.20181874930858612,Neutral,0.0,False,0.0,0.0,0.0,0.0,(umm) There's the movie as you can see
247318$_$12,Negative,-1.4548397064208984,0.8898215293884277,0.8898215293884277,0.06256964057683945,0.047608789056539536,Negative,-2.0,False,0.5451602935791016,0.0,0.0,0.0,(umm) It just didn't do it for me though
247318$_$1,Neutral,0.0,0.563132643699646,0.08424729853868484,0.563132643699646,0.35262012481689453,Neutral,0.0,False,0.0,0.0,0.0,0.0,Today I have for you a review of a movie currently in theaters the Bee Movie
247318$_$3,Negative,-0.5193467140197754,0.5135419368743896,0.5135419368743896,0.3546094000339508,0.13184864819049835,Negative,-2.3333332538604736,False,1.8139865398406982,0.0,0.0,0.0,B here standing for bad
247318$_$2,Negative,-0.44242003560066223,0.48933935165405273,0.48933935165405273,0.334678053855896,0.17598259449005127,Negative,-1.6666666269302368,False,1.224246621131897,0.0,0.0,0.0,"(uhh) In my opinion the Bee Movie is exactly that, a B movie"
247318$_$5,Negative,-0.4007608890533447,0.5035768747329712,0.5035768747329712,0.31381142139434814,0.18261165916919708,Negative,-0.3333333432674408,False,0.06742754578590393,0.0,0.0,0.0,"It was supposed to be a comedy, an animation and perhaps a kids movie and it was that"
247318$_$7,Negative,-1.4930397272109985,0.8857725262641907,0.8857725262641907,0.06350336223840714,0.05072406306862831,Negative,-2.0,False,0.5069602727890015,0.0,0.0,0.0,It wasn't very funny
247318$_$6,Neutral,0.0,0.668048083782196,0.13486622273921967,0.668048083782196,0.19708572328090668,Negative,-0.3333333432674408,True,0.3333333432674408,0.0,0.0,0.0,It was a kids movie
252998$_$1,Neutral,0.0,0.5368080139160156,0.2413264960050583,0.5368080139160156,0.2218654900789261,Neutral,0.0,False,0.0,0.0,0.0,0.0,"Starring Parker Posey, Josh Hamilton, (umm) Tori Spelling, Freddie Prinz Junior"
252998$_$0,Neutral,0.0,0.6148442625999451,0.11580222845077515,0.6148442625999451,0.2693535387516022,Neutral,0.0,False,0.0,0.0,0.0,0.0,"Hi, I'm here to review the movie The House of Yes"
252998$_$5,Negative,-1.552634596824646,0.9066925048828125,0.9066925048828125,0.04168799892067909,0.0516195110976696,Negative,-1.3333333730697632,False,0.2193012237548828,0.0,0.0,0.0,"(uhh) The movie is billed as a dark comedy but (uhh) I didn't really find it all that funny, I found it kind of ridiculous and (uhh) maybe bizarre"
