sample_id,video_id,true_class,predicted_class,correct,negative_probability,neutral_probability,positive_probability,true_intensity,predicted_intensity,absolute_error
102858$_$1,102858,Positive,Positive,True,0.03593340143561363,0.36561399698257446,0.5984525680541992,0.3333333432674408,0.622289776802063,0.2889564335346222
102858$_$0,102858,Positive,Positive,True,0.11217740923166275,0.4034336805343628,0.48438888788223267,0.3333333432674408,0.39121919870376587,0.05788585543632507
102858$_$3,102858,Positive,Neutral,False,0.05424482747912407,0.6235368251800537,0.3222183883190155,0.3333333432674408,0.2166086584329605,0.11672468483448029
102858$_$2,102858,Positive,Positive,True,0.05941370502114296,0.11002418398857117,0.830562174320221,1.6666666269302368,1.1157385110855103,0.5509281158447266
102858$_$5,102858,Positive,Positive,True,0.17593589425086975,0.07761099189519882,0.7464531064033508,2.6666667461395264,1.0491225719451904,1.617544174194336
102858$_$4,102858,Positive,Positive,True,0.05771408975124359,0.09358681738376617,0.8486990928649902,3.0,1.3265844583511353,1.6734155416488647
102858$_$7,102858,Neutral,Neutral,True,0.11068844795227051,0.6100475192070007,0.27926400303840637,0.0,0.22967413067817688,0.22967413067817688
102858$_$6,102858,Positive,Positive,True,0.11520776897668839,0.2087862193584442,0.676006019115448,2.6666667461395264,0.7162947058677673,1.9503719806671143
102858$_$9,102858,Negative,Neutral,False,0.2754485607147217,0.5488658547401428,0.17568561434745789,-0.3333333432674408,-0.011296379379928112,0.3220369517803192
102858$_$8,102858,Negative,Positive,False,0.3418809175491333,0.13227945566177368,0.525839626789093,-0.3333333432674408,0.36958006024360657,0.7029134035110474
102858$_$11,102858,Negative,Negative,True,0.8167540431022644,0.11749004572629929,0.0657559409737587,-0.6666666865348816,-0.9605380892753601,0.2938714027404785
102858$_$10,102858,Positive,Positive,True,0.042749591171741486,0.03220450505614281,0.9250459671020508,2.0,1.7361247539520264,0.26387524604797363
102858$_$13,102858,Neutral,Neutral,True,0.18236757814884186,0.4796350598335266,0.33799728751182556,0.0,0.21552923321723938,0.21552923321723938
102858$_$12,102858,Positive,Positive,True,0.07447052747011185,0.38221365213394165,0.5433158278465271,0.3333333432674408,0.4584718942642212,0.1251385509967804
102858$_$15,102858,Neutral,Positive,False,0.08447971194982529,0.4287174344062805,0.4868028461933136,0.0,0.3926490545272827,0.3926490545272827
102858$_$14,102858,Positive,Neutral,False,0.2503814399242401,0.4184924364089966,0.3311261236667633,0.6666666865348816,0.12077624350786209,0.5458904504776001
102858$_$17,102858,Positive,Positive,True,0.25791478157043457,0.34317144751548767,0.398913711309433,1.0,0.14951972663402557,0.8504802584648132
102858$_$16,102858,Negative,Positive,False,0.1620095819234848,0.4115043580532074,0.4264861047267914,-0.3333333432674408,0.2776879668235779,0.6110212802886963
102858$_$19,102858,Neutral,Neutral,True,0.12275765091180801,0.5367763638496399,0.3404659628868103,0.0,0.23010417819023132,0.23010417819023132
102858$_$18,102858,Neutral,Positive,False,0.05718815326690674,0.22289997339248657,0.7199119329452515,0.0,0.7568886280059814,0.7568886280059814
112433$_$10,112433,Neutral,Neutral,True,0.3055743873119354,0.4991653859615326,0.19526024162769318,0.0,-0.036429889500141144,0.036429889500141144
112433$_$1,112433,Negative,Negative,True,0.9537153840065002,0.02583635225892067,0.020448284223675728,-2.0,-1.5885075330734253,0.4114924669265747
112433$_$0,112433,Neutral,Positive,False,0.037188321352005005,0.3704451322555542,0.5923665165901184,0.0,0.490236759185791,0.490236759185791
112433$_$3,112433,Negative,Negative,True,0.9259364008903503,0.04685879498720169,0.0272047221660614,-0.3333333432674408,-1.3664146661758423,1.033081293106079
112433$_$2,112433,Negative,Negative,True,0.9626855850219727,0.02590257115662098,0.011411798186600208,-2.3333332538604736,-1.7239335775375366,0.609399676322937
112433$_$5,112433,Negative,Negative,True,0.8884475231170654,0.07932025194168091,0.03223218768835068,-1.3333333730697632,-1.2770999670028687,0.05623340606689453
112433$_$4,112433,Negative,Negative,True,0.8877134323120117,0.06190044432878494,0.05038612335920334,-1.3333333730697632,-1.3152021169662476,0.018131256103515625
112433$_$7,112433,Negative,Negative,True,0.5179353356361389,0.1020030528306961,0.38006162643432617,-0.6666666865348816,0.1222929060459137,0.7889596223831177
112433$_$6,112433,Negative,Negative,True,0.9776631593704224,0.014864119701087475,0.007472677156329155,-1.3333333730697632,-1.8542287349700928,0.5208953619003296
112433$_$9,112433,Negative,Negative,True,0.9761626720428467,0.013800689950585365,0.010036645457148552,-2.0,-1.8949730396270752,0.1050269603729248
112433$_$8,112433,Negative,Negative,True,0.9195433855056763,0.0642630085349083,0.016193635761737823,-1.3333333730697632,-1.347341775894165,0.014008402824401855
117tQqLjza4$_$8,117tQqLjza4,Neutral,Positive,False,0.017061293125152588,0.08764990419149399,0.8952887654304504,0.0,1.0741918087005615,1.0741918087005615
117tQqLjza4$_$6,117tQqLjza4,Positive,Positive,True,0.015204363502562046,0.09918031841516495,0.8856152892112732,0.6666666865348816,1.0888772010803223,0.4222105145454407
11j7EfglCAs$_$2,11j7EfglCAs,Positive,Neutral,False,0.09573324769735336,0.5747141242027283,0.32955265045166016,0.6666666865348816,0.1905108243227005,0.4761558771133423
11j7EfglCAs$_$4,11j7EfglCAs,Negative,Neutral,False,0.15605340898036957,0.586527407169342,0.2574191689491272,-0.6666666865348816,0.12096769362688065,0.7876343727111816
11j7EfglCAs$_$6,11j7EfglCAs,Positive,Positive,True,0.03348233923316002,0.21255582571029663,0.7539618611335754,0.3333333432674408,0.7121208310127258,0.37878748774528503
121128$_$10,121128,Positive,Positive,True,0.10545088350772858,0.09957552701234818,0.7949736714363098,2.0,0.8988710641860962,1.1011289358139038
121128$_$1,121128,Neutral,Neutral,True,0.07429955154657364,0.855076789855957,0.07062364369630814,0.0,-0.04411887004971504,0.04411887004971504
121128$_$0,121128,Neutral,Neutral,True,0.05958375334739685,0.799866259098053,0.14055000245571136,0.0,0.07635503262281418,0.07635503262281418
121128$_$3,121128,Neutral,Neutral,True,0.1396365612745285,0.6999858617782593,0.16037756204605103,0.0,0.0906132310628891,0.0906132310628891
121128$_$2,121128,Neutral,Neutral,True,0.033408042043447495,0.6657106280326843,0.3008812963962555,0.0,0.2510886788368225,0.2510886788368225
121128$_$5,121128,Positive,Positive,True,0.04995416849851608,0.04807363823056221,0.9019721746444702,3.0,1.7526806592941284,1.2473193407058716
121128$_$4,121128,Neutral,Neutral,True,0.2566382884979248,0.45550447702407837,0.28785720467567444,0.0,0.11552487313747406,0.11552487313747406
121128$_$7,121128,Positive,Positive,True,0.0902457982301712,0.22253994643688202,0.6872142553329468,0.6666666865348816,0.6295737028121948,0.03709298372268677
121128$_$6,121128,Positive,Positive,True,0.08514668047428131,0.1031288281083107,0.8117245435714722,2.0,1.2205479145050049,0.7794520854949951
121128$_$9,121128,Positive,Positive,True,0.3633226752281189,0.21102745831012726,0.4256499111652374,0.3333333432674408,0.18810632824897766,0.14522701501846313
121128$_$8,121128,Neutral,Negative,False,0.685466468334198,0.20476529002189636,0.10976825654506683,0.0,-0.6114699840545654,0.6114699840545654
125344$_$0,125344,Positive,Positive,True,0.37247851490974426,0.1447678506374359,0.4827536344528198,0.6666666865348816,0.3478787839412689,0.31878790259361267
125676$_$10,125676,Negative,Negative,True,0.8696982860565186,0.0634622573852539,0.06683950126171112,-1.6666666269302368,-1.106929898262024,0.5597367286682129
125676$_$1,125676,Positive,Neutral,False,0.027136772871017456,0.8779283761978149,0.09493483603000641,0.6666666865348816,0.12213445454835892,0.5445322394371033
125676$_$0,125676,Negative,Neutral,False,0.061506859958171844,0.6200141310691833,0.31847891211509705,-0.3333333432674408,0.225033700466156,0.5583670139312744
125676$_$3,125676,Negative,Neutral,False,0.056098178029060364,0.653879702091217,0.2900221049785614,-0.3333333432674408,0.23018896579742432,0.5635223388671875
125676$_$2,125676,Negative,Negative,True,0.812958300113678,0.08448107540607452,0.10256056487560272,-0.6666666865348816,-0.9550521969795227,0.2883855104446411
125676$_$5,125676,Negative,Negative,True,0.9765198230743408,0.015338861383497715,0.008141323924064636,-2.3333332538604736,-1.7859935760498047,0.547339677810669
125676$_$4,125676,Positive,Positive,True,0.024807501584291458,0.07208879292011261,0.9031037092208862,2.0,1.3971360921859741,0.6028639078140259
125676$_$7,125676,Negative,Negative,True,0.9737169146537781,0.01399119384586811,0.012291870079934597,-1.6666666269302368,-1.8083629608154297,0.14169633388519287
125676$_$6,125676,Negative,Negative,True,0.8678674697875977,0.0830250084400177,0.04910750687122345,-1.3333333730697632,-1.0076074600219727,0.3257259130477905
125676$_$9,125676,Negative,Negative,True,0.8853937387466431,0.07440038025379181,0.040205854922533035,-0.6666666865348816,-1.237646460533142,0.5709797739982605
125676$_$8,125676,Negative,Neutral,False,0.33254942297935486,0.5874254703521729,0.0800250992178917,-0.3333333432674408,-0.2986278235912323,0.034705519676208496
128059$_$11,128059,Negative,Negative,True,0.9728720784187317,0.015735451132059097,0.011392475105822086,-1.0,-1.8465628623962402,0.8465628623962402
128059$_$10,128059,Negative,Neutral,False,0.2632010579109192,0.36869972944259644,0.3680992126464844,-1.0,0.18225105106830597,1.1822510957717896
128059$_$13,128059,Neutral,Neutral,True,0.03493433818221092,0.7125084400177002,0.2525571882724762,0.0,0.1924448162317276,0.1924448162317276
128059$_$12,128059,Positive,Negative,False,0.45889368653297424,0.28407272696495056,0.2570335865020752,0.6666666865348816,-0.08753163367509842,0.7541983127593994
128059$_$15,128059,Negative,Neutral,False,0.23395080864429474,0.4195261299610138,0.34652307629585266,-0.3333333432674408,0.08935291320085526,0.42268624901771545
128059$_$14,128059,Neutral,Neutral,True,0.040135763585567474,0.8235771656036377,0.13628704845905304,0.0,0.14478445053100586,0.14478445053100586
128059$_$17,128059,Positive,Positive,True,0.10652853548526764,0.20140337944030762,0.6920680999755859,1.0,0.49336153268814087,0.5066384673118591
128059$_$16,128059,Positive,Negative,False,0.43632772564888,0.25103309750556946,0.31263914704322815,0.6666666865348816,0.055172502994537354,0.6114941835403442
128059$_$1,128059,Negative,Negative,True,0.9804428219795227,0.010824490338563919,0.008732601068913937,-2.6666667461395264,-2.111982822418213,0.5546839237213135
128059$_$0,128059,Neutral,Neutral,True,0.058280061930418015,0.8276470899581909,0.11407282948493958,0.0,0.018960660323500633,0.018960660323500633
128059$_$3,128059,Negative,Negative,True,0.6551278829574585,0.18780004978179932,0.1570720672607422,-1.6666666269302368,-0.3778170645236969,1.2888495922088623
128059$_$2,128059,Negative,Negative,True,0.9498946666717529,0.03255214914679527,0.017553254961967468,-1.6666666269302368,-1.3216246366500854,0.34504199028015137
128059$_$5,128059,Positive,Negative,False,0.5934192538261414,0.14460143446922302,0.2619793117046356,1.0,-0.16408498585224152,1.164085030555725
128059$_$4,128059,Negative,Negative,True,0.8106640577316284,0.10427720844745636,0.08505876362323761,-0.3333333432674408,-0.8124712705612183,0.47913792729377747
128059$_$7,128059,Neutral,Neutral,True,0.23947599530220032,0.6265814304351807,0.1339425891637802,0.0,-0.05172912776470184,0.05172912776470184
128059$_$6,128059,Positive,Positive,True,0.2071039229631424,0.12547874450683594,0.6674172878265381,1.0,0.7975398898124695,0.20246011018753052
128059$_$9,128059,Positive,Negative,False,0.5058015584945679,0.1960321068763733,0.29816633462905884,0.3333333432674408,-0.13109709322452545,0.46443045139312744
128059$_$8,128059,Neutral,Neutral,True,0.1916264444589615,0.6083214282989502,0.20005212724208832,0.0,0.0466747060418129,0.0466747060418129
128763$_$11,128763,Negative,Negative,True,0.9815443754196167,0.011450054123997688,0.00700553460046649,-2.6666667461395264,-2.0296785831451416,0.6369881629943848
128763$_$10,128763,Negative,Negative,True,0.9322380423545837,0.04698764160275459,0.0207743588835001,-1.3333333730697632,-1.6161943674087524,0.28286099433898926
128763$_$12,128763,Negative,Positive,False,0.14768321812152863,0.16933336853981018,0.6829833984375,-0.6666666865348816,0.6171458959579468,1.2838125228881836
128763$_$1,128763,Positive,Neutral,False,0.0680723562836647,0.7711209058761597,0.16080673038959503,0.3333333432674408,0.10366574674844742,0.22966760396957397
128763$_$0,128763,Neutral,Neutral,True,0.055252235382795334,0.7231995463371277,0.22154821455478668,0.0,0.13947762548923492,0.13947762548923492
128763$_$3,128763,Negative,Negative,True,0.9720117449760437,0.019718511030077934,0.008269681595265865,-1.6666666269302368,-1.8062845468521118,0.139617919921875
128763$_$2,128763,Neutral,Neutral,True,0.15989835560321808,0.7524973154067993,0.08760432153940201,0.0,-0.10233590751886368,0.10233590751886368
128763$_$5,128763,Neutral,Neutral,True,0.07964909076690674,0.764130175113678,0.15622080862522125,0.0,0.12107855826616287,0.12107855826616287
128763$_$4,128763,Negative,Negative,True,0.9517567753791809,0.034536104649305344,0.01370715256780386,-1.6666666269302368,-1.4189424514770508,0.24772417545318604
128763$_$7,128763,Negative,Negative,True,0.5093961954116821,0.3610040247440338,0.12959973514080048,-0.3333333432674408,-0.3473362326622009,0.014002889394760132
128763$_$6,128763,Neutral,Neutral,True,0.425584077835083,0.47916218638420105,0.09525368362665176,0.0,-0.37951454520225525,0.37951454520225525
128763$_$9,128763,Negative,Negative,True,0.8565764427185059,0.11343292146921158,0.02999061904847622,-0.3333333432674408,-1.2072806358337402,0.873947262763977
128763$_$8,128763,Neutral,Negative,False,0.6227005124092102,0.27112746238708496,0.10617206245660782,0.0,-0.40948981046676636,0.40948981046676636
130456$_$11,130456,Positive,Positive,True,0.3003566265106201,0.08275247365236282,0.6168909072875977,1.6666666269302368,0.6409736275672913,1.0256929397583008
130456$_$10,130456,Neutral,Negative,False,0.7827361822128296,0.15802225470542908,0.05924162268638611,0.0,-0.9436532258987427,0.9436532258987427
130456$_$1,130456,Neutral,Neutral,True,0.09147292375564575,0.8213293552398682,0.08719773590564728,0.0,0.02979927882552147,0.02979927882552147
130456$_$0,130456,Positive,Neutral,False,0.2764277160167694,0.5122189521789551,0.21135331690311432,0.3333333432674408,-0.007090694271028042,0.3404240310192108
130456$_$3,130456,Positive,Negative,False,0.8535759449005127,0.05306295305490494,0.09336104989051819,2.3333332538604736,-1.0222203731536865,3.35555362701416
130456$_$2,130456,Positive,Positive,True,0.05140784755349159,0.10797238349914551,0.8406198024749756,2.6666667461395264,1.1729702949523926,1.4936964511871338
130456$_$5,130456,Negative,Negative,True,0.4107576906681061,0.36417892575263977,0.22506333887577057,-0.3333333432674408,-0.08919721841812134,0.24413612484931946
130456$_$4,130456,Neutral,Neutral,True,0.04523235186934471,0.859722912311554,0.09504479169845581,0.0,0.16751845180988312,0.16751845180988312
130456$_$7,130456,Negative,Negative,True,0.7387210130691528,0.19682736694812775,0.06445152312517166,-0.3333333432674408,-0.904389500617981,0.5710561275482178
130456$_$6,130456,Positive,Negative,False,0.45907869935035706,0.44396352767944336,0.09695780277252197,0.3333333432674408,-0.44433340430259705,0.7776667475700378
130456$_$9,130456,Positive,Positive,True,0.341763436794281,0.05195920169353485,0.6062772870063782,0.6666666865348816,0.7041090130805969,0.03744232654571533
130456$_$8,130456,Negative,Negative,True,0.9794896841049194,0.013788406737148762,0.006721938028931618,-1.0,-1.8709046840667725,0.8709046840667725
188343$_$11,188343,Positive,Positive,True,0.12331674247980118,0.26722463965415955,0.6094586253166199,1.0,0.4062139391899109,0.5937860608100891
188343$_$10,188343,Positive,Positive,True,0.10569319128990173,0.09993427246809006,0.7943726181983948,1.6666666269302368,1.0296727418899536,0.6369938850402832
188343$_$13,188343,Positive,Negative,False,0.43206679821014404,0.20762811601161957,0.3603050112724304,1.0,0.042901381850242615,0.9570986032485962
188343$_$12,188343,Negative,Negative,True,0.9802212715148926,0.012917468324303627,0.006861317437142134,-2.0,-1.8969993591308594,0.10300064086914062
188343$_$15,188343,Positive,Neutral,False,0.018771396949887276,0.7312989234924316,0.24992962181568146,0.3333333432674408,0.2790101170539856,0.0543232262134552
188343$_$14,188343,Positive,Positive,True,0.05518351122736931,0.4713565707206726,0.47345995903015137,0.3333333432674408,0.2846285104751587,0.048704832792282104
188343$_$1,188343,Neutral,Neutral,True,0.1887347400188446,0.6110469698905945,0.2002182900905609,0.0,0.021688051521778107,0.021688051521778107
188343$_$0,188343,Neutral,Positive,False,0.020952407270669937,0.34209442138671875,0.6369531750679016,0.0,0.4874074459075928,0.4874074459075928
188343$_$3,188343,Negative,Negative,True,0.9367204308509827,0.041202545166015625,0.022077031433582306,-1.3333333730697632,-1.3635594844818115,0.03022611141204834
188343$_$2,188343,Positive,Positive,True,0.14647258818149567,0.14896363019943237,0.7045637369155884,0.6666666865348816,0.7548366189002991,0.08816993236541748
188343$_$5,188343,Neutral,Negative,False,0.5247908234596252,0.3945070207118988,0.08070216327905655,0.0,-0.48651331663131714,0.48651331663131714
188343$_$4,188343,Neutral,Neutral,True,0.1819436401128769,0.705489456653595,0.11256690323352814,0.0,-0.06576596200466156,0.06576596200466156
188343$_$7,188343,Negative,Negative,True,0.9775646328926086,0.013275688514113426,0.009159792214632034,-2.3333332538604736,-1.992666244506836,0.3406670093536377
