sample_id,polarity,intensity,p_negative,p_neutral,p_positive,target_class,contrast_class,main_modality,intensity_main_modality,class_baseline,class_margin,intensity_baseline,completeness_error,raw_text,text_mapping,sign_agreement,text_shapley_class,text_share,text_shapley_intensity,text_observed_rows,audio_shapley_class,audio_share,audio_shapley_intensity,audio_observed_rows,vision_shapley_class,vision_share,vision_shapley_intensity,vision_observed_rows,zero_feature_main_modality,baseline_sensitive,text_zero_feature_shapley,audio_zero_feature_shapley,vision_zero_feature_shapley
11,Negative,-1.3264981508255005,0.9148722322739451,0.032278729567077544,0.05284903815897742,Negative,Positive,text,text,-0.2463803078319281,2.8513449059673808,0.16583210229873657,8.881784197001252e-16,I would be ashamed to have made this film if I was a director,True,True,3.0979126464516122,0.9136746244187405,-1.5224993874629336,14,-0.14644147819652292,0.043190327765952115,0.12440613905588785,14,0.14625404554421906,0.04313504781530738,-0.09423700471719107,14,text,False,2.3487604912860176,0.1519564233314878,0.11591612084156579
12,Negative,-1.0081589221954346,0.8830824286117898,0.04981501005041369,0.06710256133779664,Negative,Positive,text,text,-0.2463803078319281,2.577196331684904,0.16583210229873657,4.440892098500626e-16,"Or worse, an individual previously had good credit, but usually by no fault of their own, or perhaps by fault of their own, they have let their credit sag, and credit scores is very low.",True,True,3.0807628738527773,0.7979042507790697,-1.4508075863122938,42,-0.5187458708068906,0.1343529354056634,0.3055565357208252,42,0.261559636470945,0.06774281381526688,-0.02873997390270233,42,text,False,2.4699342194423703,0.01706164020406799,0.19529480817831896
13,Neutral,0.1257621794939041,0.15656989377268749,0.5445205625075185,0.298909543719794,Neutral,Positive,audio,audio,-1.089895473409628,0.5997647074232448,0.16583210229873657,0.0,"For example, I could take a set of data and from that data, I can find a relationship between any two of the given factors or more.",True,False,0.7286578983357584,0.43124523297731143,0.020673036575317383,30,0.9610022824971144,0.5687547670226886,-0.06074295938014984,30,0.0,0.0,0.0,0,audio,False,0.06674124787385648,0.3656465777819373,0.0
14,Positive,0.45192015171051025,0.1242910512994745,0.32981826139696824,0.5458906873035573,Positive,Neutral,text,vision,1.089895473409628,0.5038769695797842,0.16583210229873657,2.220446049250313e-16,He is the co-founder of Rossen and Vettese Limited and the former Executive Director of Uniform Final Examination (UFE) courses at Toronto's York University.,True,True,-1.3436009839989687,0.5167241387839507,-0.34387345612049103,35,-0.24952266470122356,0.09596181125222755,0.07048584520816802,35,1.0071051448703483,0.3873140499638218,0.5594756603240966,35,vision,True,-0.21486852994655864,0.03227225681445761,0.6920023901939963
15,Positive,0.9362481832504272,0.09456220375924822,0.15607518083987412,0.7493626154008776,Positive,Neutral,text,text,1.089895473409628,1.5688851794541965,0.16583210229873657,2.220446049250313e-16,"However, despite their poverty, the family prioritize education because they believed in its power to transform lives",True,True,0.9298639913991089,0.4209332769255175,0.6786335706710814,21,0.41415744858109443,0.18748188294940213,0.35196837782859797,21,-0.8650317339356349,0.39158484012508044,-0.2601858675479889,21,text,False,1.6222075486914318,0.4154734984897595,-0.39106091815336946
16,Negative,-2.017001152038574,0.9305986718548424,0.031642658436859615,0.03775866970829814,Negative,Positive,text,text,-0.2463803078319281,3.204613001743306,0.16583210229873657,4.440892098500626e-16,"It's a terrible, this is a terrible movie",True,True,3.4764230592585412,0.7623147216774797,-2.157199030121167,11,-0.5546790786736524,0.12163077400873368,0.2087110827366511,11,0.529249328990345,0.11605450431378665,-0.23434530695279437,11,text,False,2.8932176295115593,-0.13820853171120306,0.18403101445857104
17,Positive,1.1501866579055786,0.06534660354832768,0.1075881348535249,0.8270652615981474,Positive,Neutral,text,text,1.089895473409628,2.0395732348023947,0.16583210229873657,1.1102230246251565e-16,"Applying these four design concepts to your presentations is simple, easy and will make people think you turned into a design guru.",True,True,1.6672511955576867,0.6991085108642201,1.0819322615861893,24,-0.41551135583439924,0.17423140915930987,-0.06901849806308746,24,-0.3020620783305209,0.12666007997647002,-0.02855920791625977,24,text,False,2.3009069470742167,-0.13570631172919054,-0.08236037462951656
18,Negative,-0.10309773683547974,0.5618807778273233,0.22996284504143577,0.20815637713124102,Negative,Neutral,text,vision,0.8435151655776999,0.8933719357161544,0.16583210229873657,5.551115123125783e-17,"-And in Denmark - the first Baltic Cod fishery has been MSC – certified -Meanwhile, the Faeroese Mackerel Fishery has been denied MSC certification based on the fact that the fishery has failed to reach an agreement on mackerel quotas with Norway and the European Union.",True,True,-0.742657433161623,0.483761825403,-0.1705467887222767,48,0.27591087118662966,0.17972639972853813,0.24766007810831067,48,0.5166033321134479,0.3365117748684618,-0.3460431285202503,48,audio,True,0.13005916023143382,0.43524555627549727,0.368404222902612
19,Positive,0.7694339752197266,0.2608758204441387,0.1094901018181808,0.6296340777376804,Positive,Negative,vision,vision,0.2463803078319281,0.8810943112885037,0.16583210229873657,0.0,"People are surprisingly forgiving brands when they own up to mistakes, and unfortunately some haters out there love to point fingers and jump all over imperfections, but for the most part, people understand",True,True,-0.22363956753623626,0.2066922234278404,0.17692469557126358,39,0.3501418826220395,0.32360822832763214,0.20726342995961508,39,0.5082116883707724,0.46969954824452753,0.2194137473901113,39,text,True,0.5616889880275255,-0.06421006137725313,0.3490045423627822
20,Positive,1.004290223121643,0.07194907736528186,0.12408942436425677,0.8039614982704614,Positive,Neutral,vision,vision,1.089895473409628,1.8685489103900608,0.16583210229873657,0.0,"And of course, click in the link of the description of this video for more, and we'll have more live updates and a stock market video (wrap-up) at the end of the day today.",True,True,0.22413313835695828,0.28784710592960583,0.24173618356386822,43,0.06890465023435269,0.08849206458467637,0.21269873778025308,43,0.48561564838912175,0.6236608294857178,0.38402319947878516,43,text,True,1.1598239878809906,0.20206153461088328,0.405690963636505
