sample_id,polarity,intensity,p_negative,p_neutral,p_positive,target_class,contrast_class,main_modality,intensity_main_modality,class_baseline,class_margin,intensity_baseline,completeness_error,raw_text,text_mapping,sign_agreement,text_shapley_class,text_share,text_shapley_intensity,text_observed_rows,audio_shapley_class,audio_share,audio_shapley_intensity,audio_observed_rows,vision_shapley_class,vision_share,vision_shapley_intensity,vision_observed_rows,zero_feature_main_modality,baseline_sensitive,text_zero_feature_shapley,audio_zero_feature_shapley,vision_zero_feature_shapley
102858$_$4,Positive,0.4584012031555176,0.15223679576771554,0.30014307973402765,0.5476201244982568,Positive,Neutral,text,text,1.089895473409628,0.6013225496942333,0.16583210229873657,1.1102230246251565e-16,"This one disc contains not only Garfield, not only Garfield's Halloween, Halloween (stutter) Adventure, a special I've I've (stutter) watched almost every year since I was about four, but it also has Garfield's (stutter) Thanksgiving, which is a pretty funny little short, funny little special, and A Garfield's Christmas, which is just absolutely awesome",True,True,0.540276156563824,0.34431678484173606,0.48188988864421844,48,-0.5040237046224543,0.3212131783926378,-0.009953111410140991,48,-0.5248253756567643,0.3344700367656262,-0.17936767637729642,48,,,,,
102858$_$6,Neutral,0.1574421525001526,0.2216968035096695,0.5093369264170488,0.26896627007328183,Neutral,Positive,text,audio,-1.089895473409628,0.6385237538395092,0.16583210229873657,3.469446951953614e-18,It's probably three of the best (stutter) holiday specials made in the last (uhh) let's see,True,False,0.8286502366131518,0.4794266480892999,-0.021831621726353966,26,0.2524441036898945,0.14605490364260268,0.03854804734388987,26,0.6473248869460908,0.3745184482680974,-0.025106375416119892,26,,,,,
102858$_$10,Positive,0.8957700729370117,0.11664542638897524,0.15107232972337042,0.7322822438876543,Positive,Neutral,text,text,1.089895473409628,1.578407291807011,0.16583210229873657,4.440892098500626e-16,Regardless (umm) all three specials are just awesome,True,True,1.862441257691371,0.5754721668399152,1.1152707437674203,10,-0.7755163222297058,0.23962530712321992,0.0002808930973211936,10,-0.5984131170642819,0.18490252603686494,-0.3856136662264664,10,,,,,
102858$_$17,Neutral,0.031900063157081604,0.2631779525277533,0.5403812651325207,0.19644078233972612,Neutral,Negative,text,vision,-0.8435151655776999,0.7194445080157323,0.16583210229873657,2.220446049250313e-16,I watched this thing three times in three months,True,False,1.1617874940622244,0.5732053390099523,-0.041911132633686066,9,0.6331053511241894,0.3123629487104113,0.12711985409259796,9,-0.2319331715929815,0.11443171227963653,-0.21914076060056684,9,,,,,
102858$_$19,Neutral,0.14474445581436157,0.18553539420043622,0.5525535393725634,0.2619110664270005,Neutral,Positive,text,vision,-1.089895473409628,0.7465453275191758,0.16583210229873657,2.220446049250313e-16,"So, yeah, Garfield's Halloween, or Holiday Celebrations",True,False,0.8136295764170862,0.44304699394915564,0.06524070849021275,12,0.6578992010507344,0.35824688752177225,-0.01264325032631556,12,0.36491202346098306,0.19870611852907216,-0.0736851046482722,12,,,,,
112433$_$10,Neutral,0.11147899925708771,0.17217763090691987,0.632100388005883,0.1957219810871971,Neutral,Positive,text,vision,-1.089895473409628,1.172353034896794,0.16583210229873657,4.440892098500626e-16,Okay,True,False,0.9765312348336743,0.43166399767668806,0.00969781478246053,1,0.4940000514687695,0.21836683708925983,-0.012944536904493967,1,0.7917172220039781,0.34996916523405214,-0.051106380919615425,1,,,,,
112433$_$3,Negative,-0.30988597869873047,0.6777428695206134,0.16898368970127145,0.15327344077811517,Negative,Neutral,text,text,0.8435151655776999,1.3889657678905698,0.16583210229873657,3.3306690738754696e-16,Half the movie was not fighting was you know backstabbing and underhand dealings and you never know who was on who's team and what was going on,True,True,1.7747766890741707,0.5907842778716473,-0.789273876696825,32,-1.1256995460214896,0.37472071697294734,0.39094265922904015,32,-0.10362654073981165,0.034495005155405184,-0.07738686352968216,32,,,,,
112433$_$7,Positive,0.4035062789916992,0.2804418663117273,0.24230823431596146,0.4772498993723113,Positive,Negative,text,text,0.2463803078319281,0.5316737984989435,0.16583210229873657,1.1102230246251565e-16,You're really not missing out on anything,True,True,0.6034335691764333,0.5037568713992255,0.6053853655854861,9,0.13814651427745336,0.11532712030273344,-0.16612096627553302,9,-0.45628659278687145,0.380916008298041,-0.2015902226169904,9,,,,,
112433$_$6,Negative,-1.189866065979004,0.8969285766809443,0.03215466181554757,0.07091676150350824,Negative,Positive,text,text,-0.2463803078319281,2.5374694181454163,0.16583210229873657,2.220446049250313e-16,"(umm) Really, (uhh) unless you're a die hard fan, I would not recommend this one",True,True,2.9560926169724207,0.8004478114162599,-1.4563408096631367,24,-0.4545994043099689,0.12309597343527515,0.2438416580359141,24,0.2823565133148927,0.07645621514846486,-0.14319901665051776,24,,,,,
117tQqLjza4$_$6,Positive,0.41700589656829834,0.13979095588578197,0.3598741094314445,0.5003349346827736,Positive,Neutral,audio,text,1.089895473409628,0.3295234692569232,0.16583210229873657,0.0,"Dell has dell.com, one of the largest sites on the internet.",True,True,0.02236045170961109,0.027773753189613594,0.2524365782737732,15,-0.5758546775257429,0.7152648745378447,-0.03211477398872375,15,-0.20687777833657292,0.2569613722725417,0.03085198998451233,15,,,,,
11j7EfglCAs$_$2,Positive,0.47997426986694336,0.12823194460611353,0.30425948650155143,0.567508568892335,Positive,Neutral,audio,text,1.089895473409628,0.6233749372739673,0.16583210229873657,1.1102230246251565e-16,It secures the fact that the creditor is going to be repaid for the service that they're giving.,True,True,0.4800219081523496,0.3364880857503537,0.39050226410229993,24,-0.74242590759356,0.5204293141935905,-0.0885248730580012,24,-0.20411653669445023,0.1430826000560558,0.012164776523907982,16,,,,,
121128$_$10,Positive,1.0894089937210083,0.14157508577552372,0.11020114295358888,0.7482237712708875,Positive,Negative,text,text,0.2463803078319281,1.6648718748222673,0.16583210229873657,1.1102230246251565e-16,(umm) But I still think that kids would enjoy it equally as well,True,True,1.4430423105368162,0.6900269745049701,1.1340892066558201,15,0.31184542889207906,0.14911673499826752,-0.024115006128946938,15,-0.3363961724385562,0.16085629049676228,-0.1863973091046015,15,,,,,
121128$_$1,Neutral,0.17690229415893555,0.18905188196478687,0.504839668061352,0.30610844997386105,Neutral,Positive,text,text,-1.089895473409628,0.5003014390349584,0.16583210229873657,2.220446049250313e-16,(uhh) It's a movie about a rat who lives in the French countryside but (umm) he dreams of becoming a famous chef,True,False,1.4796511849958907,0.8033398674469997,-0.16179046779870987,29,-0.1258387740549721,0.06832103748107023,0.1546260043978691,29,0.23638450150366794,0.12833909507193014,0.018234655261039737,29,,,,,
121128$_$0,Neutral,0.133844256401062,0.18172319606301549,0.5510242115950498,0.2672525923419349,Neutral,Positive,text,audio,-1.089895473409628,0.7235844994548902,0.16583210229873657,1.3877787807814457e-17,This is a review of the movie Ratatouille,True,False,1.5491932692709764,0.6037444365930563,-0.1749316851298014,11,-0.37624762833824654,0.14662948574353454,0.24408163626988727,11,0.6405343319317883,0.24962607766340902,-0.10113779703776042,11,,,,,
121128$_$5,Positive,1.0394184589385986,0.07865810092183752,0.141440817520156,0.7799010815580066,Positive,Neutral,text,text,1.089895473409628,1.7072857142750055,0.16583210229873657,0.0,(umm) This movie was excellent,True,True,1.5777050710294376,0.6216283293474278,1.0667057471970716,7,-0.610936452313742,0.24071381474449854,-0.026698218037684768,7,-0.349378377850318,0.13765785590807372,-0.16642117251952487,7,,,,,
125344$_$0,Negative,-0.08945313096046448,0.5747801305605249,0.22124391502675586,0.20397595441271912,Negative,Neutral,text,text,0.8435151655776999,0.9547218052310773,0.16583210229873657,1.6653345369377348e-16,"Harry Potter and the Order of the Phoenix yes Harry Potter's back and I think he's forty seven in this one no no he's not that old but (stutter) he's starting to look old in the movies they're all starting to look all grown up, and (umm) I'll admit it that I'm I'm (stutter) a dork and I enjoy the Harry Potter movies not saying everybody that enjoys Harry Potter movie is necessarily a dork, but (umm) I'm an older gentleman and I enjoy the kid movies but (umm) it's a very good movie (stutter) I mean the the the (stutter) movies in general are very good they the first one was really good the second one was still pretty good, and they just went on downhill from down there, this one wasn't very good I mean I didn't think it was that good (umm) Harry's back in school yet again and I think this is his fifth year, and (umm) this time new people are taking over Hogwart the school, see I told you I'm a dork I know the names of the school, and (umm) they're trying to discredit Harry saying that Lord the the (stutter) bad guys coming back I don't know his name Valdemort, Valdemont (stutter) I know it begins with a V I know that much but they're trying to discredit him and (umm) to me it just seems I don't know maybe i'm growing up whenever the first one came out I was a little younger than I am now but (umm) I didn't enjoy this one and I'm sure kids will enjoy it, I I (stutter) mean there was a lot of magic and the acting in it was really good, and (umm) the scenes were really good the (umm) the magic scenes looked awesome, but (umm) I just didn't enjoy it",True,True,0.7920484610891718,0.5377511621105737,-0.783174472550551,48,-0.6591700455738566,0.4475350631303275,0.2280756657322248,48,-0.021671775861937775,0.01471377475909882,0.29981357355912525,14,,,,,
125676$_$0,Positive,0.6325012445449829,0.11020715088547915,0.23946895898239215,0.6503238901321287,Positive,Neutral,text,text,1.089895473409628,0.9990467304321589,0.16583210229873657,8.326672684688674e-17,Hi today I'm gonna review this DVD Ten Items or Less,True,True,0.4107361277645131,0.4502100997750836,0.3620425959428152,13,-0.37180176054151787,0.4075339284639636,-0.013253341118494674,13,-0.12978311020046432,0.14225597176095287,0.11787988742192587,13,,,,,
125676$_$4,Positive,1.0329197645187378,0.07275938266691408,0.13221975926772633,0.7950208580653596,Positive,Neutral,text,text,1.089895473409628,1.79390296966144,0.16583210229873657,2.220446049250313e-16,The character {cough} the characters (umm) you really learn to enjoy their (umm) their bond that they build between each other,True,True,0.8248905884213117,0.8721860264773007,0.6589052776495614,27,-0.03454574280607532,0.03652643704833812,0.1560780803362528,27,-0.08633734936342449,0.09128753647436114,0.0521043042341868,27,,,,,
128059$_$11,Negative,-0.969363808631897,0.8868298969730823,0.03402794224839581,0.07914216077852185,Negative,Positive,text,text,-0.2463803078319281,2.4164074516689777,0.16583210229873657,4.440892098500626e-16,"It's not even, unfortunately it's not even that great of a popcorn flick but you know, if you like this kind of movie you know, you probably wanna pick it up",True,True,2.869939993828658,0.6964709595476628,-1.4985738197962442,38,-0.7289504565680343,0.17690015297893233,0.5068915088971455,38,0.5217982222402819,0.12662888747340498,-0.14351360003153482,38,,,,,
128059$_$12,Neutral,0.17957943677902222,0.27148645503515345,0.4215607491198054,0.30695279584504115,Neutral,Positive,text,audio,-1.089895473409628,0.31726991677979555,0.16583210229873657,8.326672684688674e-17,(uhh) Special features is not so bad (uhh) you know,True,False,1.2822544579525443,0.49211010649966586,-0.18983559558788934,16,-0.599229867598933,0.22997547182074624,0.40782344092925393,16,0.7241407998358123,0.27791442167958785,-0.20424051086107886,15,,,,,
128059$_$2,Negative,-0.23110242187976837,0.6886497094446737,0.1001403397763553,0.21120995077897092,Negative,Positive,text,audio,-0.2463803078319281,1.181880071290137,0.16583210229873657,2.220446049250313e-16,I wasn't I'm not a huge fan of Fantastic Four,True,True,1.4956856450370253,0.4096906836278398,-0.4930856339633464,14,-1.111253819409618,0.30438905291940827,0.5395720191299915,14,1.0438285534946576,0.2859202634527519,-0.44342090934515,14,,,,,
128059$_$7,Neutral,0.177889883518219,0.26414385623330167,0.42646614834402385,0.3093899954226745,Neutral,Positive,text,audio,-1.089895473409628,0.3209303907573726,0.16583210229873657,2.220446049250313e-16,"(uhh) You know, if you don't know what it's about (uhh) you know it's a team of scientists that go up into space to explore this kind of radiation field that's going by earth and you know it ends up you know destroying their station and when they get back they all develop super powers you know",True,False,1.5140851806223616,0.6286191471678432,-0.20610227187474567,48,-0.4988815818872114,0.2071260709485156,0.3415030265847842,48,0.39562226543185025,0.16425478188364137,-0.12334297349055608,48,,,,,
128059$_$6,Positive,0.7260841131210327,0.1858465664797169,0.1674451517754069,0.6467082817448762,Positive,Negative,text,text,0.2463803078319281,1.2469738926452172,0.16583210229873657,4.440892098500626e-16,"You know, the people the people (stutter) who get this you know, Jessica Alba's a good actress too but (uhh) he just you know, gives a pretty decent performance or worthwhile performance you know, a bunch",True,True,1.0566166078503332,0.5394635009151278,0.5656606356302897,48,0.4230018680973886,0.21596676312112204,0.25737285117308295,48,-0.4790248911344329,0.24456973596375003,-0.26278147598107654,48,,,,,
128059$_$9,Negative,-0.052835553884506226,0.6622794170038391,0.09099929769411635,0.24672128530204465,Negative,Positive,text,audio,-0.2463803078319281,0.9874282470335269,0.16583210229873657,2.220446049250313e-16,"(umm) You know like I said, it's it's (stutter) an alright movie",True,True,1.1992272286789452,0.3759986860807166,-0.43954815218846,22,-0.9778183546850665,0.3065794436573971,0.5751043980320294,22,1.0123996808715763,0.31742187026188623,-0.3542239020268122,22,,,,,
128763$_$12,Negative,-0.17006811499595642,0.6306577309519721,0.1516476353948816,0.21769463365314634,Negative,Positive,text,text,-0.2463803078319281,1.0636699744181048,0.16583210229873657,2.220446049250313e-16,I mean if you're into that kind of stuff then I mean I would suggest it,True,True,0.9273555923396846,0.707877861563402,-0.18379903584718704,18,0.04538254528643339,0.0346418346694969,-0.11854933947324753,18,0.33731214462391496,0.25748030376710107,-0.03355184197425842,18,text,False,0.45170563551615506,0.2507380798173058,0.11552817828657463
128763$_$3,Negative,-1.830450177192688,0.9316234860455956,0.03373825795432378,0.03463825600008067,Negative,Positive,text,text,-0.2463803078319281,3.2919700121232607,0.16583210229873657,2.220446049250313e-16,"(umm) There was Jeepers Creepers one, and (umm) I mean I didn't like this movie",True,True,3.1975777466013633,0.7084982457490396,-1.9600144525369005,24,-0.4874131701888515,0.10799780440079203,0.2681093911329905,24,0.828185743542677,0.1835039498501683,-0.3043772180875142,24,,,,,
128763$_$2,Neutral,0.017134368419647217,0.25956195465215337,0.5698189801956113,0.17061906515223535,Neutral,Negative,text,vision,-0.8435151655776999,0.7863233114239758,0.16583210229873657,2.220446049250313e-16,(umm) This is the (uhh) second movie,True,False,1.9589111125850451,0.46534507252250623,0.12943893174330393,12,0.9608022112666192,0.22824137951396634,0.2438863838712374,12,-1.2898748468499888,0.3064135479635275,-0.5220230494936307,12,,,,,
128763$_$5,Neutral,0.14371471107006073,0.19331098537829905,0.5722830942913393,0.23440592033036162,Neutral,Positive,text,vision,-1.089895473409628,0.8925794742710148,0.16583210229873657,2.7755575615628914e-17,It was about this (umm) high school team,True,False,1.389413898451496,0.7008481494694364,0.045843069752057396,10,0.39455420556911336,0.1990210297641916,0.17388956745465595,10,0.19850684366003332,0.10013082076637209,-0.24185002843538916,10,,,,,
128763$_$7,Negative,-0.9076998233795166,0.8501194236422287,0.07293639658162232,0.07694417977614904,Negative,Positive,text,text,-0.2463803078319281,2.4022966170310087,0.16583210229873657,4.440892098500626e-16,They're just trying to survive (umm) I mean like anyone would do,True,True,2.730268690253638,0.7298446542195388,-1.1161376275122166,16,-0.5461066209632012,0.14598306729542485,0.36805422231554985,16,0.46451485557249994,0.12417227848503637,-0.32544852048158646,16,,,,,
128763$_$8,Negative,-0.26436781883239746,0.6282290824593114,0.20039528647570015,0.17137563106498838,Negative,Neutral,audio,vision,0.8435151655776999,1.142613032584197,0.16583210229873657,1.1102230246251565e-16,They're definitely just trying to survive,True,True,0.646450226012806,0.22262715348272452,-0.2878919417659441,8,-1.3023184957386418,0.44849773109748137,0.3322325510283311,8,0.9549661367323328,0.3288751154197941,-0.47454053039352095,8,,,,,
130456$_$11,Negative,0.20650044083595276,0.5162948168728346,0.13844576433589462,0.3452594187912707,Negative,Positive,text,text,-0.2463803078319281,0.40238187985909546,0.16583210229873657,1.1102230246251565e-16,"It it (stutter) involves like, (uhh) theoretical physics and just so much stuff and Donnie Darko no matter how weird he is is still really funny",True,False,1.285460942825435,0.5594766223100073,-0.3723463515440623,34,-0.8244255689940646,0.35881823968372584,0.27182607849438983,34,0.187726813859653,0.08170513800626689,0.1411886115868886,34,,,,,
130456$_$3,Positive,0.4445122480392456,0.38688951805008975,0.15461740581195177,0.4584930761379585,Positive,Negative,audio,audio,0.2463803078319281,0.16980602126869304,0.16583210229873657,1.1102230246251565e-16,"(uhh) It's, out of five stars, I would give it a five",True,True,-0.8321636997467324,0.3984129931614219,0.012658089399337777,19,1.0060609503177937,0.48166935741240335,0.2672760635614395,19,-0.25047153713429626,0.11991764942617476,-0.0012540072202682495,14,,,,,
130456$_$5,Negative,-1.0758237838745117,0.8789673640709478,0.05953203671204891,0.06150059921700343,Negative,Positive,text,text,-0.2463803078319281,2.6597008503905206,0.16583210229873657,4.440892098500626e-16,And He's he's a very weird kid,True,True,2.9853111024862176,0.8813882247464225,-1.5661004210511842,11,-0.24048732304851847,0.07100187801506751,0.2171240945657094,11,0.16125737878474933,0.04760989723850994,0.1073204403122266,11,,,,,
130456$_$4,Neutral,0.13078731298446655,0.19561957096293572,0.5756774288191827,0.22870300021788156,Neutral,Positive,text,text,-1.089895473409628,0.9231232648985888,0.16583210229873657,6.938893903907228e-18,"(umm) It follows this boy Donnie Darko, played by (uhh) Jake Gyllenhaal",True,False,1.233046067098771,0.6125358118300721,-0.08514860769112903,23,0.3346047882129865,0.16622040413503322,0.013505260149637856,23,0.4453678829964592,0.2212437840348946,0.03659855822722117,23,,,,,
130456$_$7,Negative,-0.49937230348587036,0.7371862984235928,0.1530449386495207,0.10976876292688639,Negative,Neutral,text,text,0.8435151655776999,1.5721090447241903,0.16583210229873657,2.220446049250313e-16,(umm) It's definitely dark,True,True,1.900351555248922,0.4668875203047229,-1.2674580439925194,8,-1.6708308723766458,0.4104977737923482,0.6541912332177162,8,0.499073196274214,0.12261470590292886,-0.051937595009803786,8,,,,,
130456$_$6,Neutral,0.04143747687339783,0.35796525547489755,0.4378970727046833,0.2041376718204191,Neutral,Negative,audio,text,-0.8435151655776999,0.20154795899136835,0.16583210229873657,2.7755575615628914e-17,(umm) He sees this this (stutter) like demented bunny who tells him when the world is going to end and Donnie just has to figure everything out,True,False,-0.3314650386401382,0.19406695429539272,-0.4344313430289427,33,0.8564892796250916,0.5014594195677831,0.15037897725900012,33,0.5200388835841148,0.30447362613682427,0.15965774034460387,33,,,,,
