sample_id,coalition_bitmask,class_margin,intensity,target_probability,target_class,contrast_class
101787$_$13,4,0.4630699022850988,-0.046663619577884674,0.5023381622501655,Negative,Positive
101787$_$13,5,0.8678017130928608,-0.1425527185201645,0.6247918049400111,Negative,Positive
101787$_$13,6,-0.1263019637185565,0.109015554189682,0.29833914581718013,Negative,Positive
101787$_$13,7,0.4532519370195942,0.059670329093933105,0.4705954375773978,Negative,Positive
101787$_$1,0,-1.089895473409628,0.16583210229873657,0.15876829043619456,Neutral,Positive
101787$_$1,1,1.2634894235661915,0.029784470796585083,0.6469623031939352,Neutral,Positive
101787$_$1,2,0.37526677705868616,0.18641096353530884,0.49234541133508375,Neutral,Positive
101787$_$1,3,1.0643824800153183,0.05919700860977173,0.6221271017085276,Neutral,Positive
101787$_$1,4,-1.1264958742519275,0.03403955698013306,0.12064265551261404,Neutral,Positive
101787$_$1,5,1.0482734835791612,0.03639623522758484,0.5699854363379447,Neutral,Positive
101787$_$1,6,-0.018620255406098574,0.13181325793266296,0.35711608379592436,Neutral,Positive
101787$_$1,7,1.0158589150955806,0.07130859792232513,0.5866677757107437,Neutral,Positive
101787$_$5,0,-0.2463803078319281,0.16583210229873657,0.3690606567840039,Negative,Positive
101787$_$5,1,2.7836888729953193,-1.751393437385559,0.8968703336623037,Negative,Positive
101787$_$5,2,-0.6653995173461149,0.10631060600280762,0.17803568033439338,Negative,Positive
101787$_$5,3,2.865394472421699,-1.4892761707305908,0.9097949994542162,Negative,Positive
101787$_$5,4,0.19065364486387393,0.0036289095878601074,0.43050388065222517,Negative,Positive
101787$_$5,5,2.9427707801073453,-1.7702038288116455,0.9158230039079257,Negative,Positive
101787$_$5,6,-0.39816231931271084,0.12315477430820465,0.21607279160530377,Negative,Positive
101787$_$5,7,3.0856113573925037,-1.648944616317749,0.9289532139020302,Negative,Positive
101787$_$7,0,1.089895473409628,0.16583210229873657,0.4721710527798015,Positive,Neutral
101787$_$7,1,1.9583520890279844,1.3030067682266235,0.8073546273048112,Positive,Neutral
101787$_$7,2,0.07177292427231563,0.22041195631027222,0.4292154396076497,Positive,Neutral
101787$_$7,3,1.7319901358380325,0.9892705678939819,0.7906145559943745,Positive,Neutral
101787$_$7,4,0.43415399951095757,-0.11820349097251892,0.305745989372206,Positive,Neutral
101787$_$7,5,1.680930747053472,0.934760332107544,0.7616733896088452,Positive,Neutral
101787$_$7,6,-0.2093261067597364,0.059082046151161194,0.31567411883754026,Positive,Neutral
101787$_$7,7,0.9649660321619247,0.6185664534568787,0.6468770466632199,Positive,Neutral
101787$_$9,0,-0.8435151655776999,0.16583210229873657,0.15876829043619456,Neutral,Negative
101787$_$9,1,0.7279777563008176,-0.03259645402431488,0.5757876751522332,Neutral,Negative
101787$_$9,2,0.9438754567776045,0.2196178436279297,0.3955138239929087,Neutral,Negative
101787$_$9,3,1.0528305877266682,0.04596039652824402,0.5848811915894718,Neutral,Negative
101787$_$9,4,-0.27829486313172824,0.037030383944511414,0.2852976491794423,Neutral,Negative
101787$_$9,5,0.1238632292068037,-0.09391867369413376,0.4407078831186246,Neutral,Negative
101787$_$9,6,0.5486890326914708,0.11213165521621704,0.4163074787157918,Neutral,Negative
101787$_$9,7,0.5850706719262613,0.027476444840431213,0.5133261815929001,Neutral,Negative
102408$_$2,0,-1.089895473409628,0.16583210229873657,0.15876829043619456,Neutral,Positive
102408$_$2,1,1.2503099770716912,-0.038985028862953186,0.5544744546544648,Neutral,Positive
102408$_$2,2,-1.1839981147158563,0.7533538341522217,0.18566894236901496,Neutral,Positive
102408$_$2,3,0.9168209627806976,0.1291646957397461,0.5379040984661903,Neutral,Positive
102408$_$2,4,-1.942687141915585,0.9307131767272949,0.10734685381937747,Neutral,Positive
102408$_$2,5,0.22925913062834546,0.17533665895462036,0.39891939845735674,Neutral,Positive
102408$_$2,6,-1.377162011806916,0.7756230235099792,0.16932829085773418,Neutral,Positive
102408$_$2,7,0.4583304544261222,0.17896610498428345,0.4424568522233134,Neutral,Positive
102408$_$5,0,0.2463803078319281,0.16583210229873657,0.4721710527798015,Positive,Negative
102408$_$5,1,1.4715295735312026,1.0482393503189087,0.7501224193122477,Positive,Negative
102408$_$5,2,1.9585480725550133,0.8849323987960815,0.7455752623694908,Positive,Negative
102408$_$5,3,2.102619839000654,1.2112183570861816,0.8112699879150368,Positive,Negative
102408$_$5,4,1.1152071125418344,0.6249915361404419,0.5648980552494641,Positive,Negative
102408$_$5,5,1.628248182378188,0.9917151927947998,0.7519087060688968,Positive,Negative
102408$_$5,6,1.2101863672785735,0.6038464903831482,0.574158440842801,Positive,Negative
102408$_$5,7,1.458950676209946,0.8557453751564026,0.6934591828116258,Positive,Negative
102408$_$9,0,-0.2463803078319281,0.16583210229873657,0.3690606567840039,Negative,Positive
102408$_$9,1,2.9202656920505725,-1.5479910373687744,0.8899273716457736,Negative,Positive
102408$_$9,2,-0.994325465124241,0.5366419553756714,0.18652258851604053,Negative,Positive
102408$_$9,3,2.139415084876575,-0.7703976035118103,0.79910601128843,Negative,Positive
102408$_$9,4,-1.7647457438712282,1.1991162300109863,0.1334893833496502,Negative,Positive
102408$_$9,5,2.239819581573669,-0.7391475439071655,0.865131874839182,Negative,Positive
102408$_$9,6,-1.61830433378581,1.014643907546997,0.1448774560757416,Negative,Positive
102408$_$9,7,2.052206564296646,-0.6210876703262329,0.8373012063404902,Negative,Positive
102858$_$20,0,0.2463803078319281,0.16583210229873657,0.4721710527798015,Positive,Negative
102858$_$20,1,1.1597705718559013,0.7370102405548096,0.693275735767757,Positive,Negative
102858$_$20,2,1.1920455087699513,0.37049829959869385,0.4968399568695162,Positive,Negative
102858$_$20,3,1.3166146832575545,0.4668155908584595,0.5617727180747359,Positive,Negative
102858$_$20,4,-1.0954679069619544,-0.5639423727989197,0.23055876353212088,Positive,Negative
102858$_$20,5,-0.9107794353450478,-0.3693184554576874,0.26809133406081914,Positive,Negative
102858$_$20,6,0.38923531969038827,0.1842288076877594,0.4301550455294852,Positive,Negative
102858$_$20,7,0.13714522742192858,0.17395591735839844,0.4077286097480664,Positive,Negative
102858$_$21,0,0.8435151655776999,0.16583210229873657,0.3690606567840039,Negative,Neutral
102858$_$21,1,2.2411160605775917,-1.435612678527832,0.8481925472050575,Negative,Neutral
102858$_$21,2,-0.4952141475171252,0.3711509108543396,0.17597224831331748,Negative,Neutral
102858$_$21,3,0.6094987841103553,-0.15107068419456482,0.5361541988504579,Negative,Neutral
102858$_$21,4,0.056054363342163294,0.078396275639534,0.3903110364186232,Negative,Neutral
102858$_$21,5,1.9083976682967383,-0.6816281080245972,0.791796827428708,Negative,Neutral
102858$_$21,6,-0.11303255040405014,0.1485072672367096,0.3281824659543175,Negative,Neutral
102858$_$21,7,1.1990371241139288,-0.2565901279449463,0.6576945890531068,Negative,Neutral
102858$_$1,0,-1.089895473409628,0.16583210229873657,0.15876829043619456,Neutral,Positive
102858$_$1,1,-1.2185498081692565,0.6764440536499023,0.2098555243890521,Neutral,Positive
102858$_$1,2,-0.03172698366416371,0.235670268535614,0.3971185253503987,Neutral,Positive
102858$_$1,3,-0.25380049977208696,0.31013721227645874,0.38552204585210714,Neutral,Positive
102858$_$1,4,-0.7708852764275691,0.11319310963153839,0.19646941224491318,Neutral,Positive
102858$_$1,5,-0.5959610198873033,0.4382168650627136,0.3132637096082685,Neutral,Positive
102858$_$1,6,-0.08570273680468421,0.18889576196670532,0.3403722493207329,Neutral,Positive
102858$_$1,7,0.20318379678779186,0.265654981136322,0.46148576656683976,Neutral,Positive
102858$_$0,0,1.089895473409628,0.16583210229873657,0.4721710527798015,Positive,Neutral
102858$_$0,1,1.9926267661894432,1.2845606803894043,0.8112631390170124,Positive,Neutral
102858$_$0,2,0.70478713167919,0.37947171926498413,0.5626767957861035,Positive,Neutral
102858$_$0,3,1.8909931282166055,0.9997581243515015,0.8119961320958664,Positive,Neutral
102858$_$0,4,0.08904655654537474,0.15938323736190796,0.3838074401583343,Positive,Neutral
102858$_$0,5,1.700885207300783,0.9373692274093628,0.7744467422570274,Positive,Neutral
102858$_$0,6,0.03687498793328914,0.20707231760025024,0.39735733248687105,Positive,Neutral
102858$_$0,7,1.0531370880422604,0.6193344593048096,0.664234010979926,Positive,Neutral
102858$_$4,0,1.089895473409628,0.16583210229873657,0.4721710527798015,Positive,Neutral
102858$_$4,1,1.7360470106413937,0.9618635177612305,0.7815432666348848,Positive,Neutral
102858$_$4,2,0.5273158528183514,0.3490005433559418,0.5187720825521408,Positive,Neutral
102858$_$4,3,1.0444099936992524,0.5673598051071167,0.6604243061172428,Positive,Neutral
102858$_$4,4,0.3982002530324975,-0.01829993724822998,0.3065420923183889,Positive,Neutral
102858$_$4,5,1.1319222514164862,0.5958311557769775,0.6695482841973014,Positive,Neutral
102858$_$4,6,0.2520536868669718,0.22500813007354736,0.3923940036116508,Positive,Neutral
102858$_$4,7,0.6013225496942333,0.4584012031555176,0.5476201244982568,Positive,Neutral
102858$_$6,0,-1.089895473409628,0.16583210229873657,0.15876829043619456,Neutral,Positive
102858$_$6,1,0.3461373000987833,0.16892385482788086,0.4990002083440608,Neutral,Positive
102858$_$6,2,-0.3078236979834774,0.29015210270881653,0.3481550951301608,Neutral,Positive
102858$_$6,3,0.41391428784013173,0.1485365629196167,0.5033139358206675,Neutral,Positive
102858$_$6,4,0.23355107681127873,0.14549103379249573,0.3641164477445188,Neutral,Positive
102858$_$6,5,0.6623010795577681,0.16588878631591797,0.5158899759839486,Neutral,Positive
102858$_$6,6,0.16384981179351388,0.16541987657546997,0.3814239166019069,Neutral,Positive
102858$_$6,7,0.6385237538395092,0.1574421525001526,0.5093369264170488,Neutral,Positive
102858$_$10,0,1.089895473409628,0.16583210229873657,0.4721710527798015,Positive,Neutral
102858$_$10,1,2.256997620619434,1.3761610984802246,0.8075528882813916,Positive,Neutral
102858$_$10,2,-0.5197197922658744,0.14147163927555084,0.28764468150392236,Positive,Neutral
102858$_$10,3,2.20412017822005,1.2998653650283813,0.8373393011539398,Positive,Neutral
102858$_$10,4,-0.012293009644748887,-0.30221620202064514,0.23540657824380015,Positive,Neutral
102858$_$10,5,2.0508998059297725,0.971764087677002,0.7614508580532574,Positive,Neutral
102858$_$10,6,-0.4482979410270723,-0.023526154458522797,0.24891648608383918,Positive,Neutral
102858$_$10,7,1.578407291807011,0.8957700729370117,0.7322822438876543,Positive,Neutral
102858$_$17,0,-0.8435151655776999,0.16583210229873657,0.15876829043619456,Neutral,Negative
102858$_$17,1,1.1719675752499656,0.01870216429233551,0.6145272616282543,Neutral,Negative
102858$_$17,2,0.6046348249512615,0.2934420704841614,0.36788302475226764,Neutral,Negative
102858$_$17,3,1.0809301673016563,0.07982102036476135,0.5712012419818343,Neutral,Negative
102858$_$17,4,-0.6635356751311214,-0.29109933972358704,0.26111528243461585,Neutral,Negative
102858$_$17,5,0.6190236219496974,-0.028158798813819885,0.5331911404141899,Neutral,Negative
102858$_$17,6,0.12899208637233162,0.0351632684469223,0.3817728589423886,Neutral,Negative
102858$_$17,7,0.7194445080157323,0.031900063157081604,0.5403812651325207,Neutral,Negative
102858$_$19,0,-1.089895473409628,0.16583210229873657,0.15876829043619456,Neutral,Positive
102858$_$19,1,0.13232488087712158,0.2719174325466156,0.461456449949843,Neutral,Positive
102858$_$19,2,0.2160731253653968,0.20030143857002258,0.4399167334249494,Neutral,Positive
102858$_$19,3,0.5447482092769231,0.17360550165176392,0.541467245333139,Neutral,Positive
102858$_$19,4,-0.3565588014622232,0.06954030692577362,0.2817753932404975,Neutral,Positive
102858$_$19,5,0.5314057809250404,0.1822829246520996,0.522618330915068,Neutral,Positive
102858$_$19,6,0.13619678570406157,0.09813100099563599,0.38461482714576417,Neutral,Positive
102858$_$19,7,0.7465453275191758,0.14474445581436157,0.5525535393725634,Neutral,Positive
112433$_$10,0,-1.089895473409628,0.16583210229873657,0.15876829043619456,Neutral,Positive
112433$_$10,1,0.9009130645377558,0.13716934621334076,0.6096314505517195,Neutral,Positive
112433$_$10,2,0.3932800915091885,0.10763293504714966,0.48041665644763265,Neutral,Positive
112433$_$10,3,0.8839867289034937,0.13938814401626587,0.6073365501901549,Neutral,Positive
112433$_$10,4,0.663211924463767,0.07282137870788574,0.4806807499216107,Neutral,Positive
112433$_$10,5,1.2094892370193322,0.09787601232528687,0.6357237973466255,Neutral,Positive
112433$_$10,6,0.75205984331809,0.08212772011756897,0.5233638943307062,Neutral,Positive
112433$_$10,7,1.172353034896794,0.11147899925708771,0.632100388005883,Neutral,Positive
112433$_$3,0,0.8435151655776999,0.16583210229873657,0.3690606567840039,Negative,Neutral
112433$_$3,1,2.0569272912536998,-0.9960736632347107,0.8206740726799179,Negative,Neutral
112433$_$3,2,-0.8098770652202814,0.36944010853767395,0.13062378439686223,Negative,Neutral
112433$_$3,3,0.4049907165661817,-0.08179955929517746,0.47596521097923783,Negative,Neutral
112433$_$3,4,-0.4973992019488318,0.11452785134315491,0.2547237560395064,Negative,Neutral
112433$_$3,5,2.136658863858088,-0.763546347618103,0.8113739405734134,Negative,Neutral
112433$_$3,6,-0.7974892498592524,0.23137295246124268,0.18578684327065462,Negative,Neutral
112433$_$3,7,1.3889657678905698,-0.30988597869873047,0.6777428695206134,Negative,Neutral
112433$_$7,0,0.2463803078319281,0.16583210229873657,0.4721710527798015,Positive,Negative
112433$_$7,1,1.3329415139659462,1.170295000076294,0.7315425476954062,Positive,Negative
112433$_$7,2,0.47752611843364634,0.09436731040477753,0.2768872770744014,Positive,Negative
112433$_$7,3,1.646044988332951,0.817499041557312,0.7039000322575824,Positive,Negative
112433$_$7,4,0.4752415649436651,0.24398940801620483,0.38789882982448487,Positive,Negative
112433$_$7,5,0.45946332769428266,0.59693843126297,0.5491690408733297,Positive,Negative
112433$_$7,6,0.3843046134286223,0.12985345721244812,0.2918726633056449,Positive,Negative
112433$_$7,7,0.5316737984989435,0.4035062789916992,0.4772498993723113,Positive,Negative
112433$_$6,0,-0.2463803078319281,0.16583210229873657,0.3690606567840039,Negative,Positive
112433$_$6,1,2.3969796704479274,-1.4667799472808838,0.8686489093117522,Negative,Positive
112433$_$6,2,-1.1486436312313004,0.2647090554237366,0.14820484473977827,Negative,Positive
112433$_$6,3,1.9178545185603642,-0.7552126049995422,0.8315453581617152,Negative,Positive
112433$_$6,4,-0.3929251870522156,0.19193685054779053,0.2511413090105819,Negative,Positive
112433$_$6,5,2.6360479096310026,-1.45652174949646,0.90074728835811,Negative,Positive
112433$_$6,6,-0.6397128312545487,0.21235418319702148,0.19915631550684393,Negative,Positive
112433$_$6,7,2.5374694181454163,-1.189866065979004,0.8969285766809443,Negative,Positive
117tQqLjza4$_$6,0,1.089895473409628,0.16583210229873657,0.4721710527798015,Positive,Neutral
117tQqLjza4$_$6,1,1.3116444524902828,0.7296228408813477,0.7252546784061329,Positive,Neutral
117tQqLjza4$_$6,2,0.6083231592054343,0.4307115077972412,0.5538886080754173,Positive,Neutral
117tQqLjza4$_$6,3,0.8633016399151361,0.5278444290161133,0.6356651063488646,Positive,Neutral
117tQqLjza4$_$6,4,1.2300038054572884,0.46397292613983154,0.5326856198671464,Positive,Neutral
117tQqLjza4$_$6,5,0.979574792041622,0.6205165386199951,0.6462042732388037,Positive,Neutral
117tQqLjza4$_$6,6,0.48646582685576245,0.35032516717910767,0.4763455476830242,Positive,Neutral
117tQqLjza4$_$6,7,0.3295234692569232,0.41700589656829834,0.5003349346827736,Positive,Neutral
11j7EfglCAs$_$2,0,1.089895473409628,0.16583210229873657,0.4721710527798015,Positive,Neutral
11j7EfglCAs$_$2,1,1.5839352683485344,0.8482452034950256,0.7714621737786547,Positive,Neutral
11j7EfglCAs$_$2,2,0.2513447617807283,0.31909143924713135,0.4679530433223494,Positive,Neutral
11j7EfglCAs$_$2,3,0.9257929013967439,0.5490862131118774,0.6455500872279248,Positive,Neutral
11j7EfglCAs$_$2,4,0.9151793415427825,0.3452906608581543,0.5211737008212333,Positive,Neutral
11j7EfglCAs$_$2,5,1.3385770634329093,0.7242662906646729,0.7175541716349643,Positive,Neutral
11j7EfglCAs$_$2,6,0.22627193850889604,0.2953657805919647,0.43876802752020094,Positive,Neutral
11j7EfglCAs$_$2,7,0.6233749372739673,0.47997426986694336,0.567508568892335,Positive,Neutral
121128$_$10,0,0.2463803078319281,0.16583210229873657,0.4721710527798015,Positive,Negative
121128$_$10,1,1.7342760286078382,1.4281071424484253,0.7825354212430484,Positive,Negative
121128$_$10,2,0.8121698785239834,0.19032487273216248,0.3968366968461694,Positive,Negative
121128$_$10,3,2.292945769726031,1.4739500284194946,0.8385489128400301,Positive,Negative
121128$_$10,4,0.19705988726059176,0.14919191598892212,0.3637202209544684,Positive,Negative
121128$_$10,5,1.611572558328152,1.1905183792114258,0.766949725453162,Positive,Negative
121128$_$10,6,0.2712849451225323,0.1118922233581543,0.3380595261426274,Positive,Negative
121128$_$10,7,1.6648718748222673,1.0894089937210083,0.7482237712708875,Positive,Negative
121128$_$1,0,-1.089895473409628,0.16583210229873657,0.15876829043619456,Neutral,Positive
121128$_$1,1,1.034242796707874,0.12116089463233948,0.6149380384336178,Neutral,Positive
121128$_$1,2,-0.9802357409978275,0.5638458728790283,0.23342349644208182,Neutral,Positive
121128$_$1,3,0.5873211420561075,0.14286701381206512,0.5363383907709717,Neutral,Positive
121128$_$1,4,-0.3503863308319427,0.2803340256214142,0.3147891556719557,Neutral,Positive
121128$_$1,5,0.6819182830075029,0.1535961627960205,0.5439727535017852,Neutral,Positive
121128$_$1,6,-0.5145830973885208,0.3437441289424896,0.2930726607107529,Neutral,Positive
121128$_$1,7,0.5003014390349584,0.17690229415893555,0.504839668061352,Neutral,Positive
121128$_$0,0,-1.089895473409628,0.16583210229873657,0.15876829043619456,Neutral,Positive
121128$_$0,1,1.1762036151457356,0.0719309151172638,0.6427408551690877,Neutral,Positive
121128$_$0,2,-1.3930099122193618,0.7359521389007568,0.17411730608710077,Neutral,Positive
121128$_$0,3,0.3644358846339706,0.17072510719299316,0.5029871778688502,Neutral,Positive
121128$_$0,4,-0.036611648041635414,0.13571566343307495,0.354733040049554,Neutral,Positive
121128$_$0,5,1.041601540996314,0.08052271604537964,0.5957527281990225,Neutral,Positive
121128$_$0,6,-0.24006672685703456,0.25452813506126404,0.34711055583352896,Neutral,Positive
121128$_$0,7,0.7235844994548902,0.133844256401062,0.5510242115950498,Neutral,Positive
121128$_$5,0,1.089895473409628,0.16583210229873657,0.4721710527798015,Positive,Neutral
121128$_$5,1,2.1583309654919596,1.4328453540802002,0.8089911353460142,Positive,Neutral
121128$_$5,2,0.26197060924202853,0.3872603178024292,0.490121057949853,Positive,Neutral
121128$_$5,3,1.9468569446713222,1.2247552871704102,0.8151030151029416,Positive,Neutral
121128$_$5,4,0.4531748823971342,0.009335614740848541,0.3407925048032781,Positive,Neutral
121128$_$5,5,2.2787688204430645,1.3232340812683105,0.8124188076188613,Positive,Neutral
121128$_$5,6,-0.20215386999336404,0.1820111870765686,0.36447070426507416,Positive,Neutral
121128$_$5,7,1.7072857142750055,1.0394184589385986,0.7799010815580066,Positive,Neutral
125344$_$0,0,0.8435151655776999,0.16583210229873657,0.3690606567840039,Negative,Neutral
125344$_$0,1,1.1388244498472946,-0.4686076045036316,0.6530169628017226,Negative,Neutral
125344$_$0,2,-0.31425821570503687,0.542319655418396,0.18415357381223238,Negative,Neutral
125344$_$0,3,0.6566897014030059,-0.09960399568080902,0.5307863179627916,Negative,Neutral
125344$_$0,4,0.4062280913375136,0.9009575843811035,0.1552802273357122,Negative,Neutral
125344$_$0,5,1.2111999337842931,-0.3147661089897156,0.6316590603264018,Negative,Neutral
125344$_$0,6,-0.23815441398943227,0.6968069076538086,0.15808615909530904,Negative,Neutral
125344$_$0,7,0.9547218052310773,-0.08945313096046448,0.5747801305605249,Negative,Neutral
125676$_$0,0,1.089895473409628,0.16583210229873657,0.4721710527798015,Positive,Neutral
125676$_$0,1,1.8055318470275528,1.0002907514572144,0.802569112826043,Positive,Neutral
125676$_$0,2,0.9638341814748207,0.5826470851898193,0.5857062170419775,Positive,Neutral
125676$_$0,3,1.4794476728086405,0.7877089977264404,0.7530817705755212,Positive,Neutral
125676$_$0,4,1.331866048274822,0.7595061659812927,0.6528990519884074,Positive,Neutral
125676$_$0,5,1.5954531066907465,0.8731163740158081,0.7641565811669109,Positive,Neutral
125676$_$0,6,0.8720749956314165,0.5401681661605835,0.5595990481539682,Positive,Neutral
125676$_$0,7,0.9990467304321589,0.6325012445449829,0.6503238901321287,Positive,Neutral
125676$_$4,0,1.089895473409628,0.16583210229873657,0.4721710527798015,Positive,Neutral
125676$_$4,1,2.0218450760393396,1.2532421350479126,0.8249227522870342,Positive,Neutral
